N	2gram	Bakhtin_Pr_1	Psycholo
1	то что	15	32
2	и в	29	31
3	в том	8	30
4	и т	4	26
5	что в	8	23
6	может быть	24	22
7	таким образом	12	20
8	при этом	2	19
9	так как	6	18
10	не может	12	17
11	как и	12	16
12	том что	7	16
13	и не	31	16
14	т п	3	16
15	точки зрения	19	15
16	только в	10	14
17	а не	22	13
18	не только	15	13
19	что и	4	13
20	так же	6	12
21	в этом	22	12
22	в самом	10	11
23	могут быть	6	11
24	не в	7	11
25	в сущности	5	10
26	потому что	8	10
27	по себе	8	9
28	ни в	3	9
29	как в	6	9
30	самом деле	6	9
31	никогда не	3	8
32	все это	6	8
33	и что	2	8
34	во всяком	5	8
35	что он	8	7
36	и его	14	7
37	тому как	3	7
38	сказать что	3	7
39	вовсе не	7	6
40	зависимости от	5	6
41	художественного творчества	3	6
42	до конца	8	6
43	было бы	5	6
44	если бы	9	6
45	всяком случае	3	6
46	а в	7	6
47	что она	6	6
48	и даже	2	6
49	в его	24	6
50	и есть	2	5
51	само по	3	5
52	все же	9	5
53	так что	2	5
54	мы видим	2	5
55	она не	7	5
56	несмотря на	6	5
57	как бы	19	5
58	был бы	6	5
59	в зависимости	5	5
60	в целом	6	5
61	в процессе	4	5
62	другой стороны	3	5
63	и для	4	5
64	то же	14	5
65	с другой	3	5
66	подобно тому	3	5
67	в то	10	5
68	как будто	3	5
69	в которой	2	4
70	в котором	2	4
71	все время	2	4
72	прежде всего	7	4
73	тому что	3	4
74	в себе	7	4
75	по существу	3	4
76	одна из	3	4
77	у него	5	4
78	и о	5	4
79	никак не	2	4
80	точка зрения	12	4
81	один из	2	4
82	те же	2	4
83	и у	3	4
84	в своих	3	4
85	совпадает с	2	4
86	с этой	2	4
87	в результате	4	4
88	там где	10	4
89	между тем	5	4
90	уже в	3	3
91	не могут	6	3
92	как на	3	3
93	его и	2	3
94	в своем	8	3
95	точку зрения	6	3
96	в каждом	8	3
97	должна быть	5	3
98	вопрос о	2	3
99	а потому	2	3
100	и к	2	3
101	точек зрения	3	3
102	это и	5	3
103	но это	4	3
104	но не	9	3
105	все что	3	3
106	из его	2	3
107	до сих	2	3
108	из которых	2	3
109	например в	3	3
110	в этой	4	3
111	он не	5	3
112	сих пор	2	3
113	не есть	2	3
114	жизни и	2	3
115	в своей	8	3
116	так и	7	3
117	не было	4	3
118	что оно	2	3
119	от того	4	3
120	той же	5	3
121	в которых	2	3
122	в одной	6	3
123	с этим	2	3
124	все то	4	3
125	в конце	6	3
126	и это	5	3
127	в художественном	3	3
128	в произведении	4	3
129	конце концов	5	3
130	мысли в	2	3
131	но в	7	3
132	т е	21	3
133	в музыке	2	2
134	в основе	4	2
135	на вопрос	2	2
136	уже и	2	2
137	тем или	2	2
138	этом смысле	10	2
139	в другой	3	2
140	и как	7	2
141	в них	3	2
142	целом ряде	3	2
143	и во	2	2
144	и от	2	2
145	в жизни	2	2
146	с ним	5	2
147	и здесь	3	2
148	уже не	13	2
149	п все	2	2
150	и потому	6	2
151	должна была	4	2
152	себя и	2	2
153	не дает	3	2
154	тот же	2	2
155	него в	2	2
156	и следовательно	4	2
157	далеко не	3	2
158	на почве	3	2
159	даже в	4	2
160	наконец в	2	2
161	в нем	19	2
162	отношение к	2	2
163	зрения на	7	2
164	но и	14	2
165	что же	4	2
166	мысли и	5	2
167	приводит к	3	2
168	как мы	4	2
169	отличается от	3	2
170	как раз	6	2
171	то и	2	2
172	этом отношении	3	2
173	на самом	5	2
174	в себя	3	2
175	идет о	4	2
176	именно и	2	2
177	к нему	6	2
178	с точки	13	2
179	ничего не	5	2
180	как к	3	2
181	их в	4	2
182	и с	4	2
183	одно из	2	2
184	как например	2	2
185	бы и	4	2
186	но как	3	2
187	в сознании	2	2
188	бы в	3	2
189	если же	3	2
190	его в	6	2
191	материал его	2	2
192	только то	3	2
193	к идее	2	2
194	в одном	10	2
195	или как	5	2
