N	2gram	Vinokur_Ku_3	FransuaR
1	и в	23	56
2	в его	11	18
3	таким образом	9	17
4	все эти	7	15
5	в этом	16	14
6	в том	22	13
7	так и	6	13
8	в то	3	12
9	в этих	2	11
10	как бы	5	11
11	то же	6	11
12	еще не	9	10
13	только в	6	9
14	в самом	13	9
15	но и	3	9
16	и не	10	9
17	том что	11	8
18	по своему	2	8
19	в сущности	4	8
20	не только	17	8
21	сих пор	8	8
22	все это	2	8
23	до сих	8	8
24	и с	3	8
25	в частности	2	7
26	как мы	5	7
27	все они	2	6
28	прежде всего	9	6
29	вовсе не	5	6
30	в ее	4	6
31	языка и	2	6
32	в той	4	6
33	той же	3	6
34	потому что	12	6
35	точки зрения	23	6
36	связи с	6	6
37	но в	2	6
38	но не	3	5
39	в отношении	3	5
40	в пределах	2	5
41	в условиях	2	5
42	как и	5	5
43	он не	3	5
44	один из	4	5
45	мы видели	3	5
46	своего рода	2	5
47	в процессе	3	5
48	что в	13	5
49	не было	4	5
50	в результате	3	5
51	такой же	2	5
52	они не	3	5
53	так сказать	2	5
54	в области	14	5
55	что все	2	4
56	и более	3	4
57	что это	3	4
58	в качестве	2	4
59	и к	3	4
60	конечно не	2	4
61	за пределы	2	4
62	в ней	3	4
63	пор еще	3	4
64	литературного языка	3	4
65	с одной	4	4
66	при этом	6	4
67	того чтобы	11	4
68	в свете	2	4
69	к языку	4	4
70	о том	6	4
71	в особенности	2	4
72	так как	9	4
73	том числе	2	3
74	в своем	4	3
75	как например	2	3
76	главным образом	2	3
77	и здесь	2	3
78	слов и	5	3
79	в большей	2	3
80	кроме того	2	3
81	может быть	14	3
82	в некоторых	2	3
83	и о	4	3
84	а также	4	3
85	связи и	2	3
86	был бы	3	3
87	что и	6	3
88	то что	4	3
89	время в	3	3
90	в их	6	3
91	в связи	5	3
92	еще и	2	3
93	не просто	2	3
94	там где	3	3
95	мы находим	3	3
96	с помощью	6	3
97	уже не	8	3
98	не в	5	3
99	сказать что	7	3
100	между тем	4	3
101	можно видеть	2	3
102	и самый	2	3
103	к его	2	3
104	в таких	2	3
105	слова и	7	3
106	что одна	2	2
107	в известном	2	2
108	если бы	8	2
109	в нашем	7	2
110	о них	4	2
111	с другой	7	2
112	это не	3	2
113	уже в	3	2
114	не как	2	2
115	в одном	2	2
116	на самом	3	2
117	это в	2	2
118	этих форм	2	2
119	что он	6	2
120	бы и	3	2
121	можно сказать	2	2
122	точек зрения	2	2
123	ни в	3	2
124	мы найдем	2	2
125	и как	2	2
126	но это	5	2
127	систему языка	2	2
128	когда в	2	2
129	одной стороны	4	2
130	было бы	16	2
131	а в	5	2
132	по преимуществу	3	2
133	очень много	2	2
134	указывает что	2	2
135	хотя и	5	2
136	вернемся к	2	2
137	все те	2	2
138	что на	3	2
139	в котором	2	2
140	и такие	2	2
141	точка зрения	4	2
142	вопрос об	2	2
143	все же	5	2
144	в своей	4	2
145	когда он	2	2
146	вместе с	2	2
147	самом деле	14	2
148	дело не	2	2
149	в письменной	2	2
150	ни одного	2	2
151	данном случае	4	2
152	что она	5	2
153	или менее	2	2
154	примеров можно	2	2
155	другой стороны	3	2
156	целый ряд	4	2
157	так же	2	2
158	как раз	4	2
159	не может	6	2
160	в каком	3	2
161	как к	2	2
162	язык и	2	2
163	того как	7	2
164	является и	2	2
165	а не	11	2
166	для того	12	2
167	с точки	16	2
168	его в	2	2
169	в слове	4	2
170	мы не	3	2
171	в данном	7	2
172	с этой	3	2
173	также и	5	2
174	в которых	3	2
175	и при	2	2
176	языка в	6	2
177	той или	5	2
178	что они	2	2
179	далеко не	5	2
180	что эти	2	2
181	зрения на	3	2
182	здесь как	2	2
183	с тем	6	2
184	отметить что	3	2
185	не потому	3	2
186	более или	2	2
