N	2gram	Losev_Prob_2	Komedia
1	и в	35	22
2	том что	19	12
3	в том	12	11
4	но и	16	11
5	не только	24	10
6	в то	6	10
7	как и	5	9
8	и т	6	9
9	может быть	18	9
10	таким образом	4	8
11	должны были	3	8
12	и не	37	8
13	о том	18	8
14	едва ли	9	7
15	в этой	9	7
16	что в	11	6
17	в отношении	4	6
18	в конце	7	6
19	что он	4	6
20	к тому	3	6
21	ни в	6	6
22	такого рода	15	6
23	и по	3	6
24	то же	5	6
25	не в	2	6
26	а в	4	6
27	уже в	3	5
28	с другой	6	5
29	прежде всего	11	5
30	о которых	3	5
31	при этом	3	5
32	в его	7	5
33	еще в	2	5
34	один из	3	5
35	в истории	3	5
36	так и	7	5
37	все это	4	5
38	другой стороны	5	5
39	и даже	11	5
40	потому что	13	5
41	в их	3	4
42	по поводу	2	4
43	ясно что	8	4
44	несмотря на	3	4
45	как мы	5	4
46	в в	2	4
47	что они	3	4
48	в качестве	2	4
49	а также	2	4
50	можно судить	3	4
51	и особенно	2	4
52	что и	2	4
53	на него	2	4
54	т д	6	4
55	тем что	4	4
56	в результате	4	4
57	точки зрения	2	4
58	конце концов	7	4
59	так как	7	4
60	но в	6	4
61	мы можем	6	4
62	казалось бы	7	3
63	не менее	13	3
64	в них	2	3
65	вопрос о	3	3
66	на всю	2	3
67	на то	6	3
68	в тех	2	3
69	у нас	18	3
70	и как	4	3
71	по своему	5	3
72	тот же	4	3
73	одной стороны	5	3
74	и сам	2	3
75	в частности	5	3
76	и о	4	3
77	да и	10	3
78	хотя и	3	3
79	он не	2	3
80	по содержанию	2	3
81	речь идет	2	3
82	даже в	2	3
83	все же	8	3
84	в целом	3	3
85	так же	5	3
86	с одной	5	3
87	здесь мы	3	3
88	мы не	7	3
89	как раз	8	3
90	каждый из	2	3
91	и на	5	3
92	в этом	17	3
93	и с	10	3
94	в виде	6	3
95	и ее	2	3
96	только в	14	3
97	и все	5	3
98	его в	3	3
99	ничего не	10	3
100	и вероятно	2	2
101	и здесь	4	2
102	еще и	5	2
103	независимо от	2	2
104	для них	3	2
105	для всех	2	2
106	и без	5	2
107	то ни	3	2
108	в состоянии	2	2
109	к сожалению	6	2
110	вовсе не	37	2
111	указывает на	5	2
112	тем не	12	2
113	и можно	3	2
114	одна из	3	2
115	собой и	4	2
116	но не	4	2
117	совсем не	7	2
118	время и	2	2
119	до сих	4	2
120	еще не	10	2
121	было бы	8	2
122	в действительности	2	2
123	в самом	5	2
124	большей частью	3	2
125	и самого	4	2
126	или может	2	2
127	относится к	6	2
128	всяком случае	10	2
129	для себя	9	2
130	только один	3	2
131	говоря уже	4	2
132	и тем	4	2
133	то что	38	2
134	бы то	2	2
135	вместе с	2	2
136	не говоря	4	2
137	все что	3	2
138	или менее	4	2
139	даже не	3	2
140	то и	4	2
141	для этого	3	2
142	не может	13	2
143	и хотя	2	2
144	в и	2	2
145	из которых	2	2
146	и притом	3	2
147	к нему	2	2
148	правда в	2	2
149	или в	2	2
150	нас в	3	2
151	но это	6	2
152	во всяком	13	2
153	только при	2	2
154	в своих	3	2
155	в себе	5	2
156	как будто	6	2
157	же самое	6	2
158	будто бы	5	2
159	уже о	4	2
160	на нем	2	2
161	в области	6	2
162	ли это	2	2
163	или по	4	2
164	сих пор	4	2
