N	2gram	Nazirov_Tv_2	StatiiOP
1	и в	20	44
2	в том	8	36
3	и т	13	30
4	что в	7	30
5	том что	4	29
6	т д	11	21
7	в этом	8	21
8	вовсе не	2	19
9	то что	3	18
10	не только	13	18
11	а в	4	17
12	о том	5	17
13	и не	9	16
14	а не	6	16
15	может быть	8	15
16	как в	4	13
17	не в	4	12
18	в первой	2	12
19	у нас	2	11
20	в этой	5	11
21	самом деле	2	11
22	что он	6	10
23	но и	8	10
24	но в	4	10
25	только в	2	10
26	с другой	2	9
27	если бы	4	9
28	в то	10	9
29	как и	6	9
30	т п	2	9
31	так и	6	9
32	в его	10	9
33	у пушкина	3	8
34	например в	5	8
35	все же	5	8
36	из них	2	8
37	не может	7	8
38	и его	9	8
39	это не	7	8
40	но ведь	2	8
41	я не	2	7
42	прежде всего	8	7
43	так например	3	7
44	в самом	3	7
45	в статье	2	7
46	сих пор	3	7
47	до сих	3	7
48	другой стороны	2	7
49	таким образом	10	7
50	что они	4	7
51	потому что	7	6
52	так что	2	6
53	но это	5	6
54	для него	3	6
55	в своей	6	6
56	именно в	6	6
57	во всяком	2	6
58	всяком случае	2	6
59	не менее	2	5
60	никогда не	11	5
61	такой же	2	5
62	так же	5	5
63	в котором	3	5
64	в нем	3	5
65	в целом	6	5
66	все это	6	5
67	евгения онегина	3	5
68	то же	7	5
69	и даже	5	5
70	и по	2	5
71	в которых	3	5
72	тем что	3	5
73	могут быть	2	5
74	все эти	4	5
75	так как	3	5
76	по словам	2	4
77	в частности	2	4
78	что она	4	4
79	представление о	7	4
80	в ее	2	4
81	же время	7	4
82	и что	2	4
83	но если	2	4
84	как бы	11	4
85	в россии	2	4
86	не было	2	4
87	что у	4	4
88	этот вопрос	3	4
89	в которой	2	4
90	к которому	2	4
91	в основе	2	3
92	а с	3	3
93	точку зрения	2	3
94	и с	8	3
95	с этой	3	3
96	не является	3	3
97	а во	2	3
98	в конце	6	3
99	об этом	4	3
100	в начале	3	3
101	же как	3	3
102	но не	5	3
103	и без	2	3
104	еще не	5	3
105	что не	3	3
106	своего рода	3	3
107	отношению к	3	3
108	в истории	2	3
109	по отношению	3	3
110	и только	2	3
111	по мнению	3	3
112	в виде	2	3
113	на этот	2	3
114	в таком	3	3
115	в чем	4	3
116	и вообще	2	3
117	во многих	2	3
118	между тем	3	3
119	уже в	2	2
120	бы не	2	2
121	его времени	2	2
122	превращается в	3	2
123	как о	2	2
124	зато в	2	2
125	по крайней	2	2
126	в такой	2	2
127	что на	2	2
128	крайней мере	2	2
129	биографии и	2	2
130	ли не	2	2
131	если не	4	2
132	при этом	8	2
133	и сам	5	2
134	и потому	4	2
135	я бы	3	2
136	в свой	2	2
137	на него	2	2
138	и тогда	2	2
139	начиная с	2	2
140	в пользу	3	2
141	тем самым	4	2
142	и у	2	2
143	д и	2	2
144	мы не	4	2
145	ничего не	4	2
146	что этот	2	2
147	в своих	3	2
148	сам в	2	2
149	их в	2	2
150	писателя в	2	2
151	у него	6	2
152	он не	3	2
153	в себе	3	2
154	говорить о	2	2
155	в литературном	2	2
156	как правило	2	2
157	его в	3	2
158	при помощи	2	2
159	и это	3	2
160	только с	2	2
161	это прежде	2	2
162	то есть	5	2
