N	2gram	Tiupa_Disk_1	Problema
1	и в	16	30
2	в своей	5	22
3	то есть	20	21
4	то что	5	18
5	не только	28	18
6	том что	19	17
7	в этом	15	17
8	и даже	3	14
9	но и	14	13
10	таким образом	3	13
11	потому что	4	13
12	в том	23	12
13	в его	7	12
14	и не	11	12
15	также и	3	12
16	о том	8	12
17	в своем	6	11
18	точки зрения	3	10
19	в этой	2	10
20	все же	3	9
21	сказать что	3	9
22	но в	8	9
23	и вообще	2	9
24	только в	7	9
25	и все	2	9
26	хотя и	2	8
27	никогда не	2	7
28	что он	4	7
29	как и	16	7
30	связи с	4	7
31	но не	11	7
32	может быть	17	7
33	так и	8	7
34	не в	7	7
35	с другой	10	6
36	прежде всего	11	6
37	можно сказать	5	6
38	уже не	4	6
39	и как	6	6
40	как бы	5	6
41	в нем	9	6
42	что и	3	6
43	другой стороны	3	6
44	и что	2	6
45	а в	5	6
46	и его	2	6
47	и на	5	6
48	не менее	2	5
49	что в	4	5
50	будто бы	2	5
51	в силу	5	5
52	в самом	3	5
53	и о	4	5
54	еще в	3	5
55	для себя	4	5
56	не может	9	5
57	в году	2	5
58	а не	22	5
59	в частности	9	4
60	отнюдь не	8	4
61	жизни в	2	4
62	по крайней	2	4
63	об этом	2	4
64	при этом	13	4
65	того же	3	4
66	в качестве	34	4
67	крайней мере	2	4
68	разного рода	2	4
69	а с	5	4
70	и к	4	4
71	и он	2	4
72	или в	2	4
73	в себе	7	4
74	в то	3	4
75	далеко не	10	4
76	едва ли	2	4
77	в противоположность	2	3
78	именно в	3	3
79	однако в	3	3
80	не всегда	2	3
81	о котором	2	3
82	в ее	3	3
83	в начале	2	3
84	указывает на	2	3
85	еще не	14	3
86	одной стороны	9	3
87	обратить внимание	2	3
88	а также	8	3
89	и тем	2	3
90	поскольку в	2	3
91	с одной	9	3
92	того что	3	3
93	в эпоху	5	3
94	внимание на	4	3
95	что касается	2	3
96	в другом	2	3
97	в одном	2	3
98	в виду	2	3
99	мира в	3	3
100	по мысли	3	2
101	по словам	2	2
102	и без	2	2
103	в них	4	2
104	том числе	2	2
105	в какой	2	2
106	хотя бы	3	2
107	как в	10	2
108	это не	3	2
109	во втором	4	2
110	уже в	2	2
111	один из	3	2
112	к этому	2	2
113	однако на	2	2
114	по себе	3	2
115	здесь в	2	2
116	к тому	5	2
117	то же	7	2
118	как мы	2	2
119	ли не	3	2
120	в античной	2	2
121	в свою	3	2
122	стороны это	2	2
123	в данном	5	2
124	что не	4	2
125	мы имеем	2	2
126	на его	4	2
127	такого рода	4	2
128	в котором	5	2
129	отношению к	9	2
130	мог быть	3	2
131	из них	3	2
132	когда он	2	2
133	данном случае	2	2
134	отношение к	4	2
135	по отношению	9	2
136	они не	2	2
137	в значительной	2	2
138	свидетельствует о	2	2
139	в науке	2	2
140	во всяком	2	2
141	между тем	4	2
142	тем что	3	2
143	в одной	3	2
144	по своей	11	2
145	есть в	2	2
