N	2gram	Bakhtin_Pr_1	Analitik
1	в этом	25	18
2	и в	23	16
3	не только	13	16
4	так и	10	15
5	как и	8	14
6	в том	11	12
7	но и	11	12
8	и не	34	12
9	том что	9	12
10	как бы	28	10
11	при этом	3	10
12	а не	20	10
13	в пределах	9	9
14	лишь в	3	9
15	и даже	3	9
16	в этой	4	9
17	ничего не	6	9
18	то есть	24	9
19	в данном	2	8
20	в целом	4	8
21	и т.п	3	8
22	в себе	5	7
23	то что	18	7
24	о том	2	7
25	с другой	2	6
26	в самом	8	6
27	в мире	7	6
28	и на	10	6
29	говорить о	2	6
30	может быть	21	6
31	но в	4	6
32	и к	4	5
33	данном случае	2	5
34	на себя	3	5
35	в своем	8	4
36	в конце	5	4
37	можно сказать	2	4
38	у него	6	4
39	уже не	8	4
40	не в	6	4
41	за пределы	6	4
42	но не	8	4
43	для него	15	4
44	в сущности	5	4
45	в один	2	4
46	по преимуществу	3	4
47	совпадает с	2	4
48	и тем	2	4
49	отношению к	11	4
50	во всех	5	4
51	как в	6	4
52	все это	7	4
53	как раз	4	4
54	по отношению	11	4
55	не может	11	4
56	и его	13	4
57	то же	10	4
58	он в	2	4
59	точки зрения	21	4
60	только в	8	4
61	в сознании	2	4
62	в себя	3	4
63	в рамках	2	3
64	никогда не	5	3
65	не столько	3	3
66	по крайней	2	3
67	прежде всего	7	3
68	этого слова	2	3
69	есть в	3	3
70	было бы	6	3
71	и сам	2	3
72	крайней мере	2	3
73	несмотря на	6	3
74	со своим	3	3
75	на себе	2	3
76	на его	2	3
77	что и	5	3
78	из них	2	3
79	в первой	2	3
80	со стороны	2	3
81	в их	3	3
82	приводит к	3	3
83	и одновременно	3	3
84	если бы	10	3
85	этом отношении	5	3
86	именно в	6	3
87	можно было	3	3
88	а в	7	3
89	как мы	5	3
90	тому как	3	3
91	в результате	4	3
92	автора и	5	3
93	тем что	3	3
94	подобно тому	3	3
95	как будто	3	3
96	романа в	4	3
97	бы в	3	3
98	и все	3	3
99	а как	6	2
100	в противоположность	3	2
101	того что	2	2
102	была бы	2	2
103	или даже	2	2
104	в одном	9	2
105	от автора	3	2
106	что все	3	2
107	этом смысле	9	2
108	к этому	2	2
109	вовсе не	8	2
110	по себе	7	2
111	момент его	2	2
112	его как	5	2
113	отличие от	2	2
114	по существу	4	2
115	из его	3	2
116	должна была	4	2
117	все что	3	2
118	же время	7	2
119	ведь это	2	2
120	что в	8	2
121	с их	5	2
122	она не	5	2
123	еще не	5	2
124	в своей	11	2
125	в котором	2	2
126	диалог в	2	2
127	даже в	2	2
128	один из	2	2
129	с ее	2	2
130	себя в	3	2
131	и их	2	2
132	в отличие	2	2
133	вместе с	2	2
134	на него	2	2
135	что она	2	2
136	во времени	3	2
137	не позволяет	2	2
138	другой стороны	2	2
139	отношения к	2	2
140	таким образом	11	2
141	той же	6	2
142	на котором	2	2
143	но эта	4	2
144	на этот	2	2
145	и для	3	2
146	с точки	15	2
147	голосов в	3	2
148	и другими	4	2
149	так же	6	2
150	роль в	2	2
151	художественного мира	5	2
152	никак не	2	2
153	между тем	5	2
154	и во	2	2
155	он не	4	2
156	он и	5	2
157	о себе	9	2
158	в то	10	2
159	в его	24	2
160	его в	4	2
161	в этих	2	2
162	сказать что	5	2
163	с ним	6	2
164	доминанта в	3	2
