N	2gram	Losev_Vlad_1	FransuaR
1	и в	31	45
2	то есть	3	25
3	и не	17	15
4	не только	24	14
5	в этом	14	14
6	но в	12	14
7	в его	12	13
8	и его	7	13
9	во время	3	12
10	что в	14	12
11	в своем	4	11
12	то же	6	11
13	в то	8	11
14	в том	11	10
15	в нем	4	10
16	но и	19	10
17	как и	4	10
18	и с	14	10
19	же время	4	9
20	вовсе не	5	8
21	как мы	9	8
22	жизни и	5	8
23	таким образом	3	8
24	с его	11	7
25	в конце	9	7
26	он был	14	7
27	том что	14	7
28	не в	5	7
29	что и	5	7
30	все это	5	7
31	также и	10	7
32	потому что	11	7
33	и все	4	7
34	что он	12	6
35	в этой	4	6
36	он не	10	6
37	здесь не	3	6
38	так и	6	6
39	мысли и	4	6
40	того чтобы	2	6
41	для того	2	6
42	так как	8	6
43	в них	2	6
44	с ним	5	5
45	и к	6	5
46	одной из	2	5
47	это и	2	5
48	но это	3	5
49	на этом	2	5
50	одним из	2	5
51	хотя и	4	5
52	как раз	7	5
53	не может	6	5
54	в связи	3	5
55	все эти	3	5
56	и у	4	5
57	и как	4	5
58	и на	3	5
59	об этом	7	4
60	и от	5	4
61	у него	15	4
62	и здесь	3	4
63	тому же	2	4
64	но не	3	4
65	по своему	3	4
66	ничего не	3	4
67	кроме того	7	4
68	по поводу	12	4
69	в самом	2	4
70	в общем	3	4
71	и о	2	4
72	мы уже	7	4
73	а также	5	4
74	не мог	3	4
75	и даже	15	4
76	как на	2	4
77	а в	9	4
78	той же	2	4
79	сказать что	7	4
80	в доме	7	4
81	точки зрения	2	4
82	только в	9	4
83	о том	11	4
84	и это	2	4
85	как это	7	4
86	это было	6	4
87	не менее	2	3
88	нисколько не	2	3
89	и ни	2	3
90	как в	3	3
91	из этих	2	3
92	что на	2	3
93	ни в	2	3
94	по существу	2	3
95	но на	3	3
96	того же	6	3
97	то время	2	3
98	для него	7	3
99	в своей	4	3
100	вместе с	3	3
101	но она	3	3
102	что она	2	3
103	но его	2	3
104	не было	5	3
105	еще и	7	3
106	в течение	9	3
107	этот момент	2	3
108	в году	30	3
109	и вот	3	3
110	того что	2	3
111	на этот	6	3
112	и он	3	3
113	и для	2	3
114	но он	5	3
115	он и	6	3
116	но этот	3	3
117	как он	4	3
118	дело в	4	3
119	с тем	2	2
120	тут же	7	2
121	хотя бы	2	2
122	кто не	2	2
123	что все	2	2
124	на все	2	2
125	к этому	6	2
126	можно сказать	6	2
127	к тому	3	2
128	в отношении	3	2
129	своей жизни	2	2
130	несколько слов	2	2
131	в начале	3	2
132	то что	18	2
133	в качестве	6	2
134	него не	3	2
135	эта книга	2	2
136	из его	4	2
137	так например	2	2
138	было бы	2	2
139	несмотря на	4	2
140	и если	5	2
141	к ней	4	2
142	конечно не	2	2
143	может быть	6	2
144	это время	3	2
145	еще в	4	2
146	в этот	4	2
147	в эти	7	2
148	даже в	2	2
149	нет и	2	2
150	один из	4	2
151	все же	3	2
152	в целом	3	2
153	когда он	5	2
154	и за	2	2
155	на него	3	2
156	не будем	2	2
157	и до	2	2
158	а именно	2	2
159	в особенности	4	2
160	начиная с	2	2
161	при этом	2	2
162	чем не	2	2
163	в период	5	2
164	в истории	4	2
165	всякого рода	2	2
166	лишь в	2	2
167	и что	6	2
168	и притом	3	2
169	к нему	4	2
170	жизнь и	3	2
171	почти не	2	2
172	не столько	2	2
173	больше чем	2	2
174	он в	3	2
175	под названием	2	2
176	и вообще	4	2
177	но мы	2	2
178	уже и	2	2
179	в чем	2	2
