N	2gram	Vygotskiy__1	Dialekti
1	не есть	3	40
2	и не	16	30
3	по себе	9	25
4	т е	3	25
5	и т	26	21
6	т д	8	19
7	и в	31	18
8	ничего не	2	17
9	может быть	22	17
10	точки зрения	15	17
11	в нем	2	16
12	и есть	5	16
13	ни в	9	15
14	так что	5	15
15	а не	13	14
16	потому что	10	14
17	что в	23	13
18	то что	32	13
19	не только	13	13
20	и даже	6	13
21	если бы	6	12
22	было бы	6	12
23	и что	8	12
24	с точки	2	12
25	в этом	12	12
26	не может	17	12
27	что это	6	11
28	что он	7	11
29	как бы	5	11
30	все это	8	11
31	в себе	4	11
32	так как	18	11
33	прежде всего	4	10
34	несмотря на	5	10
35	есть нечто	2	10
36	то же	5	10
37	что такое	2	10
38	сказать что	7	10
39	никогда не	8	9
40	отнюдь не	6	9
41	в том	30	9
42	это есть	5	9
43	так и	3	9
44	том что	16	9
45	и то	2	9
46	стало быть	2	9
47	ясно что	19	8
48	сама по	2	8
49	но это	3	8
50	совершенно не	5	8
51	к нему	2	8
52	в каком	2	8
53	не существует	2	7
54	вовсе не	6	7
55	и как	2	7
56	но и	2	7
57	что она	6	7
58	как она	2	7
59	с другой	5	6
60	она не	5	6
61	никак не	4	6
62	не было	3	6
63	и вот	3	6
64	не в	11	6
65	его не	2	6
66	в то	5	6
67	в чем	2	6
68	с ним	2	6
69	не то	2	6
70	но в	3	6
71	в этих	4	5
72	в своем	3	5
73	на то	10	5
74	говорит о	2	5
75	себе не	3	5
76	все же	5	5
77	отношение к	2	5
78	что оно	3	5
79	есть только	2	5
80	а в	6	5
81	само по	5	5
82	и с	2	5
83	или не	2	5
84	в виду	4	5
85	то я	2	4
86	у пушкина	3	4
87	в конце	3	4
88	к тому	4	4
89	что эта	3	4
90	во всяком	8	4
91	это мы	2	4
92	это и	3	4
93	мы видим	5	4
94	но не	3	4
95	от него	2	4
96	хотя и	3	4
97	в котором	4	4
98	только то	2	4
99	так же	12	4
100	другой стороны	5	4
101	как раз	2	4
102	как мы	2	4
103	почти всегда	3	4
104	к чувственному	2	4
105	образ и	2	4
106	мы можем	4	4
107	о том	7	4
108	как он	2	4
109	как это	4	4
110	если она	2	3
111	тому что	4	3
112	в них	2	3
113	точку зрения	3	3
114	та же	3	3
115	этом смысле	2	3
116	должна быть	3	3
117	стороны и	3	3
118	есть не	2	3
119	не является	5	3
120	что и	13	3
121	а только	2	3
122	точек зрения	3	3
123	чтобы понять	4	3
124	что я	4	3
125	что они	2	3
126	более или	2	3
127	уже и	2	3
128	но что	2	3
129	ли это	2	3
130	говорит что	5	3
131	случае не	2	3
132	и о	4	3
133	или иное	2	3
134	он не	3	3
135	в его	6	3
136	и потому	2	3
137	даже в	2	3
138	гораздо более	2	3
139	один из	4	3
140	жизни и	3	3
141	но только	3	3
142	указывает на	4	3
143	или менее	2	3
144	что же	2	3
145	мысли и	2	3
146	только на	3	3
147	в самом	11	3
148	на самом	2	3
149	тех или	2	3
150	самом деле	9	3
151	в науке	2	3
152	только что	2	3
153	то или	2	3
154	что для	2	3
155	конце концов	3	3
156	в основе	2	3
157	могут быть	11	3
158	нуждается в	3	3
159	только в	14	3
160	утверждать что	5	3
161	и все	5	3
162	бы в	2	3
163	в сознании	2	3
164	не менее	2	2
165	того что	10	2
166	же как	4	2
167	бы и	2	2
168	она должна	2	2
169	в частности	3	2
170	в качестве	2	2
171	и состоит	2	2
172	как в	9	2
173	с этой	4	2
174	и от	2	2
175	точка зрения	4	2
176	из этих	6	2
177	точно так	3	2
178	и другого	2	2
179	в каждом	3	2
180	к этому	4	2
181	вопрос о	3	2
182	этой точки	5	2
183	быть в	2	2
184	и сейчас	2	2
185	оно есть	2	2
186	тот кто	2	2
187	как и	16	2
188	такой же	2	2
189	но к	3	2
190	что здесь	2	2
191	тому же	3	2
192	до сих	3	2
193	только тогда	7	2
194	одной стороны	6	2
195	и может	2	2
196	мы увидим	4	2
197	для того	6	2
198	о чем	2	2
199	вслед за	6	2
200	к ним	2	2
201	и следовательно	2	2
202	в него	2	2
203	всяком случае	6	2
204	как результат	2	2
205	из них	2	2
206	или его	3	2
207	в своей	3	2
208	и их	2	2
209	сих пор	3	2
210	со стороны	4	2
211	есть для	2	2
212	и тогда	2	2
213	что даже	2	2
214	как например	2	2
215	т п	16	2
216	с этим	3	2
217	этом отношении	2	2
218	себе а	3	2
219	с одной	5	2
220	мы имеем	4	2
221	если мы	12	2
222	уже не	2	2
223	и у	4	2
224	форму и	2	2
225	и для	5	2
226	отличается от	2	2
227	мысли в	3	2
228	и совершенно	5	2
229	и так	4	2
230	то и	2	2
231	мы получаем	2	2
232	в которых	3	2
233	но как	2	2
234	во всем	3	2
235	и всякий	2	2
236	и это	3	2
237	почти все	2	2
238	на деле	3	2
239	время как	5	2
