N	2gram	Vinokur_Ku_2	Istorich
1	и в	23	28
2	может быть	15	25
3	и т	39	25
4	т д	14	22
5	не может	9	15
6	а не	10	15
7	никогда не	2	14
8	для нас	4	13
9	мы должны	2	13
10	мы имеем	5	13
11	что в	10	12
12	то же	6	12
13	не только	20	12
14	только в	5	11
15	что он	5	10
16	все же	7	10
17	прежде всего	8	10
18	но и	7	10
19	т е	22	10
20	и что	8	10
21	в том	19	9
22	то что	9	9
23	и не	16	9
24	не в	8	9
25	так и	4	9
26	что это	7	8
27	не всегда	2	8
28	если бы	12	8
29	таким образом	5	8
30	в этом	18	8
31	но в	11	8
32	это не	6	7
33	том что	11	7
34	здесь мы	2	7
35	еще не	5	7
36	было бы	15	7
37	в ней	3	7
38	а в	3	7
39	этот вопрос	6	7
40	так же	4	7
41	и здесь	5	7
42	что мы	6	7
43	с другой	8	6
44	не менее	7	6
45	к тому	4	6
46	тем не	6	6
47	что и	3	6
48	в этой	6	6
49	так как	15	6
50	вместе с	5	6
51	мы будем	2	5
52	должна быть	5	5
53	не знает	3	5
54	вопрос о	9	5
55	по существу	5	5
56	в силу	7	5
57	что они	2	5
58	но не	6	5
59	в качестве	8	5
60	что она	3	5
61	дело не	2	5
62	другой стороны	7	5
63	в своем	2	5
64	можно было	9	5
65	или в	4	5
66	сказать что	4	5
67	в его	5	5
68	все это	5	4
69	с тем	2	4
70	связи с	3	4
71	там где	5	4
72	превращается в	2	4
73	в пределах	4	4
74	на то	4	4
75	об этом	5	4
76	но все	4	4
77	но это	3	4
78	и пр	8	4
79	но оно	2	4
80	один из	5	4
81	а именно	2	4
82	так в	3	4
83	в связи	4	4
84	с этим	3	4
85	с одной	2	4
86	как и	2	4
87	это так	3	4
88	того что	3	4
89	должны быть	2	4
90	и даже	2	4
91	хотя бы	9	4
92	и для	2	4
93	и с	7	4
94	и на	6	4
95	потому что	25	4
96	могут быть	4	4
97	как будто	2	4
98	все эти	12	4
99	здесь не	3	4
100	большинстве случаев	2	4
101	не все	3	4
102	не то	2	4
103	мы знаем	4	4
104	я не	5	3
105	случаи когда	3	3
106	не как	2	3
107	точно так	3	3
108	перед нами	4	3
109	по себе	10	3
110	очень часто	2	3
111	именно в	3	3
112	утверждать что	2	3
113	для этого	3	3
114	на этом	3	3
115	при этом	2	3
116	этого вопроса	3	3
117	в целях	2	3
118	следовало бы	2	3
119	должен быть	5	3
120	и по	3	3
121	в современной	2	3
122	того как	2	3
123	в форме	3	3
124	в их	2	3
125	что же	5	3
126	уже не	8	3
127	и его	3	3
128	не просто	2	3
129	если мы	4	3
130	чтобы не	2	3
131	как мы	3	3
132	из которых	3	3
133	как это	5	3
134	также и	5	3
135	тем что	3	3
136	в другом	2	3
137	в то	4	3
138	могли бы	2	3
139	будто бы	2	3
140	это конечно	2	3
141	за собой	2	2
142	только для	2	2
143	не могут	5	2
144	всех этих	3	2
145	отличие от	2	2
146	в частности	2	2
147	к этому	4	2
148	нисколько не	3	2
149	разве не	2	2
150	но так	2	2
151	и от	2	2
152	или меньшей	3	2
153	их не	2	2
154	и потому	2	2
155	была бы	4	2
156	вовсе не	9	2
157	ясно что	5	2
158	таких случаях	2	2
159	мы видели	2	2
160	в зависимости	4	2
161	зависимости от	5	2
162	поставить вопрос	2	2
163	большей или	3	2
164	само по	5	2
165	связанные с	2	2
166	не более	2	2
167	тот же	5	2
168	и если	2	2
169	что не	6	2
170	мы в	2	2
171	что такое	3	2
172	же как	2	2
173	как бы	4	2
174	в таких	3	2
175	однако не	4	2
176	был бы	2	2
177	и тем	5	2
178	в нем	4	2
179	с той	2	2
180	но уже	2	2
181	конечно не	2	2
182	всего в	3	2
183	со стороны	4	2
184	как в	3	2
185	это положение	2	2
186	как раз	3	2
187	то и	3	2
188	не на	2	2
189	в отличие	2	2
190	в особенности	4	2
191	отношения к	2	2
192	он не	3	2
193	еще и	2	2
194	и вот	5	2
195	приводит к	5	2
196	а только	3	2
197	на этот	2	2
198	должно быть	4	2
199	такие случаи	3	2
200	ничего не	4	2
201	ни к	15	2
202	отказ от	2	2
203	между тем	6	2
204	от этого	2	2
205	в конечном	2	2
206	на это	3	2
207	что если	2	2
208	ответ на	2	2
209	всякого рода	2	2
210	в области	11	2
