N	2gram	Bakhtin_sl_1	Dialekti
1	не есть	2	40
2	и не	16	30
3	и т	28	21
4	т д	5	19
5	и в	41	18
6	ничего не	4	17
7	может быть	14	17
8	точки зрения	16	17
9	в нем	30	16
10	так что	2	15
11	а не	15	14
12	потому что	2	14
13	не только	16	13
14	и даже	6	13
15	было бы	3	12
16	с точки	8	12
17	в этом	12	12
18	не может	14	12
19	как бы	12	11
20	все это	5	11
21	в себе	3	11
22	так как	3	11
23	прежде всего	8	10
24	то же	14	10
25	сказать что	2	10
26	никогда не	3	9
27	это не	6	9
28	в том	3	9
29	так и	11	9
30	том что	2	9
31	и то	2	9
32	совершенно не	2	8
33	к нему	5	8
34	вовсе не	7	7
35	то в	2	7
36	но и	16	7
37	также и	3	7
38	той или	9	7
39	с другой	5	6
40	можно сказать	2	6
41	хотя бы	3	6
42	она не	3	6
43	не было	3	6
44	не в	7	6
45	в то	14	6
46	с ним	7	6
47	но в	8	6
48	в этих	2	5
49	в своем	3	5
50	ни о	2	5
51	не с	2	5
52	все же	7	5
53	отношение к	7	5
54	в отношении	6	5
55	в особенности	8	5
56	а в	6	5
57	можно было	2	5
58	и с	4	5
59	нисколько не	2	4
60	к тому	3	4
61	во всяком	7	4
62	мы видим	2	4
63	но не	2	4
64	же время	12	4
65	одно и	2	4
66	на всю	3	4
67	хотя и	2	4
68	в котором	2	4
69	быть и	4	4
70	так же	2	4
71	другой стороны	4	4
72	как раз	2	4
73	как мы	8	4
74	почти всегда	3	4
75	и вообще	2	4
76	о том	3	4
77	и почти	3	3
78	всех этих	4	3
79	тому что	2	3
80	в них	6	3
81	точку зрения	3	3
82	не является	2	3
83	или иной	9	3
84	точек зрения	5	3
85	лежащая в	2	3
86	что они	2	3
87	более или	3	3
88	конечно не	3	3
89	отношении к	6	3
90	и о	2	3
91	он не	3	3
92	в его	13	3
93	и потому	4	3
94	даже в	2	3
95	один из	4	3
96	друг другу	2	3
97	или менее	3	3
98	в их	4	3
99	только на	2	3
100	в самом	5	3
101	в разных	3	3
102	еще более	5	3
103	на самом	2	3
104	должно быть	2	3
105	у них	2	3
106	в данном	3	3
107	в основе	5	3
108	в ней	4	3
109	могут быть	19	3
110	только в	6	3
111	и все	4	3
112	в сознании	2	3
113	от этого	2	3
114	как только	3	2
115	на этом	2	2
116	поэтому и	3	2
117	того что	3	2
118	они были	2	2
119	же как	2	2
120	бы и	3	2
121	именно в	3	2
122	в виде	2	2
123	в частности	2	2
124	в качестве	3	2
125	как в	8	2
126	как более	2	2
127	с этой	3	2
128	не как	4	2
129	и от	4	2
130	точка зрения	8	2
131	из этих	3	2
132	с другими	5	2
133	в каждом	4	2
134	к этому	2	2
135	ничего нового	2	2
136	от всякой	3	2
137	ни было	2	2
138	как и	4	2
139	мы и	2	2
140	лишь как	3	2
141	чем он	2	2
142	связанные с	3	2
143	здесь в	4	2
144	для него	3	2
145	до сих	2	2
146	еще не	4	2
147	одной стороны	4	2
148	и может	3	2
149	для того	2	2
150	и следовательно	7	2
151	в него	3	2
152	зрения самого	2	2
153	всяком случае	5	2
154	из них	3	2
155	в своей	7	2
156	с ней	2	2
157	дело не	2	2
158	сих пор	2	2
159	есть для	2	2
160	т п	23	2
161	и эта	2	2
162	с этим	3	2
163	а с	2	2
164	с одной	4	2
165	все эти	9	2
166	если мы	2	2
167	уже не	2	2
168	и у	2	2
169	и для	4	2
170	с ними	3	2
171	же и	2	2
172	именно как	2	2
173	в другом	2	2
174	которая не	3	2
175	время как	2	2
