N	2gram	Propp_Isto_1	Hudozhes
1	в качестве	5	19
2	и не	9	16
3	в том	9	15
4	и в	28	15
5	не только	12	15
6	в частности	2	13
7	может быть	25	13
8	при этом	3	12
9	а в	7	12
10	и его	3	12
11	но не	5	11
12	в этом	8	11
13	в себе	2	11
14	представляет собой	4	10
15	как бы	2	10
16	отношению к	3	10
17	но и	10	10
18	так и	9	10
19	по отношению	3	10
20	то же	12	10
21	а не	15	10
22	в его	5	9
23	в рамках	2	8
24	себя в	2	8
25	с другой	6	7
26	в отличие	2	7
27	в то	3	7
28	отличие от	2	7
29	но в	8	7
30	в основе	4	6
31	что в	12	6
32	в ее	2	6
33	том что	7	6
34	не в	9	6
35	приводит к	2	6
36	не может	15	6
37	по своей	2	6
38	могут быть	4	5
39	только в	11	5
40	того что	4	5
41	в нем	2	5
42	то что	9	5
43	между ними	2	5
44	или менее	5	5
45	другой стороны	5	5
46	в их	3	5
47	уже не	3	5
48	более или	5	5
49	в этих	7	4
50	прежде всего	10	4
51	к тому	6	4
52	а только	2	4
53	и как	2	4
54	в другом	3	4
55	для него	2	4
56	еще не	7	4
57	например в	5	4
58	он не	2	4
59	и тем	2	4
60	со стороны	2	4
61	в форме	3	4
62	отношения к	2	4
63	сказать что	5	4
64	между тем	2	4
65	мы имеем	13	4
66	не знает	5	4
67	как это	3	4
68	к которому	5	4
69	не менее	6	3
70	если бы	8	3
71	однако в	2	3
72	он должен	2	3
73	это не	7	3
74	была бы	2	3
75	как уже	2	3
76	что он	10	3
77	тем не	6	3
78	в пределах	4	3
79	как раз	2	3
80	в конечном	2	3
81	в целом	2	3
82	так в	4	3
83	не на	2	3
84	таким образом	8	3
85	как и	4	3
86	и что	10	3
87	во всей	2	3
88	и для	4	3
89	их в	5	3
90	потому что	4	3
91	как правило	4	3
92	в русской	2	3
93	его в	6	3
94	в области	2	3
95	на этом	3	2
96	я не	3	2
97	ни к	2	2
98	в своем	5	2
99	превращается в	4	2
100	может оказаться	3	2
101	или даже	3	2
102	не как	3	2
103	в одном	5	2
104	вовсе не	2	2
105	вследствие этого	2	2
106	по себе	3	2
107	к своему	2	2
108	об этом	4	2
109	это тоже	6	2
110	одна из	2	2
111	говорит в	2	2
112	одной стороны	4	2
113	никто не	2	2
114	во всех	2	2
115	одной из	2	2
116	и потому	2	2
117	не вполне	2	2
118	чем это	4	2
119	даже в	4	2
120	не все	4	2
121	и др	7	2
122	в сказании	2	2
123	дело не	5	2
124	как в	2	2
125	а именно	4	2
126	здесь не	4	2
127	а с	2	2
128	с одной	4	2
129	именно в	3	2
130	все эти	4	2
131	из которых	3	2
132	и по	3	2
133	или в	5	2
134	так же	7	2
135	право на	2	2
136	с ним	2	2
137	в иной	4	2
138	ведет к	2	2
139	и на	4	2
140	в силу	5	2
141	в этой	6	2
142	о том	9	2
143	еще один	2	2
144	из этого	2	2
