N	2gram	Propp_Isto_7	Problemy
1	и в	24	46
2	и не	4	27
3	может быть	14	23
4	как бы	4	19
5	не может	14	19
6	в нем	6	17
7	в этом	12	16
8	не только	21	14
9	перед нами	2	12
10	но и	11	12
11	как и	6	12
12	как мы	3	12
13	и на	2	11
14	точки зрения	4	11
15	а не	8	11
16	не в	9	10
17	прежде всего	2	9
18	в том	7	9
19	в самом	2	9
20	и все	6	9
21	вовсе не	4	9
22	до сих	2	8
23	конечно не	2	8
24	сих пор	3	8
25	или в	8	8
26	еще не	8	7
27	никогда не	4	6
28	ни в	2	6
29	но это	3	6
30	хотя и	3	6
31	друг друга	2	6
32	к себе	3	6
33	но в	5	6
34	что он	21	6
35	мы увидим	6	6
36	то же	8	6
37	все это	8	6
38	и он	3	6
39	и его	3	6
40	только в	6	6
41	это не	10	5
42	при этом	4	5
43	в котором	2	5
44	к нему	7	5
45	в то	2	5
46	так как	8	5
47	с его	3	5
48	у него	10	5
49	о том	9	5
50	во всех	7	5
51	уже в	3	4
52	что в	13	4
53	в этих	13	4
54	и нет	2	4
55	кроме того	3	4
56	например в	3	4
57	к ним	2	4
58	в их	4	4
59	таким образом	7	4
60	все эти	2	4
61	и наконец	3	4
62	потому что	9	4
63	и здесь	12	4
64	во всем	2	4
65	мы не	4	4
66	мы можем	4	4
67	превращается в	3	4
68	как в	12	4
69	знаю что	2	4
70	том что	10	4
71	но не	6	4
72	он не	6	4
73	все же	9	4
74	то что	7	4
75	своего рода	4	4
76	так и	5	4
77	уже не	2	4
78	на себя	2	4
79	героя и	5	4
80	здесь не	2	4
81	и другие	9	3
82	с другой	9	3
83	из этих	3	3
84	не могут	2	3
85	на то	3	3
86	но для	2	3
87	себе и	3	3
88	здесь нет	3	3
89	то это	5	3
90	отношение к	5	3
91	другой стороны	8	3
92	так же	6	3
93	и даже	3	3
94	но он	2	3
95	имеем в	5	3
96	в конце	3	3
97	как он	6	3
98	мы имеем	12	3
99	но при	2	3
100	здесь и	2	3
101	но здесь	2	3
102	с собой	7	3
103	в различных	3	3
104	по существу	4	3
105	того же	2	3
106	и что	10	3
107	она не	2	3
108	было бы	2	3
109	кажется что	3	3
110	мы уже	4	3
111	и о	2	3
112	что и	8	3
113	на него	2	3
114	только на	2	3
115	они должны	2	3
116	отличается от	2	3
117	почти всегда	2	3
118	тем что	6	3
119	и это	2	3
120	и этим	3	3
121	не менее	5	2
122	в одной	2	2
123	причем в	2	2
124	вопрос о	3	2
125	все в	2	2
126	для нас	6	2
127	без всякого	2	2
128	так что	3	2
129	но все	4	2
130	же как	4	2
131	мы здесь	2	2
132	во сне	2	2
133	если в	2	2
134	и тем	2	2
135	на том	2	2
136	то и	4	2
137	в других	4	2
138	они не	2	2
139	этих случаях	16	2
140	и по	3	2
141	а в	10	2
142	увидим что	2	2
143	героя но	2	2
144	сказать что	2	2
145	и так	2	2
146	в руках	2	2
147	что мы	3	2
148	с ним	5	2
149	с этим	2	2
150	из одного	3	2
151	но конечно	2	2
152	стороны и	2	2
153	этом мы	2	2
154	одна из	7	2
155	есть и	4	2
156	об этом	6	2
157	к ней	2	2
158	когда он	3	2
159	вместе с	7	2
160	так в	4	2
161	что такое	2	2
162	на этот	2	2
163	ничего не	5	2
164	в данном	4	2
165	этот вопрос	2	2
166	там где	5	2
167	того как	3	2
