N	2gram	Bakhtin_Fr_3	Myshleni
1	в том	8	28
2	и в	40	28
3	то что	5	28
4	в этом	15	27
5	потому что	2	22
6	не может	3	19
7	том что	4	19
8	таким образом	10	18
9	что он	2	18
10	только в	3	18
11	что в	12	17
12	не только	13	16
13	по сравнению	2	15
14	сравнению с	2	14
15	может быть	9	13
16	с помощью	2	13
17	сказать что	3	13
18	точки зрения	2	13
19	и не	13	11
20	как бы	3	11
21	как мы	10	10
22	но и	11	10
23	по отношению	3	10
24	так как	4	10
25	но не	2	10
26	отношению к	2	10
27	того чтобы	4	10
28	перехода от	2	9
29	было бы	4	9
30	в самом	6	8
31	мы видели	3	8
32	еще не	3	8
33	для того	3	8
34	тем что	3	8
35	того же	2	7
36	если бы	3	7
37	в нем	5	7
38	в сущности	9	7
39	в своем	7	7
40	и других	6	7
41	мы видим	5	7
42	как известно	2	7
43	отношение к	8	7
44	он не	9	7
45	вместе с	3	7
46	то же	7	7
47	между ними	3	7
48	можно было	3	7
49	там где	3	7
50	в которой	2	7
51	и к	3	6
52	и как	3	6
53	для него	5	6
54	в то	6	6
55	как и	11	6
56	можно сказать	2	6
57	так и	3	6
58	как раз	5	6
59	мы не	2	6
60	в области	4	6
61	это не	2	5
62	в свете	3	5
63	в разных	2	5
64	и на	8	5
65	и все	9	5
66	но в	8	5
67	том же	2	5
68	в этой	3	5
69	именно в	2	4
70	в частности	3	4
71	в нашем	4	4
72	мы знаем	2	4
73	на этом	2	4
74	переход от	2	4
75	например в	2	4
76	к жизни	2	4
77	с этим	2	4
78	в состоянии	2	4
79	они не	3	4
80	на основе	2	4
81	и следовательно	3	4
82	что и	3	4
83	во всех	6	4
84	в той	6	4
85	ко всем	3	4
86	той же	8	4
87	связь между	3	4
88	в себе	3	4
89	до того	2	3
90	из этих	2	3
91	это есть	2	3
92	до конца	6	3
93	в нашей	2	3
94	при этом	3	3
95	на его	2	3
96	и той	2	3
97	его отношение	2	3
98	в целом	2	3
99	в их	4	3
100	этом отношении	2	3
101	те же	5	3
102	в системе	2	3
103	в своих	5	3
104	больше чем	2	3
105	образом в	2	3
106	в основе	5	3
107	нуждается в	3	3
108	и здесь	4	3
109	но как	2	3
110	в плане	2	3
111	с его	3	3
112	в них	9	3
113	для всей	2	3
114	связанные с	3	3
115	раз в	2	3
116	это и	2	3
117	связи с	6	3
118	до сих	4	3
119	один из	4	3
120	в его	13	3
121	сих пор	4	3
122	как в	3	3
123	одной и	2	3
124	а не	5	3
125	и его	17	3
126	с того	2	3
127	не менее	2	2
128	и другие	2	2
129	в этих	6	2
130	для этого	3	2
131	с другой	2	2
132	в конце	3	2
133	это в	2	2
134	прежде всего	16	2
135	но это	3	2
136	самом деле	3	2
137	одним из	2	2
138	и от	3	2
139	в котором	2	2
140	и др	7	2
141	из них	4	2
142	все это	4	2
143	в связи	5	2
144	все эти	8	2
145	основе этого	2	2
146	и наконец	3	2
147	в других	3	2
148	но он	2	2
149	которые он	2	2
150	нашем примере	3	2
151	поэтому он	3	2
152	у него	8	2
153	он с	2	2
154	в одном	7	2
155	работа над	2	2
156	освобождение от	2	2
157	у нас	4	2
158	чем он	2	2
159	мы уже	13	2
160	устной и	2	2
161	в своей	6	2
162	из этого	2	2
163	этого слова	2	2
164	еще в	3	2
165	все же	2	2
166	всем этим	2	2
167	только на	4	2
168	а в	3	2
169	хотя в	2	2
170	в значительной	3	2
171	не видит	4	2
172	нас в	2	2
173	в данном	4	2
174	в другом	3	2
