N	2gram	Tiupa_Vved_1	FransuaR
1	и в	13	40
2	то есть	8	18
3	и его	5	17
4	прежде всего	7	16
5	в романе	6	15
6	в этом	21	15
7	не только	20	13
8	и не	12	13
9	в его	4	13
10	что в	3	12
11	как и	11	11
12	но и	19	11
13	и т.п	9	10
14	таким образом	4	10
15	как мы	3	10
16	в них	2	9
17	и все	4	9
18	может быть	18	9
19	он не	3	9
20	отношение к	2	8
21	в том	10	8
22	и с	2	8
23	и на	3	8
24	но в	6	8
25	в своем	5	7
26	то же	5	7
27	он и	2	7
28	в этих	3	6
29	к этому	2	6
30	же время	3	6
31	в самом	2	6
32	во всех	2	6
33	в своей	5	6
34	в той	4	6
35	в то	4	6
36	до конца	3	6
37	в литературе	2	5
38	как раз	2	5
39	в нем	5	5
40	то что	6	5
41	начала и	2	5
42	не было	2	5
43	те же	2	5
44	а не	15	5
45	и для	3	5
46	в основе	3	5
47	в своих	2	5
48	так сказать	2	5
49	для него	3	5
50	в нашем	6	4
51	том что	7	4
52	было бы	4	4
53	в ней	4	4
54	а также	8	4
55	один из	3	4
56	в мире	8	4
57	жизни и	7	4
58	так в	4	4
59	о том	5	4
60	в данном	13	4
61	также и	4	4
62	в области	3	4
63	если бы	7	3
64	в частности	13	3
65	в приведенном	2	3
66	и от	2	3
67	и к	2	3
68	об этом	4	3
69	мы видели	2	3
70	но это	3	3
71	в начале	3	3
72	одна из	4	3
73	еще не	7	3
74	такого рода	16	3
75	никак не	2	3
76	как бы	4	3
77	еще в	2	3
78	и наконец	2	3
79	что и	2	3
80	так и	8	3
81	как в	4	3
82	по отношению	7	3
83	не может	7	3
84	а в	6	3
85	начиная с	3	3
86	на самом	4	3
87	самом деле	3	3
88	можно было	2	3
89	тем что	2	3
90	при этом	26	3
91	в отличие	2	3
92	в себе	5	3
93	только в	6	3
94	здесь не	2	3
95	их в	2	3
96	отличие от	2	3
97	слова в	2	2
98	не менее	4	2
99	времени и	7	2
100	ее не	2	2
101	о чем	2	2
102	с другой	5	2
103	это не	6	2
104	из этих	3	2
105	одного из	3	2
106	или иной	3	2
107	можно сказать	4	2
108	как его	2	2
109	все же	6	2
110	но не	5	2
111	все что	3	2
112	например в	2	2
113	свидетельствует о	4	2
114	одним из	5	2
115	и понимания	2	2
116	той или	3	2
117	в котором	8	2
118	отношению к	7	2
119	в целом	3	2
120	не к	4	2
121	своего рода	10	2
122	данном случае	6	2
123	в этот	2	2
124	который в	2	2
125	этом отношении	4	2
126	лишь в	2	2
127	потому что	5	2
128	нового времени	3	2
129	далеко не	4	2
130	как он	2	2
131	ни от	2	2
132	мы не	4	2
133	как о	2	2
