N	2gram	Nazirov_Tv_1	FransuaR
1	и в	21	45
2	то есть	12	25
3	и не	7	15
4	не только	7	14
5	в этом	6	14
6	но в	7	14
7	в его	13	13
8	и его	6	13
9	как бы	17	12
10	что в	12	12
11	в своем	4	11
12	в романе	10	11
13	то же	13	11
14	в то	15	11
15	прежде всего	4	10
16	в том	7	10
17	в нем	3	10
18	но и	3	10
19	как и	12	10
20	и с	3	10
21	же время	12	9
22	вовсе не	5	8
23	в ней	2	8
24	жизни и	3	8
25	таким образом	5	8
26	так же	3	8
27	с его	11	7
28	том что	11	7
29	не в	2	7
30	что и	2	7
31	все это	10	7
32	потому что	5	7
33	и все	6	7
34	что он	6	6
35	в этой	5	6
36	он не	8	6
37	так и	2	6
38	мысли и	4	6
39	так как	3	6
40	с ним	3	5
41	одной из	4	5
42	человека с	2	5
43	это и	3	5
44	но это	5	5
45	со всеми	3	5
46	одним из	4	5
47	хотя и	3	5
48	с ее	3	5
49	не может	4	5
50	на самом	3	5
51	в себя	2	5
52	самом деле	2	5
53	и у	2	5
54	и как	4	5
55	и на	7	5
56	перед нами	2	4
57	об этом	2	4
58	и от	4	4
59	у него	7	4
60	его как	2	4
61	такой же	2	4
62	но не	3	4
63	своего рода	4	4
64	в самом	3	4
65	первой части	3	4
66	в первой	2	4
67	в их	3	4
68	мы находим	2	4
69	не мог	2	4
70	а не	5	4
71	и даже	3	4
72	а в	6	4
73	той же	3	4
74	сказать что	2	4
75	в основе	2	4
76	только в	5	4
77	о том	6	4
78	не менее	6	3
79	и другие	3	3
80	как в	8	3
81	это не	4	3
82	в одной	2	3
83	того же	2	3
84	для него	6	3
85	на площади	2	3
86	в своей	4	3
87	здесь нет	2	3
88	вместе с	2	3
89	но она	2	3
90	что она	2	3
91	но его	2	3
92	этой связи	2	3
93	именно в	2	3
94	в году	7	3
95	жизни он	2	3
96	того что	3	3
97	и он	2	3
98	но он	2	3
99	дело в	3	3
100	и та	2	2
101	жизни в	6	2
102	хотя бы	5	2
103	переходит в	2	2
104	что все	3	2
105	в духе	2	2
106	это в	3	2
107	к этому	2	2
108	века с	2	2
109	можно сказать	2	2
110	к тому	2	2
111	отличие от	2	2
112	то что	8	2
113	в качестве	2	2
114	к ней	2	2
115	может быть	5	2
116	это время	2	2
117	еще в	2	2
118	если в	2	2
119	даже в	3	2
120	один из	4	2
121	в каждом	3	2
122	все же	5	2
123	в целом	4	2
124	во второй	2	2
125	когда он	2	2
126	на том	2	2
127	данном случае	2	2
128	в ту	3	2
129	во времени	3	2
130	в отличие	2	2
131	одновременно и	2	2
132	при этом	7	2
133	свободы и	2	2
134	в одно	2	2
135	и наконец	2	2
136	и притом	2	2
137	в данном	2	2
138	не столько	2	2
139	больше чем	2	2
140	ту же	3	2
141	на эту	4	2
142	площади и	2	2
143	в средневековой	2	2
144	в чем	2	2
145	нет ни	2	2
