N	2gram	Losev_Dial_2	Formalny
1	и в	19	38
2	в этом	8	27
3	т е	30	26
4	может быть	20	23
5	и пр	5	21
6	и его	5	21
7	таким образом	4	20
8	и не	30	20
9	в самом	5	16
10	прежде всего	8	15
11	не в	8	15
12	и т	17	14
13	не может	9	14
14	в нем	10	13
15	но и	12	13
16	связи с	4	13
17	в поэзии	7	12
18	с тем	2	11
19	в том	14	11
20	вовсе не	13	11
21	в связи	4	10
22	и с	5	9
23	как и	10	9
24	при этом	4	9
25	не только	19	9
26	т п	2	9
27	отнюдь не	6	8
28	что и	5	8
29	все же	4	8
30	так и	10	8
31	самом деле	4	8
32	тем что	2	8
33	точки зрения	12	8
34	что в	7	7
35	не могут	4	7
36	по себе	18	7
37	в своей	8	7
38	как мы	3	7
39	уже не	3	7
40	с точки	8	7
41	не было	3	6
42	все время	3	6
43	в результате	2	6
44	то что	14	6
45	в истории	2	6
46	в ней	2	6
47	в этой	3	6
48	было бы	3	6
49	вместе с	2	6
50	в их	2	6
51	то же	12	6
52	все эти	2	6
53	а не	16	6
54	как раз	5	6
55	могут быть	4	6
56	он не	4	6
57	только в	5	6
58	а в	4	6
59	хотя бы	4	6
60	в общем	2	5
61	ни о	2	5
62	должна быть	5	5
63	что он	6	5
64	именно в	2	5
65	это и	3	5
66	же время	5	5
67	во всех	2	5
68	если мы	2	5
69	что же	2	5
70	с этим	3	5
71	и только	4	5
72	т д	15	5
73	говорить о	5	5
74	в то	6	5
75	и должно	2	5
76	во всяком	2	5
77	всяком случае	2	5
78	независимо от	4	4
79	не как	2	4
80	к тому	2	4
81	что они	6	4
82	совершенно не	7	4
83	в сущности	2	4
84	того или	2	4
85	как они	3	4
86	как бы	14	4
87	и к	7	4
88	из них	3	4
89	в некоторых	2	4
90	как в	2	4
91	другой стороны	4	4
92	мы говорим	3	4
93	что оно	4	4
94	что не	6	4
95	и даже	14	4
96	они не	3	4
97	ничего не	3	4
98	так как	14	4
99	но в	2	4
100	всех этих	3	3
101	если в	2	3
102	же как	3	3
103	была бы	3	3
104	и может	6	3
105	в какой	2	3
106	с другой	5	3
107	как таковой	4	3
108	и как	10	3
109	но все	2	3
110	зависимости от	2	3
111	из всего	2	3
112	время и	2	3
113	например в	2	3
114	в зависимости	2	3
115	его с	3	3
116	поэтическое произведение	2	3
117	следует что	2	3
118	то это	2	3
119	не есть	47	3
120	жизни и	6	3
121	и их	3	3
122	быть и	4	3
123	все это	4	3
124	и прежде	2	3
125	только и	2	3
126	на самом	2	3
127	к нему	4	3
128	того что	6	3
129	тем же	2	3
130	или в	2	3
131	сам по	3	3
132	но ведь	2	3
133	и все	12	3
134	его в	3	3
135	том смысле	4	3
136	что это	10	3
137	от смысла	5	3
138	в области	2	3
139	не то	5	3
140	это было	3	3
141	от этого	3	3
142	времени и	9	2
143	смысла и	2	2
144	уже в	4	2
145	самого начала	2	2
146	и более	3	2
147	никогда не	9	2
148	в этих	3	2
149	тому что	2	2
150	перед нами	2	2
151	это не	10	2
152	в одной	4	2
153	в конце	2	2
154	с нею	3	2
155	не просто	12	2
156	это время	3	2
157	в тех	2	2
158	же это	4	2
159	а только	3	2
160	в ее	4	2
161	в широком	2	2
162	с самого	2	2
163	том что	10	2
164	смысле что	3	2
165	но это	7	2
166	но не	6	2
167	очевидно что	2	2
168	но как	5	2
169	кроме того	3	2
170	она не	8	2
171	ни на	2	2
172	в каких	2	2
173	мы в	2	2
174	в целях	3	2
175	что на	2	2
176	же и	9	2
177	даже в	3	2
178	сами по	3	2
179	есть только	4	2
180	не будет	2	2
181	ни в	10	2
182	не по	2	2
183	ее в	2	2
184	разница между	2	2
185	а именно	5	2
186	его не	2	2
187	смысл и	2	2
188	на этом	2	2
189	в той	3	2
190	и по	4	2
191	должно быть	7	2
192	тут дело	2	2
193	в таком	4	2
194	с ними	2	2
195	и то	7	2
196	и совершенно	2	2
197	их в	2	2
198	сказать что	10	2
199	между тем	2	2
200	широком смысле	2	2
201	и от	3	2
202	в искусстве	2	2
203	и это	5	2
204	к сожалению	2	2
205	в чем	3	2
206	потому что	14	2
207	как это	7	2
208	в которой	2	2
209	с ним	4	2
210	та же	4	2
211	в виду	5	2
