N	2gram	Potebnia_M_4	FransuaR
1	и в	23	49
2	то есть	34	32
3	в его	5	18
4	не только	10	17
5	и его	2	17
6	и на	3	17
7	и не	18	15
8	в этом	23	15
9	в них	3	13
10	только в	15	13
11	но и	11	13
12	во время	2	12
13	как и	14	11
14	как бы	5	11
15	вовсе не	7	10
16	все это	5	9
17	для него	5	9
18	и др	2	9
19	в нем	7	9
20	в сущности	2	8
21	отношение к	2	8
22	один из	2	7
23	не может	11	7
24	таким образом	24	7
25	то же	14	7
26	все эти	3	7
27	как мы	2	7
28	именно в	3	6
29	то что	29	6
30	в истории	4	6
31	же время	3	6
32	мы уже	3	6
33	так и	6	6
34	сказать что	8	6
35	и с	4	6
36	точки зрения	4	6
37	в то	4	6
38	так как	14	6
39	никогда не	3	5
40	в своем	8	5
41	уже в	5	5
42	из этих	2	5
43	при этом	15	5
44	тот же	2	5
45	может быть	26	5
46	и потому	10	5
47	с точки	3	5
48	и более	4	4
49	с другой	2	4
50	и к	6	4
51	в себе	14	4
52	том что	12	4
53	и о	4	4
54	в своих	2	4
55	в этих	3	4
56	и до	3	4
57	сих пор	4	4
58	до сих	4	4
59	не было	12	4
60	а в	5	4
61	лишь в	3	4
62	в области	2	4
63	тем что	10	4
64	там где	3	4
65	с ним	5	4
66	но в	8	4
67	в течение	2	3
68	превращается в	2	3
69	другими словами	8	3
70	в одном	4	3
71	человека и	3	3
72	что он	4	3
73	в ее	2	3
74	в том	23	3
75	да и	4	3
76	было бы	8	3
77	в самом	3	3
78	эти образы	2	3
79	даже в	2	3
80	и все	4	3
81	и других	3	3
82	к нему	5	3
83	можно было	2	3
84	так в	3	3
85	их в	3	3
86	духа и	2	3
87	и вообще	2	3
88	о том	8	3
89	и это	2	3
90	в виду	3	3
91	образ не	2	2
92	связи с	3	2
93	что в	17	2
94	не были	2	2
95	могут быть	7	2
96	нельзя сказать	3	2
97	но даже	2	2
98	в нашем	2	2
99	думать что	4	2
100	никто не	2	2
101	о человеке	3	2
102	даже и	3	2
103	в смысле	3	2
104	для понимания	2	2
105	на то	7	2
106	можно сказать	4	2
107	там же	3	2
108	есть для	5	2
109	в самой	2	2
110	но это	3	2
111	есть в	5	2
112	все что	2	2
113	и без	2	2
114	еще не	3	2
115	по поводу	4	2
116	значительной степени	2	2
117	хотя и	5	2
118	в ней	2	2
119	к ней	2	2
120	в мире	2	2
121	вместе с	6	2
122	связанная с	3	2
123	в ту	2	2
124	было связано	2	2
125	того как	6	2
126	на самом	3	2
127	именно на	2	2
128	того чтобы	4	2
129	и даже	2	2
130	и прежде	2	2
131	так же	4	2
132	что слово	10	2
133	тому как	2	2
134	и значение	3	2
135	во всяком	5	2
136	что только	2	2
137	и следовательно	3	2
138	себе в	3	2
139	подобно тому	2	2
140	на его	3	2
141	мы должны	2	2
142	же с	2	2
143	всяком случае	3	2
144	мы можем	10	2
