N	2gram	Losev_Prob_2	VeschiIm
1	не есть	33	49
2	не может	13	33
3	не только	24	31
4	может быть	18	29
5	и не	37	28
6	и в	35	26
7	то что	38	24
8	вещи и	2	24
9	и есть	4	23
10	это значит	4	22
11	значит что	4	22
12	и т	6	21
13	т д	6	20
14	а не	10	20
15	не просто	11	18
16	есть только	8	17
17	и следовательно	4	15
18	что она	4	14
19	только в	14	14
20	и что	13	13
21	того что	12	13
22	по себе	8	13
23	было бы	8	12
24	но и	16	12
25	сказать что	24	12
26	есть не	6	12
27	все же	8	12
28	и то	10	12
29	и ее	2	12
30	вещь и	2	11
31	что же	9	11
32	таким образом	4	11
33	с нею	2	11
34	то же	5	10
35	уже не	8	10
36	в ней	2	10
37	как бы	4	10
38	потому что	13	10
39	что мы	14	10
40	не значит	2	10
41	есть нечто	7	10
42	что такое	18	10
43	в том	12	9
44	в самом	5	9
45	бы то	2	9
46	и с	10	9
47	прежде всего	11	9
48	то ни	3	9
49	что не	5	9
50	предполагает что	4	9
51	еще и	5	9
52	иное как	3	8
53	на то	6	8
54	но это	6	8
55	что иное	3	8
56	не что	3	8
57	в себе	5	8
58	и это	5	8
59	ничего не	10	8
60	смысла и	2	7
61	совершенно не	2	7
62	в свете	3	7
63	что оно	2	7
64	также и	12	7
65	говорить о	10	7
66	в то	6	7
67	его в	3	7
68	так как	7	7
69	том что	19	7
70	указывает на	5	7
71	от всего	3	7
72	не будет	11	7
73	если оно	3	7
74	и их	3	7
75	как раз	8	7
76	с другими	5	7
77	в этом	17	7
78	ли это	2	7
79	и нечто	2	6
80	так что	11	6
81	и как	4	6
82	что они	3	6
83	есть ни	3	6
84	что в	11	6
85	но если	4	6
86	ни с	2	6
87	отличается от	2	6
88	и только	4	6
89	должно быть	2	6
90	в результате	4	6
91	точки зрения	2	6
92	когда мы	6	6
93	то не	3	6
94	но в	6	6
95	по крайней	6	6
96	ясно что	8	6
97	она не	3	6
98	крайней мере	6	6
99	значит ли	2	6
100	относится к	6	6
101	бы и	7	6
102	если мы	9	6
103	можно было	5	6
104	быть только	3	6
105	не менее	13	5
106	содержит в	2	5
107	ведь и	2	5
108	в отношении	4	5
109	вообще не	4	5
110	тем не	12	5
111	не в	2	5
112	еще не	10	5
113	для этого	3	5
114	только и	3	5
115	и тут	4	5
116	а в	4	5
117	что для	3	5
118	есть просто	2	5
119	или не	2	5
120	с тем	3	5
121	если бы	4	5
122	отнюдь не	5	5
123	у нас	18	5
124	это и	3	5
125	одна из	3	5
126	но не	4	5
127	же это	5	5
128	другими словами	6	5
129	для себя	9	5
130	вещи или	3	5
131	и для	6	5
132	ни от	2	5
133	как только	3	4
134	можно ли	6	4
135	от ее	2	4
136	в своем	4	4
137	с другой	6	4
138	есть то	5	4
139	как же	4	4
140	независимо от	2	4
141	и мы	2	4
142	между собою	4	4
143	только то	3	4
144	в их	3	4
145	то и	4	4
146	мы говорим	4	4
147	в и	2	4
148	и даже	11	4
149	комплекс звуков	2	4
150	с этим	5	4
151	чисто смысловой	2	4
152	о том	18	4
153	не существует	6	4
154	и более	5	4
155	для всякого	2	4
156	и все	5	4
157	данную вещь	4	4
158	то это	3	4
159	как и	5	4
160	во всех	2	4
161	и о	4	4
162	нет и	3	4
163	оно не	3	4
164	что и	2	4
165	быть и	2	4
166	слово и	2	4
167	даже не	3	4
168	собственно говоря	2	4
169	то или	3	4
170	мы не	7	4
171	в данном	10	4
172	тем что	4	4
173	определенным образом	2	4
174	сама по	4	3
175	она должна	2	3
176	но даже	3	3
177	вопрос о	3	3
178	существует но	2	3
179	можно сказать	6	3
180	к тому	3	3
181	несмотря на	3	3
182	бы что	2	3
183	без всякого	4	3
184	более или	4	3
185	как о	3	3
186	и сам	2	3
187	все это	4	3
188	внутри себя	2	3
189	можно только	2	3
190	их в	4	3
191	но как	6	3
192	есть тоже	3	3
193	и ни	3	3
194	а это	3	3
195	тогда когда	3	3
196	или как	2	3
197	нет никакой	2	3
198	на это	2	3
199	само по	2	3
200	перестает быть	3	3
201	даже и	18	3
202	ли сказать	2	3
203	один из	3	3
204	что он	4	3
205	и притом	3	3
206	есть именно	5	3
207	мы возьмем	2	3
208	если я	2	3
209	тот же	4	3
210	ни о	4	3
211	по самому	3	3
212	вместе с	2	3
213	так и	7	3
214	или менее	4	3
215	да и	10	3
216	только на	9	3
217	в той	2	3
218	самом деле	4	3
219	бы в	3	3
220	того чтобы	2	3
221	хотя бы	12	3
222	тому как	3	3
223	тем более	10	3
224	не то	2	3
225	подобно тому	2	3
226	с самим	3	3
227	и вообще	16	3
228	смысл или	2	3
229	если это	2	3
230	в основе	3	3
231	казалось бы	7	2
232	же мы	2	2
233	часто бывает	2	2
234	в частности	5	2
