N	2gram	Berdyaev_N_1	Dialekti
1	не есть	3	47
2	и не	11	30
3	может быть	7	20
4	и в	16	19
5	не только	5	19
6	а не	17	16
7	в себе	2	15
8	то что	4	14
9	что она	2	14
10	и даже	2	14
11	в том	8	14
12	потому что	4	14
13	но и	3	12
14	значит что	4	12
15	и все	4	12
16	ни в	6	10
17	как и	7	10
18	в нем	5	10
19	так и	2	10
20	том что	2	10
21	это не	4	10
22	сказать что	3	10
23	времени и	2	9
24	никогда не	6	9
25	не может	16	9
26	прежде всего	4	8
27	она не	3	8
28	не в	6	8
29	это есть	7	8
30	в этом	7	8
31	в своей	3	8
32	как это	2	7
33	но это	6	7
34	и к	5	7
35	что в	9	7
36	должно быть	4	7
37	время как	2	7
38	как будто	2	7
39	я не	2	6
40	в то	2	6
41	но не	2	6
42	конечно не	3	6
43	жизни и	8	6
44	в религии	2	6
45	должна быть	3	5
46	с другой	3	5
47	в одну	2	5
48	по своему	4	5
49	и пр	3	5
50	и потому	4	5
51	и это	2	5
52	и что	2	5
53	в смысле	2	5
54	о том	4	5
55	и с	2	5
56	и есть	10	4
57	быть в	2	4
58	в ее	3	4
59	еще не	3	4
60	за пределы	3	4
61	он не	8	4
62	хотя бы	2	4
63	все это	5	4
64	другой стороны	2	4
65	а в	2	4
66	могут быть	2	4
67	не менее	4	3
68	же как	2	3
69	все время	2	3
70	и от	2	3
71	вопрос о	3	3
72	уже не	2	3
73	это и	2	3
74	но я	2	3
75	и мы	4	3
76	не значит	3	3
77	мы говорим	2	3
78	с этим	2	3
79	не было	4	3
80	что такое	3	3
81	когда мы	2	3
82	это было	3	3
83	связана с	2	2
84	зависит от	2	2
85	от религии	2	2
86	человека и	3	2
87	я уже	2	2
88	к тому	3	2
89	в истории	3	2
90	не будет	7	2
91	с тем	3	2
92	воля к	6	2
93	в ней	5	2
94	себя в	2	2
95	в мире	3	2
96	как не	8	2
97	во всех	3	2
98	так же	2	2
99	не во	4	2
100	личность в	2	2
101	с ее	5	2
102	с одной	2	2
103	как в	3	2
104	культуры и	7	2
105	времени в	2	2
106	сама жизнь	2	2
107	все эти	2	2
108	есть в	2	2
109	и должно	2	2
110	но в	2	2
111	в жизни	5	2
112	вместе с	2	2
