N	2gram	Trubetskoy_1	KulturaY
1	потому что	9	25
2	и в	23	23
3	не только	7	20
4	в том	30	19
5	в этом	12	18
6	и не	8	16
7	было бы	3	15
8	так как	7	15
9	может быть	16	15
10	точки зрения	13	14
11	если бы	8	12
12	у нас	3	12
13	в самом	8	12
14	все эти	19	12
15	том что	19	11
16	того чтобы	8	11
17	в области	4	11
18	но в	4	11
19	что в	8	10
20	вовсе не	2	9
21	вопрос о	3	9
22	в сущности	2	9
23	то что	18	9
24	самом деле	12	9
25	для того	8	9
26	хотя бы	4	9
27	не может	17	9
28	с другой	6	8
29	прежде всего	3	8
30	не в	8	8
31	и что	8	8
32	с точки	8	8
33	что это	5	7
34	не менее	7	7
35	в нашем	3	7
36	в силу	7	7
37	все же	13	7
38	но и	9	7
39	другой стороны	5	7
40	и с	5	7
41	это не	3	6
42	в этой	6	6
43	но не	2	6
44	тем не	4	6
45	то же	4	6
46	этот вопрос	2	6
47	между тем	12	6
48	и на	6	6
49	ту же	2	6
50	что мы	4	6
51	я не	2	5
52	не могут	4	5
53	должна быть	5	5
54	что все	5	5
55	ясно что	8	5
56	что он	7	5
57	по существу	6	5
58	тот же	3	5
59	еще не	5	5
60	несмотря на	6	5
61	в его	5	5
62	всяком случае	2	5
63	этого слова	2	5
64	вместе с	6	5
65	что же	2	5
66	все это	11	5
67	таким образом	31	5
68	лишь в	5	5
69	целый ряд	4	5
70	и то	4	5
71	во всяком	2	5
72	только в	6	5
73	также и	2	5
74	можно ли	2	4
75	отнюдь не	2	4
76	в них	2	4
77	к этому	5	4
78	на то	9	4
79	если мы	4	4
80	к тому	8	4
81	мы знаем	10	4
82	для нас	3	4
83	но все	5	4
84	должно быть	4	4
85	на себе	2	4
86	от того	3	4
87	хотя и	4	4
88	как бы	10	4
89	в нем	3	4
90	на этой	2	4
91	так же	8	4
92	в связи	3	4
93	не было	2	4
94	этой области	4	4
95	в данном	3	4
96	в результате	9	4
97	широком смысле	2	4
98	говорить о	2	4
99	в то	6	4
100	в конце	4	4
101	так и	10	4
102	чем в	3	3
103	на этом	2	3
104	у него	5	3
105	всех этих	4	3
106	для этого	7	3
107	гораздо более	2	3
108	же время	2	3
109	что оно	3	3
110	о которых	6	3
111	данный момент	4	3
112	того же	9	3
113	совершенно не	3	3
114	связи с	4	3
115	но для	2	3
116	в ней	3	3
117	он не	3	3
118	можно встретить	2	3
119	что и	7	3
120	как не	2	3
121	в процессе	2	3
122	отличается от	6	3
123	с этим	11	3
124	то и	2	3
125	не знает	2	3
126	именно в	5	3
127	те же	2	3
128	как мы	2	3
129	сводится к	2	3
130	того что	6	3
131	из которых	4	3
132	и по	3	3
133	следует что	2	3
134	или иначе	5	3
135	а в	3	3
136	конце концов	4	3
137	знаем что	8	3
138	и это	3	3
139	есть в	2	3
140	в виду	2	3
141	том случае	4	2
142	каждый данный	4	2
143	мы будем	3	2
144	и более	2	2
145	в каждый	6	2
146	же как	3	2
147	с тем	2	2
148	в частности	2	2
149	никогда не	4	2
150	но даже	3	2
151	о котором	7	2
152	из предыдущего	2	2
153	случае если	5	2
154	что у	2	2
155	но так	2	2
156	с этой	3	2
157	и от	5	2
158	и все	7	2
159	и до	3	2
160	на все	5	2
161	представить себе	2	2
162	в одну	4	2
163	большею частью	5	2
164	что они	2	2
165	этом случае	4	2
166	в самой	2	2
167	в другом	2	2
168	и потому	3	2
169	при отсутствии	2	2
170	с одной	3	2
171	что если	3	2
172	свою очередь	2	2
173	очевидно что	3	2
174	не более	2	2
175	в свою	2	2
176	тех пор	2	2
177	как будто	5	2
178	она не	2	2
179	при этом	9	2
180	и если	6	2
181	меньше чем	2	2
182	конечно не	3	2
183	между прочим	2	2
184	может служить	3	2
185	что касается	6	2
186	таким же	3	2
187	за ними	3	2
188	так или	5	2
189	к нему	2	2
190	мы видели	2	2
191	по сравнению	5	2
192	на том	2	2
193	все они	5	2
194	вопросе о	2	2
195	данном случае	3	2
196	в их	4	2
197	в своем	10	2
198	и для	6	2
199	что за	2	2
200	которых мы	3	2
201	тем меньше	2	2
202	на самом	7	2
203	как и	9	2
204	образом в	3	2
205	и сейчас	4	2
206	является ли	3	2
207	тем самым	3	2
208	должны быть	3	2
209	и у	4	2
210	тем же	2	2
211	для самого	2	2
212	что для	4	2
213	доказать что	2	2
214	в глазах	2	2
215	с ними	2	2
216	в которых	2	2
217	мало того	4	2
218	в своих	2	2
219	с современными	3	2
220	и где	2	2
221	понять что	2	2
222	и вообще	3	2
223	как у	3	2
224	мы должны	4	2
225	заключается в	2	2
226	же образом	2	2
227	что эта	4	2
228	тех же	2	2
229	а это	2	2
230	отличие от	3	2
231	это конечно	2	2
232	не то	3	2
