N	2gram	Tiupa_Lite_3	Myshleni
1	точки зрения	7	26
2	в том	12	24
3	и в	16	23
4	том что	8	21
5	в целом	5	20
6	с точки	3	18
7	того чтобы	2	17
8	то что	12	17
9	в этом	14	17
10	так же	2	16
11	не только	14	16
12	того что	9	15
13	для того	2	15
14	что в	2	14
15	может быть	12	14
16	но и	14	14
17	как и	5	14
18	в его	6	14
19	не может	8	12
20	как бы	8	11
21	представляет собой	2	11
22	с другой	6	10
23	прежде всего	3	10
24	в качестве	5	9
25	одной стороны	4	9
26	другой стороны	2	9
27	и не	22	9
28	между тем	3	9
29	и с	2	9
30	вместе с	5	9
31	с одной	4	8
32	нас к	2	8
33	и на	2	8
34	в основе	5	8
35	то же	9	8
36	вопрос о	2	7
37	в этой	8	7
38	в самом	3	7
39	по отношению	4	7
40	в то	9	7
41	что он	5	7
42	отношению к	4	7
43	и ее	2	7
44	в другом	6	7
45	все время	3	6
46	с этой	2	6
47	и тем	3	6
48	именно в	5	6
49	лишь в	5	6
50	могли бы	2	6
51	потому что	3	6
52	о том	6	6
53	и его	6	6
54	тем что	2	6
55	в себе	6	6
56	только в	7	6
57	из того	2	5
58	можно сказать	2	5
59	и как	3	5
60	на то	2	5
61	по себе	2	5
62	в своих	2	5
63	если бы	2	5
64	но в	3	5
65	а затем	3	5
66	по своей	3	5
67	так и	9	5
68	как мы	2	5
69	целом и	2	5
70	тем самым	7	5
71	но не	4	4
72	со всей	2	4
73	в свою	2	4
74	не в	10	4
75	при этом	15	4
76	о природе	2	4
77	этом отношении	5	4
78	с его	6	4
79	в одном	4	4
80	к этому	2	4
81	и к	3	4
82	по существу	4	4
83	было бы	2	4
84	к тому	6	4
85	для себя	2	4
86	в своей	7	4
87	как в	5	4
88	во всей	2	4
89	как раз	2	4
90	как на	3	4
91	только для	3	3
92	я не	2	3
93	все более	2	3
94	говоря словами	3	3
95	одного из	2	3
96	мы и	2	3
97	том чтобы	2	3
98	и если	4	3
99	отношения к	3	3
100	же самое	2	3
101	сознания и	2	3
102	во всех	2	3
103	не могу	2	3
104	все же	2	3
105	в природе	4	3
106	если не	2	3
107	самом деле	3	3
108	а не	12	3
109	он в	2	3
110	связи с	2	3
111	еще на	2	3
112	в области	3	3
113	в противоположность	2	2
114	в частности	11	2
115	никогда не	4	2
116	что у	2	2
117	в конце	2	2
118	в жизнь	4	2
119	выше и	2	2
120	же время	7	2
121	для него	2	2
122	о чем	3	2
123	несмотря на	2	2
124	вслед за	3	2
125	хотя и	4	2
126	один из	2	2
127	не с	2	2
128	жизни и	3	2
129	данном случае	4	2
130	той же	3	2
131	и вот	2	2
132	в слове	3	2
133	и наконец	3	2
134	и даже	2	2
135	должно быть	4	2
136	бы и	3	2
137	а в	5	2
138	одно из	4	2
139	в словах	3	2
140	те кто	3	2
141	в первом	2	2
142	как это	3	2
143	в ее	5	2
144	со всеми	2	2
145	наконец в	3	2
146	и потому	2	2
147	даже в	4	2
148	когда он	2	2
149	с ней	2	2
150	ее в	2	2
151	в ту	2	2
152	уже не	3	2
153	в данном	4	2
154	и при	2	2
155	там где	3	2
156	едва ли	3	2
157	если это	2	2
158	одном из	2	2
