N	2gram	Tiupa_Anal_2	Narrotol
1	не только	16	26
2	а не	10	17
3	представляет собой	8	16
4	но и	12	15
5	тогда как	19	15
6	в том	12	14
7	при этом	10	14
8	в качестве	11	14
9	и не	12	14
10	том что	12	13
11	и в	16	13
12	в этом	18	13
13	состоит в	8	12
14	такого рода	2	12
15	в частности	16	11
16	только в	4	11
17	может быть	6	10
18	в данном	8	10
19	своего рода	12	9
20	к тому	7	9
21	так и	15	9
22	сводится к	3	9
23	а в	3	9
24	то есть	9	9
25	то что	7	8
26	в себе	7	8
27	в тексте	24	8
28	не может	4	8
29	не в	4	8
30	коммуникативного события	4	8
31	иначе говоря	11	7
32	в рамках	3	6
33	никогда не	3	6
34	в своем	4	6
35	прежде всего	3	6
36	можно сказать	4	6
37	и к	5	6
38	вслед за	2	6
39	того что	2	6
40	в его	2	6
41	и т.п	8	6
42	данном случае	5	6
43	со стороны	3	6
44	у него	4	6
45	как бы	10	6
46	а также	7	6
47	всего лишь	8	6
48	ничего не	9	6
49	но в	6	6
50	место в	3	5
51	точки зрения	4	5
52	не столько	3	5
53	тем не	3	5
54	одной стороны	4	5
55	хотя и	4	5
56	он не	2	5
57	в котором	2	5
58	и тем	4	5
59	отношению к	4	5
60	на него	2	5
61	как в	4	5
62	по отношению	4	5
63	в отличие	2	5
64	таким образом	2	5
65	с одной	5	5
66	тем самым	4	5
67	с другой	6	5
68	на протяжении	2	5
69	отличие от	2	5
70	в то	2	5
71	я в	3	5
72	о том	7	5
73	ответ на	3	5
74	не менее	4	4
75	если бы	3	4
76	отнюдь не	8	4
77	в конце	4	4
78	тому же	4	4
79	как и	14	4
80	все что	2	4
81	что в	2	4
82	для него	4	4
83	читателя в	4	4
84	о жизни	2	4
85	при всей	3	4
86	в своей	2	4
87	то же	4	4
88	уже говорилось	4	4
89	уже не	4	4
90	в мире	6	4
91	свидетельствует о	2	4
92	в этой	9	4
93	и т.д	3	4
94	и все	3	4
95	как это	6	4
96	с ним	2	4
97	в себя	4	4
98	а как	2	3
99	в ответ	2	3
100	конечном счете	2	3
101	мы имеем	3	3
102	или даже	2	3
103	или иного	3	3
104	или иной	3	3
105	в соответствии	2	3
106	соответствии с	2	3
107	но не	4	3
108	строго говоря	2	3
109	же время	2	3
110	и сам	3	3
111	в аспекте	4	3
112	того или	3	3
113	от которого	2	3
114	к его	2	3
115	как раз	4	3
116	той или	3	3
117	в конечном	3	3
118	за пределами	2	3
119	один из	2	3
120	в целом	8	3
121	внутренней речи	4	3
122	внимание на	2	3
123	и даже	9	3
124	и для	2	3
125	и его	4	3
126	в таком	2	3
127	с ними	3	3
128	этом отношении	3	3
129	не следует	2	3
130	никак не	2	3
131	сказать что	2	3
132	между тем	2	3
133	повествования в	2	3
134	как правило	4	3
135	едва ли	3	3
136	встречи с	2	2
137	классического реализма	2	2
138	к читателю	2	2
139	только не	4	2
140	очевидным образом	2	2
141	о чем	2	2
142	одно из	2	2
143	а то	2	2
144	в нашем	3	2
145	превращается в	2	2
146	столь же	4	2
147	как уже	3	2
148	на фоне	3	2
149	в случае	2	2
150	вовсе не	2	2
151	вследствие этого	2	2
152	на то	2	2
153	к своему	2	2
154	говорит о	5	2
155	и адресата	2	2
156	присутствия в	2	2
157	как о	3	2
158	имеем дело	3	2
159	что с	2	2
160	мы узнаем	2	2
161	еще не	2	2
162	было бы	3	2
163	по поводу	3	2
164	во второй	4	2
165	и он	2	2
166	картины мира	2	2
167	со своим	3	2
168	иного рода	2	2
169	ему в	3	2
170	в самом	6	2
171	несмотря на	3	2
172	в центре	3	2
173	имеет место	4	2
174	текста и	2	2
175	в обоих	2	2
176	что она	2	2
177	что и	3	2
178	себя в	2	2
179	не оказывается	2	2
180	жизнью и	2	2
181	только на	3	2
182	собственно говоря	2	2
183	о личности	2	2
184	и читателя	3	2
185	именно в	3	2
186	те же	2	2
187	перекликается с	2	2
188	с точки	2	2
189	не имеет	2	2
190	главного героя	3	2
191	так же	2	2
192	той же	2	2
193	роль в	2	2
194	можно было	3	2
195	тому как	3	2
196	самого рассказывания	2	2
197	выше уже	2	2
198	не случайно	8	2
199	в результате	3	2
200	вступает в	2	2
201	подобно тому	3	2
202	говорить о	6	2
203	представляют собой	2	2
204	бы в	3	2
205	в сознании	4	2
206	стало быть	2	2
