N	2gram	Propp_Isto_1	Vladivir
1	и в	28	40
2	то что	9	28
3	и не	9	25
4	не только	12	25
5	но и	10	18
6	в том	9	18
7	том что	7	18
8	еще и	2	18
9	что в	12	17
10	также и	3	17
11	в этом	8	16
12	так что	4	14
13	в его	5	14
14	не может	15	14
15	вовсе не	2	13
16	в виде	2	13
17	только в	11	13
18	а именно	4	12
19	сказать что	5	12
20	никогда не	14	11
21	таким образом	8	11
22	потому что	4	11
23	о том	9	11
24	прежде всего	10	10
25	тем не	6	10
26	то это	3	10
27	не просто	3	10
28	и потому	2	10
29	не есть	2	10
30	как раз	2	10
31	и его	3	10
32	не менее	6	9
33	что это	8	9
34	уже не	3	9
35	есть только	3	9
36	и с	4	9
37	что же	3	9
38	в себе	2	9
39	в своем	5	8
40	в этой	6	8
41	для него	2	8
42	может быть	25	8
43	так же	7	8
44	и что	10	8
45	раз и	3	8
46	он не	2	8
47	как мы	3	8
48	а не	15	8
49	к тому	6	7
50	а только	2	7
51	и как	2	7
52	и если	2	7
53	там же	2	7
54	а в	7	7
55	так как	6	7
56	с тем	4	7
57	того что	4	7
58	в то	3	7
59	что и	6	7
60	вместе с	6	7
61	как и	4	7
62	и здесь	7	6
63	и даже	4	6
64	и на	4	6
65	и от	2	6
66	по себе	3	6
67	xix века	2	6
68	об этом	4	6
69	во всем	3	6
70	так и	9	6
71	хотя бы	4	6
72	но это	4	6
73	с другой	6	5
74	для нас	13	5
75	но если	2	5
76	должно быть	2	5
77	отношения к	2	5
78	все эти	4	5
79	в ней	7	5
80	тоже не	2	5
81	в одном	5	5
82	что он	10	5
83	еще в	2	5
84	или менее	5	5
85	можно было	5	5
86	тем что	3	5
87	дело в	3	5
88	более или	5	5
89	ничего не	2	5
90	точно так	3	4
91	вопрос о	5	4
92	на то	4	4
93	в дальнейшем	5	4
94	что если	2	4
95	в котором	3	4
96	мы должны	13	4
97	при помощи	2	4
98	как это	3	4
99	не с	3	4
100	по существу	5	4
101	но не	5	4
102	то время	3	4
103	здесь в	2	4
104	еще не	7	4
105	было бы	7	4
106	в основном	2	4
107	даже в	4	4
108	говорит о	2	4
109	то же	12	4
110	а с	2	4
111	если мы	3	4
112	то он	2	4
113	все же	10	4
114	но в	8	4
115	перед нами	3	3
116	я не	3	3
117	же как	2	3
118	в качестве	5	3
119	то ни	2	3
120	это не	7	3
121	мы знаем	4	3
122	но все	4	3
123	одной стороны	4	3
124	при этом	3	3
125	как бы	2	3
126	был бы	2	3
127	и тем	2	3
128	в нем	2	3
129	мы видели	2	3
130	бы то	2	3
131	в связи	4	3
132	и только	2	3
133	с одной	4	3
134	именно в	3	3
135	не так	2	3
136	что здесь	5	3
137	же самое	3	3
138	мы имеем	13	3
139	нисколько не	2	3
140	если бы	8	3
141	само по	2	3
142	по этому	2	3
143	говорит в	2	3
144	не все	4	3
145	ее в	5	3
146	даже не	2	3
147	в отличие	2	3
148	всякого рода	2	3
149	находится в	4	3
150	не в	9	3
151	и для	4	3
152	что этот	2	3
153	здесь не	4	3
154	отличие от	2	3
155	это было	2	3
156	не могут	2	2
157	мы будем	5	2
158	ни к	2	2
159	должна быть	5	2
160	в этих	7	2
161	в какой	3	2
162	здесь же	2	2
163	не содержит	2	2
164	к своему	2	2
165	не можем	3	2
166	должен был	3	2
167	чем это	4	2
168	в целом	2	2
169	что она	5	2
170	в их	3	2
171	другой стороны	5	2
172	то и	2	2
173	на ступени	2	2
174	и по	3	2
175	по его	2	2
176	время как	3	2
177	на более	5	2
178	это время	2	2
179	в начале	3	2
180	по своей	2	2
181	что мы	7	2
182	его в	6	2
183	мы сейчас	2	2
184	бы в	2	2
185	не вполне	2	2
186	только с	2	2
187	не существует	2	2
188	в книге	3	2
189	не как	3	2
190	с этим	4	2
191	к этому	2	2
192	но мы	2	2
193	на первый	2	2
194	это тоже	6	2
195	в силу	5	2
196	из них	3	2
197	одной из	2	2
198	наряду с	3	2
199	но оно	4	2
200	легко может	2	2
201	со стороны	2	2
202	но уже	2	2
203	выше мы	3	2
204	из этого	2	2
205	на него	4	2
206	не на	2	2
207	мы не	10	2
208	от этого	2	2
209	с чего	2	2
210	в другом	3	2
211	связи с	4	2
212	об этой	2	2
213	которые можно	2	2
214	же не	3	2
215	стоит на	2	2
