N	2gram	Bakhtin_Pr_3	RusskieA
1	и в	34	36
2	не только	10	22
3	что в	7	19
4	том что	3	19
5	в том	3	17
6	т е	12	17
7	но и	12	16
8	так как	4	15
9	во время	2	14
10	в этом	16	12
11	в этот	2	10
12	это не	5	10
13	как мы	7	10
14	как и	18	10
15	и т	8	10
16	вместе с	4	10
17	и на	6	10
18	потому что	12	10
19	т д	2	9
20	а в	5	9
21	с тем	5	8
22	мы увидим	2	8
23	из них	5	8
24	может быть	19	8
25	один из	2	8
26	о том	2	8
27	что они	6	7
28	что и	5	7
29	так и	6	7
30	между тем	3	7
31	и не	29	6
32	при этом	4	6
33	в них	2	6
34	уже не	2	6
35	таким образом	5	6
36	все это	16	6
37	в виде	4	6
38	то что	11	6
39	будто бы	2	6
40	этом случае	2	5
41	все же	7	5
42	как будто	7	5
43	как бы	27	5
44	и у	5	5
45	с ними	6	5
46	в которых	2	5
47	как в	4	5
48	в эти	2	4
49	тому что	2	4
50	к тому	5	4
51	еще не	4	4
52	еще в	3	4
53	его с	4	4
54	во всех	2	4
55	так в	2	4
56	не может	19	4
57	входит в	2	4
58	а с	3	4
59	и что	5	4
60	того что	5	4
61	но это	4	4
62	тем что	4	4
63	только в	6	4
64	слова в	7	3
65	не менее	3	3
66	о чем	2	3
67	что это	5	3
68	в своем	2	3
69	но все	5	3
70	в одном	5	3
71	и к	12	3
72	тем не	2	3
73	на этом	4	3
74	только на	4	3
75	не с	2	3
76	своего рода	2	3
77	то же	14	3
78	она в	2	3
79	с точки	4	3
80	так же	8	3
81	ничего не	4	3
82	их в	3	3
83	точки зрения	8	3
84	далеко не	3	3
85	этого слова	7	3
86	не было	2	2
87	всех этих	2	2
88	его и	3	2
89	что у	6	2
90	к другому	20	2
91	та же	2	2
92	с этим	2	2
93	и потому	2	2
94	в каждом	3	2
95	его к	3	2
96	в нем	19	2
97	у него	4	2
98	в жизни	2	2
99	но ни	2	2
100	так что	5	2
101	и как	3	2
102	такой же	3	2
103	но не	4	2
104	быть и	2	2
105	в большинстве	2	2
106	до конца	3	2
107	отнюдь не	2	2
108	когда он	2	2
109	например в	2	2
110	к слову	2	2
111	в ней	3	2
112	в его	22	2
113	как можно	3	2
114	и с	15	2
115	в целом	5	2
116	как символ	3	2
117	находится в	2	2
118	для этого	3	2
119	все эти	4	2
120	на самом	11	2
121	а не	9	2
122	и для	8	2
123	с ним	8	2
124	хотя и	3	2
125	между двумя	2	2
126	должна была	2	2
127	себя и	8	2
128	к ней	2	2
129	но в	16	2
130	мы должны	5	2
131	как он	3	2
132	там где	7	2
133	большинстве случаев	3	2
134	еще до	2	2
135	же не	2	2
