N	2gram	Ircho_Kome_1	Psycholo
1	то что	2	44
2	и в	22	33
3	в этом	3	28
4	потому что	5	24
5	может быть	9	22
6	том что	12	22
7	что в	6	21
8	в том	11	21
9	о том	8	20
10	что он	6	20
11	только что	2	15
12	как это	3	14
13	таким образом	8	13
14	и не	8	13
15	так же	3	13
16	все это	5	13
17	к тому	6	12
18	в самом	2	12
19	и все	3	12
20	так как	4	12
21	было бы	2	12
22	он не	3	11
23	на то	3	10
24	не может	2	10
25	в его	5	10
26	в трагедии	2	10
27	в этой	7	9
28	как раз	3	9
29	то же	6	9
30	в конце	6	8
31	для этого	2	8
32	вместе с	2	8
33	как будто	2	8
34	до конца	2	7
35	в нем	4	7
36	раз в	2	7
37	не только	10	7
38	что они	4	6
39	и т	9	6
40	и вот	4	6
41	но он	2	6
42	точки зрения	4	6
43	же самое	2	6
44	во время	5	6
45	у него	3	6
46	в сущности	2	6
47	в себе	2	6
48	казалось бы	3	5
49	и как	3	5
50	в целом	3	5
51	мы не	3	5
52	и на	3	5
53	вовсе не	2	5
54	мы можем	4	5
55	ясно что	4	5
56	как и	9	5
57	и его	8	5
58	все же	3	5
59	в частности	3	4
60	что у	2	4
61	из них	10	4
62	а в	6	4
63	и других	7	4
64	к этому	4	4
65	у нас	3	4
66	одна из	2	4
67	и о	3	4
68	ее в	2	4
69	на него	4	4
70	как мы	4	4
71	по поводу	4	4
72	только в	3	4
73	в которой	6	4
74	же как	3	3
75	с одной	3	3
76	ни в	6	3
77	тому же	6	3
78	тот же	3	3
79	на этом	2	3
80	одной стороны	3	3
81	вслед за	2	3
82	на сцене	3	3
83	всяком случае	2	3
84	ни одной	2	3
85	с ее	2	3
86	но и	11	3
87	здесь мы	3	3
88	и опять	4	3
89	в своих	2	3
90	и здесь	2	3
91	в то	10	3
92	его в	3	3
93	в одном	8	3
94	идет о	3	3
95	хронологическом порядке	2	3
96	но не	2	3
97	указывает на	2	3
98	здесь в	3	3
99	ли это	2	3
100	до сих	2	3
101	и из	2	3
102	конце концов	4	3
103	речь идет	3	3
104	что и	4	3
105	сих пор	2	3
106	так и	5	3
107	как в	5	3
108	да и	3	3
109	из которых	2	3
110	во всяком	2	3
111	тем что	4	3
112	в виде	3	3
113	т п	5	3
114	место в	3	2
115	уже в	5	2
116	столь же	2	2
117	с другой	5	2
118	трагедии в	2	2
119	на все	2	2
120	прежде всего	5	2
121	вопрос о	3	2
122	в тех	3	2
123	мы знаем	2	2
124	самого конца	2	2
125	из его	4	2
126	такой же	2	2
127	времени и	2	2
128	же время	4	2
129	при этом	5	2
130	в действительности	2	2
131	в котором	4	2
132	один из	5	2
133	в их	4	2
134	другой стороны	5	2
135	т д	4	2
136	этой цели	2	2
137	до самого	2	2
138	именно в	4	2
139	образом в	2	2
140	ни малейшего	2	2
141	сам автор	2	2
142	время как	4	2
143	и формы	2	2
144	в результате	4	2
145	и с	3	2
146	не в	6	2
147	но в	4	2
148	в них	3	2
149	что касается	2	2
150	это время	2	2
151	о которых	5	2
152	по которым	4	2
153	большей частью	2	2
154	которую он	2	2
155	даже в	3	2
156	бы то	2	2
157	на две	2	2
158	принадлежит к	2	2
159	со стороны	2	2
160	даже не	2	2
161	то время	5	2
162	почти всегда	2	2
163	и ее	3	2
164	едва ли	7	2
165	ничего не	3	2
