N	2gram	Voloshinov_1	Stilisti
1	и в	19	42
2	как бы	15	27
3	не только	8	27
4	и т.п	10	24
5	прежде всего	13	22
6	и т.д	2	20
7	внутренней речи	9	18
8	хотя бы	5	17
9	но и	8	15
10	то же	7	15
11	и не	26	14
12	социального общения	12	14
13	может быть	26	12
14	не может	24	12
15	точки зрения	34	11
16	как и	12	11
17	мы уже	2	11
18	и как	3	10
19	ситуации и	2	10
20	мы должны	3	10
21	отнюдь не	6	10
22	как мы	13	10
23	в этом	16	10
24	при этом	8	9
25	в то	3	9
26	то что	8	9
27	для того	4	9
28	мы не	6	9
29	все же	8	8
30	в ней	4	8
31	слово как	4	8
32	таким образом	17	8
33	речевого общения	3	8
34	что же	4	8
35	в себе	2	8
36	и это	3	8
37	никогда не	2	7
38	зависимости от	2	7
39	и от	3	7
40	же время	3	7
41	и на	4	7
42	так как	2	7
43	было бы	4	7
44	а не	7	7
45	того чтобы	5	7
46	и его	19	7
47	речевого взаимодействия	4	7
48	мы можем	2	7
49	только в	9	7
50	в которой	3	7
51	ничего не	6	7
52	точку зрения	2	6
53	другими словами	2	6
54	или иной	3	6
55	не в	5	6
56	в свою	2	6
57	точкой зрения	2	6
58	язык и	2	6
59	говорящего и	2	6
60	в конце	5	6
61	в нем	10	6
62	во всех	7	6
63	в процессе	14	6
64	так и	11	6
65	язык в	4	6
66	речи и	3	6
67	в области	3	6
68	независимо от	2	5
69	в нашем	2	5
70	тому что	2	5
71	и той	2	5
72	и следовательно	3	5
73	и является	2	5
74	не является	4	5
75	и их	2	5
76	те же	5	5
77	с помощью	6	5
78	а в	4	5
79	и с	2	5
80	же самое	3	5
81	в сознании	2	5
82	что язык	2	5
83	в его	6	5
84	с точки	20	5
85	той же	2	5
86	слова и	3	5
87	самого начала	4	4
88	к данной	2	4
89	в каждом	7	4
90	не просто	2	4
91	можно сказать	3	4
92	к тому	2	4
93	с самого	4	4
94	но все	3	4
95	связаны с	2	4
96	свою очередь	2	4
97	общения и	5	4
98	в качестве	2	4
99	в самом	10	4
100	идеологический знак	17	4
101	точка зрения	7	4
102	жизненной идеологии	2	4
103	все это	3	4
104	языка и	13	4
105	того что	3	4
106	речь и	2	4
107	так же	7	4
108	и слушающего	2	4
109	о том	2	4
110	его в	3	4
111	бы в	2	4
112	общения в	3	4
113	но в	7	4
114	не существует	3	4
115	если бы	2	4
116	внутренняя речь	9	4
117	и к	3	4
118	у нас	2	4
119	если мы	11	4
120	к своему	2	4
121	самом деле	10	4
122	и пр	12	4
123	в слове	10	4
124	можно было	2	4
125	так сказать	6	4
126	от переживания	2	3
127	становится знаком	2	3
128	этом случае	3	3
129	слова но	2	3
130	словом и	2	3
131	материальной действительности	3	3
132	здесь мы	4	3
133	связь и	2	3
134	и эта	4	3
135	но для	2	3
136	в котором	3	3
137	из них	3	3
138	жизни и	2	3
139	от того	4	3
140	не становится	3	3
141	лишь в	9	3
142	и даже	2	3
143	нуждается в	3	3
144	ведь в	2	3
145	сказать что	4	3
146	и здесь	6	3
147	в начале	5	3
148	необходимо чтобы	5	3
149	свое выражение	2	3
150	в виду	2	3
151	идеологических знаков	2	3
152	и все	5	3
153	но при	2	3
154	если он	2	3
155	этого слова	2	3
156	в ее	7	3
157	том что	3	3
158	социальной жизни	3	3
159	еще не	4	3
160	в данной	2	3
161	идеологическом знаке	2	3
162	конечно не	5	3
163	нет и	4	3
164	что и	2	3
165	не будет	4	3
166	только на	4	3
167	слова как	7	3
168	на самом	3	3
169	что такое	2	3
170	в социальной	2	3
171	между ними	4	3
172	и для	11	3
173	конце концов	3	3
174	то мы	2	3
175	круг предметов	2	3
176	выражение в	4	3
177	внутренней жизни	4	3
178	связи с	11	3
179	не знает	2	3
180	может стать	5	3
181	общества и	2	3
182	место в	3	2
183	зависит от	2	2
184	понимания и	3	2
185	бы и	2	2
186	этом конечно	2	2
187	в частности	2	2
188	в какой	3	2
189	человека в	2	2
190	вопрос о	4	2
191	нам придется	2	2
192	в том	6	2
193	иными словами	2	2
194	является знаком	2	2
195	для него	9	2
196	до конца	5	2
197	в пределах	6	2
198	данной группы	2	2
199	социальной среде	3	2
200	себе и	2	2
201	идеологическими знаками	2	2
202	подойти к	2	2
203	в первой	2	2
204	потребления можно	2	2
205	целый ряд	3	2
206	в связи	7	2
207	в отношении	4	2
208	не было	3	2
209	этом отношении	3	2
210	все эти	7	2
211	может получить	2	2
212	в материале	3	2
213	должно быть	2	2
214	и те	7	2
215	в своих	2	2
216	для каждого	3	2
217	нет ничего	3	2
218	здесь происходит	2	2
219	в основе	2	2
220	ни к	2	2
221	слове в	4	2
222	или хотя	2	2
223	для них	2	2
224	в какой-то	2	2
225	для всех	2	2
226	смысле этого	3	2
227	между собой	2	2
228	от их	2	2
229	с этим	4	2
230	к этому	5	2
231	ясно что	5	2
