N	2gram	Bakhtin_fo_2	FransuaR
1	и в	46	45
2	то есть	10	25
3	и т.п	2	16
4	и не	9	15
5	не только	11	14
6	в этом	22	14
7	но в	10	14
8	в его	8	13
9	во всех	11	13
10	и его	12	13
11	эти образы	2	12
12	как бы	10	12
13	во время	10	12
14	что в	5	12
15	в своем	5	11
16	в романе	13	11
17	то же	8	11
18	у рабле	18	11
19	в то	5	11
20	прежде всего	14	10
21	в том	10	10
22	в нем	5	10
23	но и	9	10
24	как и	8	10
25	и с	6	10
26	и питья	17	9
27	еды и	19	9
28	же время	4	9
29	в эпизоде	7	9
30	вовсе не	13	8
31	как мы	6	8
32	и др	5	8
33	жизни и	8	8
34	таким образом	3	8
35	в самой	2	8
36	так же	2	8
37	мира и	9	8
38	романе рабле	5	7
39	в конце	2	7
40	он был	2	7
41	том что	4	7
42	не в	9	7
43	что и	3	7
44	мы видели	2	7
45	этих образов	2	7
46	все это	6	7
47	в эпоху	4	7
48	также и	4	7
49	потому что	8	7
50	и все	6	7
51	всех этих	7	6
52	что он	3	6
53	в этой	2	6
54	он не	5	6
55	здесь не	2	6
56	так и	7	6
57	рабле в	11	6
58	того чтобы	8	6
59	для того	8	6
60	связи с	8	6
61	так как	6	6
62	весь мир	3	6
63	в них	7	6
64	есть и	4	5
65	и образов	2	5
66	с ним	4	5
67	и к	2	5
68	мы видим	2	5
69	но это	2	5
70	на этом	2	5
71	со всеми	2	5
72	хотя и	3	5
73	и их	4	5
74	не может	2	5
75	в связи	8	5
76	этом отношении	2	5
77	все эти	5	5
78	в себя	2	5
79	и у	5	5
80	и как	3	5
81	и на	7	5
82	его в	6	5
83	для рабле	2	4
84	все они	3	4
85	характерно что	2	4
86	том числе	3	4
87	и во	6	4
88	и от	2	4
89	очень часто	2	4
90	у него	9	4
91	но не	5	4
92	по своему	2	4
93	здесь в	6	4
94	кроме того	3	4
95	дается в	2	4
96	в сущности	2	4
97	и о	2	4
98	мы уже	9	4
99	а также	3	4
100	вернемся к	3	4
101	эпизоде с	4	4
102	в их	3	4
103	и питье	2	4
104	не мог	2	4
105	а не	4	4
106	и даже	3	4
107	как на	2	4
108	а в	3	4
109	в основе	6	4
110	с этим	5	4
111	точки зрения	10	4
112	только в	11	4
113	о том	4	4
114	и это	2	4
115	как это	2	4
116	связанных с	3	3
117	и другие	3	3
118	как в	4	3
119	это не	2	3
120	в одной	2	3
121	рабле не	5	3
122	из этих	4	3
123	в одном	7	3
124	что на	3	3
125	словом и	2	3
126	тела в	4	3
127	iii гл	4	3
128	по существу	5	3
129	того же	3	3
130	связанные с	5	3
131	для него	3	3
132	кн i	16	3
133	дело идет	2	3
134	в заключение	2	3
135	до сих	2	3
136	вместе с	9	3
137	сих пор	2	3
138	на небе	2	3
139	и прежде	3	3
140	не было	3	3
141	именно в	2	3
142	и вот	2	3
143	с помощью	3	3
144	кн iii	4	3
145	телесной жизни	4	3
146	того что	3	3
147	и он	4	3
148	и для	9	3
149	тела и	5	3
150	почти всегда	2	3
151	в которых	3	3
152	но он	2	3
153	в другом	3	3
154	в поэзии	2	3
155	как он	2	3
156	там где	2	3
157	почти все	3	3
158	о чем	3	3
159	только для	2	2
160	образ смерти	3	2
161	чувствует себя	3	2
162	с тем	2	2
163	средние века	3	2
164	и есть	2	2
165	и та	2	2
166	борьба с	3	2
167	мы еще	3	2
168	себя и	3	2
169	жизни в	4	2
170	жизни она	2	2
171	говорить о	2	2
172	во франции	2	2
173	характер носит	4	2
174	i гл	15	2
175	перестает быть	2	2
176	почти вовсе	2	2
177	что все	2	2
178	в духе	2	2
179	к этому	3	2
180	этих форм	5	2
181	значение и	4	2
182	и пьянства	5	2
183	смерть и	8	2
184	числе и	2	2
185	можно сказать	2	2
186	к тому	3	2
187	в отношении	2	2
188	всего существующего	2	2
189	своей жизни	2	2
190	то что	7	2
191	в средние	3	2
192	во все	2	2
193	в пределах	5	2
194	в качестве	3	2
195	в большинстве	3	2
196	было бы	2	2
197	гл xxiii	2	2
198	вино и	2	2
199	друг с	4	2
200	конечно не	4	2
201	может быть	7	2
202	вплоть до	2	2
203	том же	4	2
204	вступают в	2	2
205	от целого	2	2
206	в уста	2	2
207	в этот	3	2
208	если в	2	2
209	шутовских бубенчиков	2	2
210	с другом	4	2
211	нет и	3	2
212	один из	2	2
213	в гротескном	3	2
214	слова и	3	2
215	все же	6	2
216	уже говорили	4	2
217	и до	2	2
218	обжорства и	2	2
219	во времени	3	2
220	и только	2	2
221	в особенности	6	2
222	на котором	2	2
223	при этом	6	2
224	чем не	2	2
225	и дурака	6	2
226	но эта	2	2
227	в истории	4	2
228	лишь в	2	2
229	и наконец	6	2
230	с точки	8	2
231	другом месте	2	2
232	рядом с	2	2
233	смеха и	2	2
234	роль в	3	2
235	жизнь и	3	2
236	в данном	2	2
237	романа рабле	5	2
238	на кухне	2	2
239	ту же	2	2
240	рабле но	2	2
241	же самое	3	2
242	самой жизни	3	2
243	шута и	8	2
244	в средневековой	2	2
245	большинстве случаев	3	2
246	еды питья	2	2
247	оно было	2	2
248	том как	3	2
249	от этого	2	2
