N	2gram	Nazirov_Tv_1	Myslijsy
1	потому что	5	49
2	то есть	12	30
3	и в	21	24
4	может быть	5	23
5	то что	8	20
6	и не	7	19
7	а не	5	18
8	в том	7	18
9	что в	12	16
10	не только	7	15
11	того же	2	14
12	при этом	7	13
13	не в	2	13
14	но не	3	12
15	не может	4	12
16	то же	13	12
17	что и	2	11
18	вместе с	2	11
19	только в	5	11
20	таким образом	5	11
21	для него	6	10
22	в себе	2	10
23	так что	2	10
24	как в	8	10
25	так как	3	10
26	точно так	2	9
27	вовсе не	5	9
28	в нем	3	9
29	как бы	17	9
30	но и	3	9
31	а в	6	8
32	том что	11	8
33	в одно	2	8
34	и на	7	8
35	в этом	6	8
36	могут быть	2	8
37	быть может	2	7
38	прежде всего	4	7
39	мысль о	2	7
40	как и	12	7
41	того что	3	7
42	в чем	2	7
43	с другой	3	6
44	и того	2	6
45	и как	4	6
46	в свою	7	6
47	тем не	2	6
48	и т	3	6
49	в то	15	6
50	уже в	3	5
51	не менее	6	5
52	по крайней	2	5
53	с ним	3	5
54	есть не	2	5
55	крайней мере	2	5
56	тот же	2	5
57	что не	2	5
58	о том	6	5
59	так и	2	5
60	из них	2	5
61	все же	5	5
62	в которой	3	5
63	место в	3	4
64	в человеке	4	4
65	никогда не	3	4
66	что он	6	4
67	уже не	3	4
68	такой же	2	4
69	одна из	2	4
70	в самом	3	4
71	в котором	6	4
72	тем самым	7	4
73	влияние на	2	4
74	себе не	2	4
75	так сказать	2	4
76	но в	7	4
77	это не	4	3
78	и от	4	3
79	и все	6	3
80	человека и	4	3
81	хотя и	3	3
82	но это	5	3
83	вслед за	2	3
84	в ней	2	3
85	если в	2	3
86	но она	2	3
87	и тем	2	3
88	в целом	4	3
89	что она	2	3
90	отношений между	2	3
91	только что	2	3
92	что его	2	3
93	т п	2	3
94	и притом	2	3
95	человека в	6	3
96	и у	2	3
97	не так	3	3
98	той же	3	3
99	что для	2	3
100	вряд ли	2	3
101	далеко не	3	3
102	в этих	2	3
103	и человек	2	3
104	на деле	2	3
105	в каждом	3	2
106	самого начала	3	2
107	из себя	2	2
108	и его	6	2
109	но он	2	2
110	хотя бы	5	2
111	не столько	2	2
112	в пространстве	2	2
113	стремление к	2	2
114	в жизни	2	2
115	что все	3	2
116	к этому	2	2
117	зависит от	2	2
118	с его	11	2
119	так же	3	2
120	у него	7	2
121	же время	12	2
122	в нашей	2	2
123	было в	2	2
124	к ней	2	2
125	но если	3	2
126	в его	13	2
127	один из	4	2
128	не имеют	4	2
129	все это	10	2
130	во времени	3	2
131	не во	2	2
132	и других	3	2
133	на самом	3	2
134	в себя	2	2
135	мы находим	2	2
136	но только	2	2
137	самом деле	2	2
138	с самого	3	2
139	и по	3	2
140	или в	2	2
141	сказать что	2	2
142	не то	2	2
143	о котором	2	2
144	с каким	2	2
