N	3gram	Voloshinov_1	Problema
1	той или иной	3	8
2	то же самое	4	7
3	в связи с	2	7
4	в этом случае	3	5
5	не может быть	2	5
6	же самое время	2	4
7	в то же	9	4
8	что иное как	2	4
9	есть не что	2	4
10	не что иное	2	4
11	и то же	3	4
12	тех или иных	3	4
13	не было бы	2	3
14	что же такое	2	3
15	одно и то	3	3
16	о том что	2	3
17	того или иного	5	3
18	в конце концов	3	3
19	и тем самым	3	2
20	то или иное	4	2
21	у нас не	2	2
22	с точки зрения	5	2
23	не только в	3	2
24	можно сказать что	2	2
25	только потому что	2	2
26	как мы видели	3	2
27	на самом деле	3	2
28	но и в	3	2
