N	2gram	Potebnia_M_1	Problema
1	и в	39	44
2	вовсе не	5	37
3	и не	18	35
4	не есть	10	35
5	то есть	42	34
6	может быть	27	28
7	потому что	52	25
8	по себе	10	25
9	то что	10	23
10	в том	26	21
11	только в	25	19
12	а не	21	18
13	в этом	15	17
14	для нас	9	16
15	сказать что	3	16
16	даже и	2	16
17	если мы	3	16
18	когда мы	2	15
19	и даже	4	14
20	не только	21	14
21	и то	3	14
22	не в	15	13
23	и т	6	13
24	т д	4	13
25	то же	6	13
26	так что	16	12
27	но в	9	12
28	том что	16	12
29	не менее	6	10
30	то это	5	10
31	но и	20	10
32	в виду	2	10
33	у нас	2	10
34	как и	9	10
35	тем не	6	10
36	так и	13	10
37	это не	7	9
38	и от	3	9
39	и тем	3	9
40	в нем	20	9
41	не имеет	5	9
42	и с	3	9
43	как бы	6	9
44	так как	21	9
45	в то	4	9
46	никак не	2	9
47	в его	5	9
48	что и	6	9
49	во всяком	3	9
50	и это	3	9
51	таким образом	13	9
52	сама по	3	8
53	что в	22	8
54	есть нечто	4	8
55	того что	8	8
56	что мы	4	8
57	при помощи	2	8
58	но это	5	8
59	было бы	12	8
60	он не	3	8
61	что же	2	8
62	как мы	2	8
63	в себе	13	8
64	связи с	3	8
65	и вообще	3	8
66	с другой	7	7
67	не может	22	7
68	уже не	2	7
69	и что	10	7
70	мы должны	3	7
71	с ним	3	7
72	и потому	5	7
73	мы не	10	7
74	ничего общего	2	7
75	никогда не	4	6
76	для этого	2	6
77	то ни	3	6
78	и если	2	6
79	но если	2	6
80	в целом	2	6
81	жизни и	2	6
82	и только	2	6
83	нет ничего	2	6
84	о том	2	6
85	все же	6	6
86	мы можем	2	6
87	не было	4	5
88	или даже	3	5
89	а только	4	5
90	крайней мере	2	5
91	с тем	5	5
92	и есть	2	5
93	хотя и	3	5
94	в ней	7	5
95	другой стороны	5	5
96	то и	7	5
97	в своем	3	5
98	а в	5	5
99	точки зрения	8	5
100	по крайней	2	5
101	значение и	2	5
102	есть не	2	5
103	в таком	5	5
104	еще не	6	5
105	за пределы	2	5
106	и о	2	5
107	в своей	3	5
108	как в	10	5
109	так же	5	5
110	только на	3	5
111	тем самым	4	5
112	и его	5	5
113	которое мы	2	5
114	тому что	3	4
115	иное как	2	4
116	при этом	6	4
117	не имеют	5	4
118	и притом	4	4
119	и без	3	4
120	языка и	17	4
121	заключается в	3	4
122	есть только	11	4
123	но как	3	4
124	что даже	2	4
125	могли бы	2	4
126	это будет	2	4
127	таком случае	2	4
128	не что	2	4
129	что иное	2	4
130	бы то	2	4
131	мы в	2	4
132	только при	2	4
133	на этот	2	4
134	или в	2	4
135	тем что	9	4
136	в каком	6	4
137	дело в	2	4
138	каждый раз	4	3
139	что это	3	3
140	из себя	5	3
141	точно так	11	3
142	прежде всего	4	3
143	на то	2	3
144	к тому	4	3
145	есть уже	3	3
146	ни было	2	3
147	и как	6	3
148	но все	2	3
149	находятся в	3	3
150	в этой	3	3
151	для него	4	3
152	когда в	3	3
153	в самом	3	3
154	которые мы	5	3
155	на себе	2	3
156	на которую	2	3
157	не так	3	3
158	что для	3	3
159	с этой	2	3
160	самого себя	4	3
161	том смысле	4	3
162	бы быть	4	3
163	могло бы	3	3
164	если бы	14	3
165	само по	4	3
166	но тогда	2	3
167	с понятием	2	3
168	о которых	2	3
169	же в	2	3
170	то в	5	3
171	тем более	2	3
172	но не	8	3
173	она не	3	3
174	но оно	3	3
175	но уже	2	3
176	из этого	2	3
177	теории языка	2	3
178	если не	2	3
179	и все	3	3
180	из того	2	3
181	хотя бы	2	3
182	этот вопрос	2	3
183	указания на	2	3
184	как будто	2	3
185	в таких	2	3
186	если же	5	3
187	слова и	4	3
188	есть в	2	3
189	мы будем	2	2
190	в этих	7	2
191	все они	2	2
192	того же	3	2
193	никто не	3	2
194	что все	3	2
195	по поводу	3	2
196	между собою	6	2
197	и следовательно	2	2
198	тем же	2	2
199	однако в	4	2
200	с ее	2	2
201	остается только	4	2
202	при таком	4	2
203	друг от	2	2
204	образом и	2	2
205	от того	4	2
206	в их	2	2
207	во внимание	3	2
208	по мнению	3	2
209	с одной	3	2
210	от нас	2	2
211	что оно	2	2
212	и по	6	2
213	друг друга	5	2
214	столько же	3	2
215	как на	3	2
216	что слово	3	2
217	к одной	3	2
218	чего бы	2	2
219	то чего	2	2
220	с этим	7	2
221	в начале	2	2
222	бы только	2	2
223	только то	2	2
224	бы в	4	2
225	том как	3	2
226	в самой	3	2
227	а как	2	2
228	нисколько не	2	2
229	есть общее	3	2
230	и более	2	2
231	для них	2	2
232	были бы	3	2
233	его только	2	2
234	то он	2	2
235	и во	3	2
236	он есть	2	2
237	в понятии	2	2
238	с нею	4	2
239	в некотором	2	2
240	о его	2	2
241	она может	3	2
242	мы видели	4	2
243	только потому	3	2
244	и при	3	2
245	от него	4	2
246	что при	5	2
247	и может	2	2
248	от друга	2	2
249	между прочим	2	2
250	во всех	5	2
251	в слове	8	2
252	для нее	2	2
253	для себя	3	2
254	вместе с	8	2
255	в природе	6	2
256	на основании	2	2
257	только что	2	2
258	только тогда	5	2
259	и для	5	2
260	с точки	3	2
261	в сравнении	3	2
262	и всегда	2	2
263	сравнении с	2	2
264	но с	2	2
265	могут быть	9	2
266	заставляет нас	2	2
267	как она	3	2
268	в которой	2	2
269	из него	2	2
