N	2gram	Vygotskiy__3	Literetu
1	а не	7	20
2	и в	38	19
3	может быть	19	17
4	то же	10	12
5	и не	10	11
6	в том	25	10
7	как и	8	10
8	но и	5	10
9	состоит в	3	9
10	не может	7	9
11	в этом	13	9
12	в то	3	9
13	в стихах	3	8
14	с другой	7	8
15	не только	12	8
16	и даже	4	8
17	том что	14	7
18	то что	35	7
19	с одной	6	7
20	в себе	4	6
21	одной стороны	5	6
22	при этом	4	6
23	и на	6	6
24	для всех	2	5
25	столь же	2	5
26	я не	5	5
27	у нас	2	5
28	одна из	4	5
29	в качестве	2	5
30	он не	6	5
31	вместе с	5	5
32	того что	4	5
33	то есть	15	5
34	что в	20	4
35	не в	12	4
36	отнюдь не	2	4
37	того же	3	4
38	для него	2	4
39	в ней	15	4
40	в его	5	4
41	один из	6	4
42	так что	8	4
43	другой стороны	5	4
44	мы не	5	4
45	тем что	3	4
46	точки зрения	16	4
47	в поэме	3	4
48	в русской	2	4
49	едва ли	3	4
50	никогда не	4	3
51	что он	11	3
52	идет о	4	3
53	русской поэзии	2	3
54	в нем	4	3
55	по существу	2	3
56	и как	8	3
57	но это	3	3
58	такой же	2	3
59	в этой	13	3
60	в сущности	10	3
61	во всех	4	3
62	речь идет	4	3
63	данном случае	2	3
64	со стороны	2	3
65	то и	3	3
66	и для	4	3
67	так как	6	3
68	с точки	9	3
69	как на	3	3
70	а в	7	3
71	и его	6	3
72	и то	8	3
73	в данном	2	3
74	как к	2	3
75	в другом	5	3
76	ничего не	2	3
77	на этом	5	2
78	с тем	8	2
79	у него	4	2
80	для этого	2	2
81	в них	3	2
82	в какой	5	2
83	с этой	2	2
84	в конце	2	2
85	в виду	4	2
86	в одном	8	2
87	вовсе не	8	2
88	в такой	3	2
89	и к	3	2
90	для нас	8	2
91	в ее	7	2
92	и столь	2	2
93	очевидно что	2	2
94	одно и	3	2
95	до конца	2	2
96	тот же	3	2
97	было бы	12	2
98	со своей	2	2
99	не так	3	2
100	не могу	2	2
101	от имени	3	2
102	как бы	14	2
103	был бы	3	2
104	что и	4	2
105	все же	8	2
106	с ее	2	2
107	и т	14	2
108	же в	2	2
109	в целом	4	2
110	не к	3	2
111	из них	6	2
112	то как	2	2
113	по преимуществу	2	2
114	в истории	2	2
115	как раз	8	2
116	и одновременно	2	2
117	т п	5	2
118	и только	3	2
119	быть не	2	2
120	той же	2	2
121	к своему	2	2
122	но только	8	2
123	уже не	2	2
124	и что	18	2
125	не более	2	2
126	для того	8	2
127	что не	3	2
128	из которых	4	2
129	и наконец	2	2
130	хотя бы	2	2
131	в своих	4	2
132	потому что	14	2
133	в основе	3	2
134	одно из	2	2
135	но как	2	2
136	о том	6	2
137	представляет собой	2	2
138	к этой	2	2
139	как это	6	2
140	с ним	2	2
141	поэзии и	2	2
142	себя как	2	2
143	могло бы	2	2
144	но в	3	2
