N	2gram	Vygotskiy__2	RusskieA
1	и в	32	29
2	что в	20	22
3	том что	21	22
4	в том	37	22
5	как бы	6	18
6	состоит в	3	15
7	в других	2	15
8	может быть	18	13
9	так как	12	13
10	как и	10	11
11	в этом	13	11
12	все это	5	10
13	и с	4	10
14	не только	12	10
15	а на	4	9
16	о том	6	9
17	а в	4	9
18	показывает что	3	8
19	но и	10	8
20	с в	2	8
21	в день	2	7
22	данном случае	4	7
23	как в	9	7
24	с тем	11	6
25	мы не	3	6
26	еще не	2	6
27	для того	13	6
28	для нас	2	6
29	вместе с	2	6
30	таким образом	21	6
31	при этом	13	6
32	того чтобы	14	6
33	и на	5	6
34	в данном	4	6
35	мы имеем	4	6
36	представление о	3	5
37	потому что	21	5
38	это не	2	5
39	то что	21	5
40	и что	22	5
41	но не	2	5
42	для этого	3	5
43	и т	10	5
44	не может	17	5
45	или же	3	5
46	т д	2	5
47	но в	3	5
48	в них	2	4
49	эта теория	2	4
50	и все	4	4
51	тогда когда	3	4
52	по существу	3	4
53	так что	3	4
54	не в	8	4
55	из них	4	4
56	к нему	2	4
57	же как	4	4
58	том же	2	4
59	так же	18	4
60	то же	13	4
61	а не	7	4
62	в таком	2	4
63	в которых	3	4
64	их в	2	4
65	далеко не	5	4
66	как это	4	4
67	что по	2	4
68	на этом	3	3
69	тем что	9	3
70	должен был	2	3
71	в этих	2	3
72	и других	3	3
73	и от	2	3
74	главным образом	3	3
75	в ее	2	3
76	она не	2	3
77	до конца	3	3
78	и другой	3	3
79	того что	8	3
80	было бы	11	3
81	что она	16	3
82	с другими	2	3
83	не имеет	4	3
84	во всех	3	3
85	в свете	2	3
86	что для	7	3
87	все эти	7	3
88	и по	4	3
89	тому как	3	3
90	между тем	4	3
91	но он	3	3
92	подобно тому	2	3
93	такие же	2	3
94	в этой	6	3
95	что это	8	3
96	отличие от	2	3
97	не менее	8	2
98	если она	2	2
99	и многие	2	2
100	с этой	4	2
101	об этом	3	2
102	могут быть	4	2
103	никогда не	9	2
104	с другой	3	2
105	это в	2	2
106	как можно	2	2
107	что и	17	2
108	что с	3	2
109	говорит о	2	2
110	в новой	2	2
111	и как	7	2
112	и при	2	2
113	вывод что	2	2
114	у них	2	2
115	очевидно что	2	2
116	на другой	2	2
117	в глаза	2	2
118	то время	3	2
119	после того	2	2
120	только как	3	2
121	совершенно не	4	2
122	что на	4	2
123	тем не	4	2
124	из этого	4	2
125	в него	2	2
126	в виду	3	2
127	один из	3	2
128	все же	4	2
129	в своей	3	2
130	не к	3	2
131	в руках	2	2
132	том чтобы	3	2
133	что при	9	2
134	в их	3	2
135	того как	4	2
136	что такие	2	2
137	а с	2	2
138	не было	2	2
139	на самом	5	2
140	образом в	3	2
141	там где	2	2
142	этот вопрос	3	2
143	здесь мы	2	2
144	тем и	2	2
145	из которых	2	2
146	и для	4	2
147	можно было	7	2
148	а к	2	2
149	принадлежат к	2	2
150	жизнь и	3	2
151	каждый из	2	2
152	так в	2	2
153	в своих	9	2
154	и то	3	2
155	с этим	4	2
156	моментов в	2	2
157	полагает что	2	2
158	и ее	3	2
159	во всем	3	2
160	в то	5	2
161	когда мы	2	2
162	заметить что	2	2
163	в которой	2	2
164	та же	3	2
