N	2gram	Voloshinov_1	Problemy
1	и не	8	31
2	и в	13	29
3	в его	7	24
4	может быть	8	24
5	а не	2	22
6	в этом	2	22
7	как бы	6	19
8	в нем	2	19
9	точки зрения	7	19
10	для него	2	18
11	не только	6	15
12	то что	6	15
13	не как	3	14
14	но и	3	14
15	и его	12	14
16	то же	4	14
17	в пределах	3	13
18	с точки	5	13
19	как и	3	12
20	не может	8	12
21	таким образом	6	12
22	в одном	3	10
23	в самом	2	10
24	только в	6	10
25	героя и	2	10
26	там где	2	10
27	все же	5	9
28	все эти	2	9
29	если бы	2	9
30	в каждом	4	8
31	что в	3	8
32	отношению к	3	8
33	в своей	4	8
34	по отношению	3	8
35	в том	2	8
36	прежде всего	9	7
37	вовсе не	2	7
38	а как	2	7
39	том что	2	7
40	не в	3	7
41	за пределы	3	7
42	так и	3	7
43	входит в	2	7
44	а в	2	7
45	в себе	3	7
46	но в	4	7
47	все это	4	6
48	точку зрения	3	6
49	в целом	2	6
50	несмотря на	2	6
51	как в	2	6
52	самом деле	3	6
53	так же	2	6
54	могут быть	2	6
55	так как	3	6
56	сознания и	2	5
57	и др	2	5
58	было бы	4	5
59	более того	2	5
60	зависимости от	2	5
61	в зависимости	2	5
62	между тем	2	5
63	превращается в	3	4
64	и следовательно	2	4
65	в процессе	5	4
66	не на	2	4
67	и для	3	4
68	тем что	2	4
69	и наконец	5	4
70	в произведении	2	4
71	что же	3	4
72	уже в	2	3
73	никогда не	3	3
74	в них	2	3
75	каждый элемент	2	3
76	с другой	2	3
77	ни один	3	3
78	и пр	7	3
79	в их	3	3
80	во времени	2	3
81	другой стороны	2	3
82	в своих	2	3
83	мы должны	6	3
84	бы в	2	3
85	в музыке	5	2
86	и уже	3	2
87	самого начала	2	2
88	хотя бы	5	2
89	она является	2	2
90	с этой	2	2
91	те же	2	2
92	и ее	2	2
93	и к	2	2
94	мы видим	2	2
95	при этом	2	2
96	тот же	2	2
97	кажется что	2	2
98	наконец в	2	2
99	данном случае	2	2
100	мы уже	2	2
101	во всей	2	2
102	в отношении	2	2
103	слово в	3	2
104	здесь мы	3	2
105	в данном	2	2
106	в ней	2	2
107	для себя	2	2
108	в структуре	2	2
109	его на	2	2
110	в которой	3	2
111	в сознании	4	2
112	с этим	3	2
