N	2gram	Propp_Isto_2	FransuaR
1	и в	15	56
2	в его	6	18
3	таким образом	7	17
4	все эти	4	15
5	в этом	11	14
6	в том	6	13
7	так и	5	13
8	и его	3	12
9	он был	3	12
10	в этих	11	11
11	как бы	6	11
12	то же	10	11
13	еще не	9	10
14	мы уже	6	10
15	только в	6	9
16	но и	14	9
17	и не	11	9
18	том что	7	8
19	в сущности	2	8
20	не только	18	8
21	и др	4	8
22	в нем	7	8
23	во всех	2	8
24	сих пор	7	8
25	и их	2	8
26	все это	3	8
27	до сих	6	8
28	и с	4	8
29	у него	4	7
30	и на	4	7
31	прежде всего	5	6
32	мы видим	8	6
33	в этой	4	6
34	той же	2	6
35	потому что	9	6
36	на его	2	6
37	связи с	8	6
38	но в	6	6
39	но не	2	5
40	никогда не	15	5
41	с ее	2	5
42	как и	2	5
43	есть и	2	5
44	и другие	4	5
45	он не	8	5
46	один из	8	5
47	мы видели	2	5
48	что в	12	5
49	не было	2	5
50	роль в	3	5
51	говорили что	2	5
52	во время	2	5
53	такой же	2	5
54	они не	4	5
55	так сказать	2	5
56	и более	2	4
57	что это	6	4
58	и ее	2	4
59	в себе	4	4
60	они были	2	4
61	в качестве	3	4
62	например в	2	4
63	в ней	4	4
64	с одной	4	4
65	при этом	4	4
66	того чтобы	2	4
67	в свете	2	4
68	их в	2	4
69	о том	3	4
70	в особенности	2	4
71	так как	14	4
72	одна из	2	4
73	в которой	2	4
74	но по	3	4
75	перед нами	2	3
76	всех этих	3	3
77	видели что	3	3
78	главным образом	2	3
79	и здесь	9	3
80	так что	6	3
81	здесь в	2	3
82	кроме того	2	3
83	может быть	17	3
84	не мог	3	3
85	в некоторых	2	3
86	одной из	4	3
87	а также	2	3
88	был бы	2	3
89	здесь нет	2	3
90	что и	6	3
91	то что	12	3
92	связь с	4	3
93	в их	3	3
94	в связи	5	3
95	не просто	2	3
96	здесь мы	3	3
97	и наконец	5	3
98	не в	7	3
99	другом месте	2	3
100	сказать что	2	3
101	но он	4	3
102	в другом	9	3
103	в таких	2	3
104	к которому	5	3
105	видим что	5	2
106	на котором	2	2
107	с другой	2	2
108	это не	2	2
109	уже в	2	2
110	в других	3	2
111	он знал	2	2
112	в одном	5	2
113	на самом	2	2
114	что он	24	2
115	и эти	2	2
116	ни в	2	2
117	он взял	2	2
118	но это	4	2
119	одной стороны	3	2
120	было бы	5	2
121	из них	2	2
122	а в	12	2
123	очень много	8	2
124	в котором	5	2
125	все же	9	2
126	когда он	3	2
127	вместе с	7	2
128	самом деле	2	2
129	дело не	4	2
130	что она	5	2
131	которые были	2	2
132	смерти и	7	2
133	другой стороны	2	2
134	так же	13	2
135	не может	5	2
136	того как	4	2
137	возможно что	2	2
138	а не	5	2
139	с одним	3	2
140	к нему	5	2
141	и для	2	2
142	его в	10	2
143	мы не	3	2
144	и то	2	2
145	в которых	2	2
146	связан с	5	2
147	но с	2	2
148	он дает	2	2
149	он и	3	2
150	что они	10	2
151	что эти	4	2
152	с тем	9	2
153	в эту	2	2
