N	2gram	Vinokur_St_1	Tvorches
1	и в	44	20
2	не только	18	13
3	и т	30	13
4	никогда не	5	11
5	т д	21	11
6	как бы	4	11
7	в его	9	10
8	таким образом	7	10
9	в то	9	10
10	и его	8	9
11	и не	16	9
12	прежде всего	7	8
13	в том	36	8
14	при этом	2	8
15	но и	10	8
16	может быть	15	8
17	в этом	21	8
18	и с	3	8
19	это не	8	7
20	представление о	4	7
21	же время	4	7
22	что в	30	7
23	не может	8	7
24	то же	5	7
25	потому что	6	7
26	у него	2	6
27	в конце	3	6
28	что он	10	6
29	как и	9	6
30	в целом	5	6
31	в своей	6	6
32	так и	9	6
33	все это	5	6
34	именно в	6	6
35	а не	16	6
36	но это	6	5
37	еще не	3	5
38	но не	3	5
39	и сам	2	5
40	например в	8	5
41	все же	8	5
42	и даже	5	5
43	так же	5	5
44	в этой	11	5
45	о том	17	5
46	то есть	2	5
47	об этом	3	4
48	что у	4	4
49	мы не	2	4
50	том что	29	4
51	что они	7	4
52	что она	4	4
53	как в	13	4
54	если не	2	4
55	все эти	5	4
56	тем самым	2	4
57	не в	12	4
58	а в	17	4
59	в чем	3	4
60	и потому	2	4
61	ничего не	2	4
62	если бы	9	4
63	но в	10	4
64	а с	3	3
65	я бы	2	3
66	же как	3	3
67	превращается в	2	3
68	с этой	3	3
69	в пользу	2	3
70	отношению к	3	3
71	так например	7	3
72	для него	6	3
73	что не	3	3
74	своего рода	3	3
75	в самом	7	3
76	он не	2	3
77	в котором	5	3
78	не является	3	3
79	в нем	5	3
80	то что	18	3
81	и это	2	3
82	сих пор	7	3
83	по отношению	3	3
84	по мнению	3	3
85	так как	5	3
86	евгения онегина	5	3
87	в таком	3	3
88	этот вопрос	4	3
89	тем что	5	3
90	в своих	2	3
91	в которых	5	3
92	в себе	2	3
93	в начале	3	3
94	у пушкина	8	3
95	его в	2	3
96	между тем	3	3
97	до сих	7	3
98	уже в	2	2
99	а во	3	2
100	не менее	5	2
101	по словам	4	2
102	его времени	2	2
103	и без	3	2
104	точку зрения	3	2
105	зато в	2	2
106	с другой	9	2
107	по крайней	2	2
108	в такой	2	2
109	я не	7	2
110	вовсе не	19	2
111	во всяком	6	2
112	такой же	5	2
113	что на	2	2
114	крайней мере	2	2
115	в ее	4	2
116	у нас	11	2
117	д и	2	2
118	так что	6	2
119	сам в	2	2
120	как о	2	2
121	в статье	7	2
122	в частности	4	2
123	но если	4	2
124	всяком случае	6	2
125	в свой	2	2
126	в первой	12	2
127	в истории	3	2
128	на него	2	2
129	и тогда	2	2
130	биографии и	2	2
131	т п	9	2
132	бы не	2	2
133	ли не	2	2
134	начиная с	2	2
135	не было	4	2
136	самом деле	11	2
137	и что	4	2
138	и у	2	2
139	на этот	3	2
140	другой стороны	7	2
141	и по	5	2
142	во многих	3	2
143	что этот	2	2
144	писателя в	2	2
145	в основе	3	2
146	из них	8	2
147	в виде	3	2
148	могут быть	5	2
149	в которой	4	2
150	говорить о	2	2
151	и вообще	3	2
152	и только	3	2
153	только в	10	2
154	в литературном	2	2
155	как правило	2	2
156	но ведь	8	2
157	при помощи	2	2
158	в россии	4	2
159	их в	2	2
160	только с	2	2
161	это прежде	2	2
162	к которому	4	2
