N	2gram	Losev_Dial_4	Istorich
1	и в	15	25
2	что он	7	22
3	вместе с	2	22
4	и т	17	20
5	т д	15	18
6	представление о	2	17
7	может быть	17	17
8	т е	46	16
9	мы имеем	5	14
10	не только	8	13
11	но и	4	13
12	в его	4	12
13	и не	30	11
14	уже не	9	11
15	так как	14	11
16	все же	2	10
17	в этом	11	10
18	тем что	2	10
19	и его	7	9
20	таким образом	5	9
21	в виде	3	9
22	с тем	4	8
23	что в	7	8
24	том что	10	8
25	мы видим	4	8
26	еще не	4	8
27	другой стороны	2	8
28	все эти	3	8
29	и что	9	8
30	и на	5	8
31	в частности	2	7
32	в качестве	2	7
33	тот кто	2	7
34	как и	7	7
35	но это	4	7
36	то что	16	7
37	в мифе	6	7
38	в нем	5	7
39	при помощи	3	7
40	потому что	10	7
41	только в	7	7
42	о том	5	7
43	это не	12	6
44	прежде всего	11	6
45	что и	6	6
46	себя в	2	6
47	как в	3	6
48	не может	11	6
49	не в	8	6
50	или в	7	6
51	могут быть	3	6
52	в том	11	6
53	что это	13	5
54	ясно что	11	5
55	с этим	3	5
56	показывает что	2	5
57	видим что	4	5
58	но все	2	5
59	в ней	5	5
60	так же	4	5
61	мы не	9	5
62	не менее	2	4
63	не как	4	4
64	что все	4	4
65	не всегда	3	4
66	и тем	6	4
67	тем не	2	4
68	в ее	2	4
69	мы уже	3	4
70	а именно	6	4
71	все это	9	4
72	то же	9	4
73	в истории	3	4
74	совершенно ясно	2	4
75	от этого	3	4
76	мы должны	4	4
77	и это	8	4
78	в которой	2	4
79	с ним	3	4
80	того как	2	4
81	никогда не	2	3
82	и как	4	3
83	и все	11	3
84	обряд и	2	3
85	в свою	3	3
86	в целях	2	3
87	в этой	4	3
88	в то	6	3
89	в себя	5	3
90	того чтобы	5	3
91	и пр	9	3
92	и из	2	3
93	и требует	2	3
94	о нем	2	3
95	но мы	2	3
96	в свете	5	3
97	на этом	3	3
98	только после	2	3
99	в особенности	4	3
100	для того	5	3
101	в данном	3	3
102	и с	4	3
103	никто не	2	3
104	и вообще	7	3
105	что здесь	3	3
106	е в	2	3
107	перед нами	6	2
108	только тогда	5	2
109	тогда когда	5	2
110	человека и	2	2
111	к этому	3	2
112	вовсе не	6	2
113	а как	2	2
114	вопрос о	2	2
115	по себе	13	2
116	на то	5	2
117	можно сказать	5	2
118	так что	6	2
119	об этом	3	2
120	с этой	2	2
121	что миф	5	2
122	и при	2	2
123	это значит	8	2
124	она не	4	2
125	жизни и	4	2
126	и мы	7	2
127	если бы	6	2
128	из которых	3	2
129	как таковое	3	2
130	от себя	2	2
131	но для	2	2
132	как бы	14	2
133	и потому	3	2
134	один из	4	2
135	в своей	3	2
136	когда он	3	2
137	во всех	2	2
138	ее в	2	2
139	со стороны	3	2
140	говорит о	3	2
141	совершенно не	3	2
142	и для	5	2
143	не объясняет	2	2
144	в течение	4	2
145	находится в	2	2
146	оказывается что	4	2
147	а не	18	2
148	того что	13	2
149	и по	2	2
150	когда уже	2	2
151	что этот	2	2
152	то в	5	2
153	сказать что	6	2
154	точки зрения	14	2
155	во всем	2	2
156	что мы	7	2
157	отражается и	2	2
158	из них	2	2
159	в свое	2	2
160	тех же	2	2
161	думают что	2	2
162	а если	3	2
163	ничего не	17	2
164	значит что	9	2
165	это было	2	2
166	том как	2	2
167	мы можем	3	2
