N	2gram	Propp_Isto_2	Marksizm
1	может быть	17	26
2	и не	11	26
3	не может	5	24
4	и в	15	19
5	и его	3	19
6	таким образом	7	17
7	в этом	11	16
8	как бы	6	15
9	прежде всего	5	13
10	как и	2	12
11	и пр	7	12
12	так и	5	11
13	и для	2	11
14	связи с	8	11
15	в нем	7	10
16	самом деле	2	10
17	только в	6	9
18	при этом	4	8
19	но и	14	8
20	до сих	6	8
21	не только	18	8
22	все же	9	8
23	то что	12	8
24	сих пор	7	8
25	в связи	5	7
26	все эти	4	7
27	так же	13	7
28	но в	6	7
29	во всех	2	7
30	то же	10	7
31	а не	5	7
32	в том	6	6
33	кроме того	2	6
34	является не	2	6
35	другой стороны	2	6
36	и здесь	9	6
37	в основном	2	6
38	в его	6	6
39	мы не	3	6
40	так сказать	2	6
41	ничего не	7	6
42	с другой	2	5
43	именно в	2	5
44	мы знаем	11	5
45	не в	7	5
46	совершается в	2	5
47	того чтобы	2	5
48	хотя бы	2	5
49	самого начала	2	4
50	что в	12	4
51	вопрос о	4	4
52	с самого	2	4
53	в ней	4	4
54	здесь мы	3	4
55	не столько	2	4
56	а в	12	4
57	и на	4	4
58	сказать что	2	4
59	с этим	5	4
60	еще не	9	4
61	было бы	5	4
62	не будем	4	4
63	как в	5	4
64	он является	2	3
65	и есть	5	3
66	здесь в	2	3
67	в котором	5	3
68	из них	2	3
69	все это	3	3
70	по отношению	3	3
71	не было	2	3
72	того что	3	3
73	с другими	2	3
74	его в	10	3
75	нет ничего	2	3
76	смысле этого	2	3
77	этом случае	5	3
78	том что	7	3
79	мы должны	4	3
80	одной из	4	3
81	в сущности	2	3
82	он не	8	3
83	на самом	2	3
84	но все	5	3
85	и ее	2	3
86	и это	3	3
87	в которой	2	3
88	зависит от	2	2
89	же как	5	2
90	никогда не	15	2
91	дано в	2	2
92	в тот	2	2
93	следовательно не	2	2
94	ни в	2	2
95	как она	4	2
96	мог бы	3	2
97	но если	3	2
98	в виду	2	2
99	и др	4	2
100	подойти к	2	2
101	делают его	2	2
102	с ее	2	2
103	на этой	2	2
104	и их	2	2
105	и только	2	2
106	со всех	4	2
107	не просто	2	2
108	это так	2	2
109	можно было	5	2
110	в работе	3	2
111	нет еще	2	2
112	в одной	4	2
113	же и	3	2
114	из этих	3	2
115	зрения так	2	2
116	о том	3	2
117	как он	3	2
118	так как	14	2
119	к этой	4	2
120	и с	4	2
121	и более	2	2
122	по мере	3	2
123	что он	24	2
124	в себе	4	2
125	одна из	2	2
126	в качестве	3	2
127	она не	5	2
128	другими словами	4	2
129	мы уже	6	2
130	к тому	5	2
131	не все	2	2
132	что и	6	2
133	отношению к	3	2
134	пока не	4	2
135	всех сторон	4	2
136	человека в	2	2
137	на стадии	3	2
138	той же	2	2
139	или в	2	2
140	связана с	6	2
141	то мы	2	2
142	мы можем	8	2
143	тем что	4	2
144	могут быть	2	2
145	в другом	9	2
146	могла бы	2	2
147	не знает	2	2
148	в русской	5	2
149	из него	2	2
