N	2gram	Tiupa_Lite_1	KulturaY
1	в том	16	30
2	и в	8	24
3	потому что	3	23
4	том что	14	21
5	что в	3	17
6	было бы	2	15
7	в этом	12	14
8	точки зрения	6	14
9	может быть	13	13
10	все же	4	12
11	таким образом	3	12
12	в его	7	12
13	и не	12	12
14	не в	8	11
15	только в	8	11
16	в силу	4	10
17	в самом	3	10
18	не только	24	10
19	хотя бы	2	10
20	то что	10	9
21	прежде всего	11	9
22	отношению к	2	9
23	самом деле	2	9
24	того что	6	9
25	с точки	2	9
26	о том	2	9
27	а только	2	8
28	по отношению	3	8
29	то же	5	8
30	уже не	7	8
31	а не	16	8
32	как раз	4	8
33	тем что	2	8
34	не менее	7	7
35	с другой	3	7
36	связи с	6	7
37	в качестве	17	7
38	как бы	7	7
39	не может	5	7
40	это не	4	7
41	в области	3	7
42	так и	4	7
43	что он	5	6
44	при этом	19	6
45	что такое	2	6
46	но и	17	6
47	можно было	2	6
48	все эти	2	6
49	этого рода	2	6
50	не случайно	2	6
51	еще и	3	5
52	к тому	2	5
53	но не	4	5
54	еще не	4	5
55	что не	2	5
56	например в	3	5
57	всяком случае	2	5
58	этом отношении	2	5
59	в виду	3	5
60	а потому	2	5
61	а в	3	5
62	и его	4	5
63	во всяком	3	5
64	между тем	2	5
65	xix века	6	5
66	в рамках	6	4
67	с его	5	4
68	в частности	15	4
69	к себе	3	4
70	в нем	2	4
71	же в	5	4
72	того же	2	4
73	в пределах	3	4
74	из них	4	4
75	один из	3	4
76	должен быть	2	4
77	не есть	2	4
78	тем не	2	4
79	в целом	8	4
80	со стороны	4	4
81	как в	5	4
82	не на	2	4
83	тем самым	5	4
84	роль в	2	4
85	в данном	5	4
86	из этих	2	4
87	и является	2	4
88	уже в	5	3
89	казалось бы	5	3
90	состоит в	11	3
91	для этого	4	3
92	на себя	2	3
93	или иной	2	3
94	то это	2	3
95	сводится к	3	3
96	ли не	3	3
97	в этой	4	3
98	в сущности	2	3
99	на том	2	3
100	даже в	2	3
101	в своем	11	3
102	в связи	4	3
103	не было	3	3
104	в их	3	3
105	и даже	3	3
106	несмотря на	3	3
107	той же	3	3
108	должна быть	2	3
109	с их	3	3
110	и то	2	3
111	нуждается в	3	3
112	себе в	2	3
113	в себе	7	3
114	как это	8	3
115	я не	7	2
116	для них	2	2
117	и есть	3	2
118	никогда не	4	2
119	именно так	2	2
120	превращается в	2	2
121	с этой	5	2
122	не является	2	2
123	этого не	2	2
124	так или	8	2
125	в то	5	2
126	что его	3	2
127	и того	2	2
128	как и	6	2
129	в москве	2	2
130	же время	5	2
131	в своей	4	2
132	по преимуществу	4	2
133	одним из	5	2
134	том же	3	2
135	же и	3	2
136	от себя	2	2
137	относится к	2	2
138	тем более	2	2
139	и тем	4	2
140	не говоря	2	2
141	дело не	2	2
142	то и	2	2
143	в слове	2	2
144	не мог	3	2
145	лишь в	4	2
146	во втором	2	2
147	бы на	2	2
148	во многих	2	2
149	или иначе	9	2
150	не столько	5	2
151	также и	3	2
152	одно из	3	2
153	чуть ли	2	2
154	что я	2	2
155	этой точки	3	2
156	здесь как	2	2
157	тогда как	13	2
158	но в	3	2
159	своего времени	2	2
