N	2gram	Medvedev_F_2	Komedia
1	и в	38	22
2	и не	20	21
3	т е	26	16
4	том что	2	13
5	в том	11	12
6	таким образом	20	12
7	со стороны	2	11
8	так как	4	11
9	ни в	2	10
10	потому что	2	10
11	в самом	16	9
12	вместе с	6	9
13	если бы	5	8
14	что он	5	8
15	в его	10	8
16	что и	8	8
17	в этом	27	8
18	его в	3	8
19	при этом	9	7
20	то же	6	7
21	не по	2	7
22	едва ли	2	7
23	а в	6	7
24	в конце	2	7
25	к этому	4	6
26	для того	3	6
27	к тому	4	6
28	может быть	23	6
29	как раз	6	6
30	самом деле	8	6
31	того чтобы	3	6
32	и его	21	6
33	в то	5	6
34	связи с	13	5
35	что в	7	5
36	же время	5	5
37	прежде всего	15	5
38	то это	3	5
39	как это	2	5
40	хотя и	3	5
41	не только	9	5
42	в своей	7	5
43	отношение к	2	5
44	из них	4	5
45	все это	3	5
46	он не	6	5
47	тем что	8	5
48	к нему	3	5
49	с ним	2	5
50	но в	4	5
51	с самого	2	4
52	самого начала	2	4
53	с тем	11	4
54	но все	3	4
55	должен был	2	4
56	отнюдь не	8	4
57	с другой	3	4
58	вовсе не	11	4
59	и здесь	3	4
60	он был	2	4
61	все же	8	4
62	не в	15	4
63	до конца	2	4
64	в ней	6	4
65	и т	14	4
66	то что	6	4
67	но и	13	4
68	и речи	5	4
69	т п	9	4
70	с помощью	10	4
71	а не	6	4
72	и для	5	4
73	точки зрения	8	4
74	в связи	10	4
75	бы в	5	4
76	так и	8	4
77	не является	3	4
78	хотя бы	6	4
79	и с	9	4
80	ничем не	2	4
81	с его	11	3
82	от нее	4	3
83	никогда не	2	3
84	то ни	2	3
85	следует что	3	3
86	в какой	3	3
87	с этим	5	3
88	одного из	3	3
89	в нем	13	3
90	идет о	2	3
91	и к	4	3
92	в ее	2	3
93	как и	9	3
94	в этой	6	3
95	было бы	6	3
96	должно было	3	3
97	как бы	4	3
98	один из	2	3
99	в целом	3	3
100	даже не	2	3
101	приводит к	2	3
102	не может	14	3
103	что не	4	3
104	с точки	7	3
105	столь же	2	3
106	тем же	3	3
107	и даже	4	3
108	не имеет	2	3
109	не так	2	3
110	в других	7	3
111	их в	2	3
112	во всяком	5	3
113	не о	4	3
114	говорить о	5	3
115	и этим	2	3
116	в которой	2	3
117	ничего не	4	3
118	всяком случае	5	3
119	в основе	5	2
120	уже в	2	2
121	сам он	2	2
122	все время	6	2
123	состоит в	2	2
124	а о	3	2
125	в качестве	2	2
126	не как	4	2
127	как в	4	2
128	не будет	2	2
129	это не	2	2
130	равно как	2	2
131	и все	3	2
132	представление о	2	2
133	не могут	7	2
134	для понимания	6	2
135	а как	3	2
136	если мы	5	2
137	мы знаем	3	2
138	его от	4	2
139	отличие от	2	2
140	по существу	7	2
141	что они	4	2
142	она не	2	2
143	в пределах	12	2
144	совершенно не	4	2
145	в сущности	4	2
146	и о	2	2
147	известной степени	4	2
148	конце концов	2	2
149	между ними	2	2
150	в котором	2	2
151	если же	2	2
152	в развитии	2	2
153	один шаг	2	2
154	во всех	5	2
155	в их	6	2
156	как мы	7	2
157	другой стороны	4	2
158	его не	2	2
159	в известной	2	2
160	не было	6	2
161	этом отношении	7	2
162	не приходится	3	2
163	мы не	3	2
164	в эпоху	2	2
165	какой мере	2	2
166	все остальные	2	2
167	что для	2	2
168	роль в	3	2
169	с другими	10	2
170	в таком	2	2
171	и на	3	2
172	здесь и	4	2
173	в результате	6	2
174	тому что	2	2
175	между тем	2	2
176	он и	3	2
177	и ее	6	2
178	и это	2	2
179	из этого	2	2
180	что эта	2	2
181	здесь не	4	2
182	в области	3	2
183	в виду	2	2
