N	2gram	Losev_Vlad_1	VerxiiNi
1	и в	31	26
2	таким образом	3	22
3	с тем	2	18
4	вместе с	3	15
5	в этом	14	15
6	точки зрения	2	13
7	в том	11	11
8	после смерти	4	10
9	может быть	6	10
10	не только	24	10
11	и с	14	10
12	из этих	2	10
13	что в	14	9
14	но и	19	9
15	так как	8	9
16	с другой	3	8
17	главным образом	4	8
18	но не	3	8
19	в общем	3	8
20	и не	17	8
21	и у	4	8
22	как на	2	8
23	том что	14	7
24	из них	2	7
25	к нему	4	7
26	то что	18	7
27	а с	5	7
28	потому что	11	7
29	но в	12	7
30	в конце	9	6
31	к тому	3	6
32	и потому	6	6
33	того же	6	6
34	несмотря на	4	6
35	всяком случае	2	6
36	что и	5	6
37	все же	3	6
38	так и	6	6
39	все это	5	6
40	в отношении	3	6
41	все эти	3	6
42	во всяком	2	6
43	в себе	4	6
44	мы должны	2	6
45	о том	11	6
46	образом в	2	5
47	и к	6	5
48	тому же	2	5
49	отношение к	3	5
50	одной из	2	5
51	в его	12	5
52	никогда не	9	5
53	к жизни	2	5
54	или менее	3	5
55	лишь в	2	5
56	того чтобы	2	5
57	для того	2	5
58	и для	2	5
59	более или	3	5
60	учение о	2	4
61	и от	5	4
62	что все	2	4
63	что он	12	4
64	в нем	4	4
65	очень мало	2	4
66	в самом	2	4
67	в котором	6	4
68	не может	6	4
69	а в	9	4
70	то же	6	4
71	в течение	9	4
72	и что	6	4
73	на этот	6	4
74	и по	8	4
75	бога и	2	4
76	во время	3	4
77	в виде	3	4
78	он не	10	4
79	в то	8	4
80	только в	9	4
81	то есть	3	4
82	в этой	4	4
83	при жизни	2	4
84	не менее	2	3
85	по учению	2	3
86	хотя бы	2	3
87	к этому	6	3
88	ясно что	2	3
89	можно сказать	6	3
90	для него	7	3
91	так что	10	3
92	и как	4	3
93	в своем	4	3
94	в качестве	6	3
95	и если	5	3
96	и о	2	3
97	тем не	2	3
98	к концу	2	3
99	когда он	5	3
100	в связи	3	3
101	при этом	2	3
102	уже не	3	3
103	того что	2	3
104	и даже	15	3
105	в которой	4	3
106	в результате	2	3
107	конце концов	3	3
108	уже в	7	2
109	начиная с	2	2
110	с его	11	2
111	он в	3	2
112	взгляд на	3	2
113	в них	2	2
114	и особенно	4	2
115	на все	2	2
116	на то	5	2
117	этого последнего	2	2
118	ему в	2	2
119	а также	5	2
120	к его	3	2
121	и здесь	3	2
122	духовного развития	2	2
123	по существу	2	2
124	в начале	3	2
125	по своему	3	2
126	все что	2	2
127	же время	4	2
128	так например	2	2
129	что мы	2	2
130	тот же	3	2
131	еще не	2	2
132	и из	3	2
133	время он	3	2
134	конечно не	2	2
135	с того	2	2
136	один из	4	2
137	жизни и	5	2
138	по своим	3	2
139	только что	2	2
140	иной раз	6	2
141	не было	5	2
142	если не	3	2
143	и сейчас	2	2
144	свидетельствует о	3	2
145	одним из	2	2
146	виде в	2	2
147	и на	3	2
148	сказать что	7	2
149	больше чем	2	2
150	не в	5	2
151	еще на	2	2
152	по своей	4	2
153	о котором	2	2
154	этот факт	2	2
155	и все	4	2
156	и это	2	2
157	в россии	4	2
158	из этого	2	2
159	и действительно	3	2
