N	2gram	Voloshinov_1	formyVre
1	и в	38	46
2	в этом	10	22
3	прежде всего	21	14
4	вовсе не	2	13
5	и его	7	12
6	только в	6	11
7	не только	27	11
8	во всех	6	11
9	в том	2	10
10	как бы	28	10
11	точки зрения	10	10
12	то есть	4	10
13	но в	5	10
14	не в	6	9
15	мы уже	10	9
16	вместе с	5	9
17	но и	13	9
18	и не	14	9
19	и для	3	9
20	в связи	2	8
21	связи с	3	8
22	как и	10	8
23	в его	6	8
24	жизни и	3	8
25	то же	14	8
26	того чтобы	7	8
27	для того	9	8
28	с точки	5	8
29	потому что	5	8
30	из них	3	8
31	в одном	3	7
32	может быть	13	7
33	то что	8	7
34	так и	6	7
35	и на	6	7
36	так сказать	4	7
37	никогда не	7	6
38	и все	4	6
39	при этом	9	6
40	как мы	9	6
41	еще не	3	6
42	его в	4	6
43	все же	7	6
44	все это	4	6
45	те же	4	6
46	человека в	2	6
47	и наконец	5	6
48	в основе	2	6
49	так как	7	6
50	и с	5	6
51	в частности	3	5
52	с этим	2	5
53	связанные с	2	5
54	в дальнейшем	2	5
55	в то	9	5
56	но не	2	5
57	он не	2	5
58	в нем	4	5
59	все эти	2	5
60	должно быть	2	5
61	место в	2	4
62	уже в	5	4
63	отнюдь не	10	4
64	же время	7	4
65	с ним	2	4
66	том что	3	4
67	за ними	2	4
68	в котором	3	4
69	в мире	2	4
70	и их	5	4
71	конечно не	3	4
72	как в	2	4
73	отношения к	3	4
74	еще более	2	4
75	а не	6	4
76	и он	2	4
77	также и	2	4
78	их в	3	4
79	в себе	9	4
80	о том	4	4
81	не было	2	3
82	прежде чем	2	3
83	мы будем	6	3
84	связанных с	3	3
85	не является	5	3
86	та же	3	3
87	к этому	2	3
88	что было	3	3
89	как уже	2	3
90	с помощью	6	3
91	к тому	4	3
92	что он	2	3
93	самое время	2	3
94	и как	9	3
95	в качестве	4	3
96	для него	3	3
97	кроме того	2	3
98	тот же	2	3
99	хотя и	3	3
100	нет и	3	3
101	что и	3	3
102	слова и	5	3
103	отношение к	2	3
104	всего в	3	3
105	в форме	6	3
106	целый ряд	3	3
107	таким образом	7	3
108	уже не	4	3
109	здесь мы	3	3
110	того что	4	3
111	и даже	3	3
112	а в	5	3
113	роль в	3	3
114	в которых	2	3
115	тем что	2	3
116	же самое	5	3
117	в этих	2	3
118	в виду	3	3
119	до того	3	2
120	по своему	3	2
121	друг другу	2	2
122	это не	3	2
123	и так	6	2
124	или иной	4	2
125	можно сказать	4	2
126	но эта	2	2
127	влияние на	4	2
128	в отношении	2	2
129	и несколько	2	2
130	не мог	3	2
131	у нас	4	2
132	своей жизни	5	2
133	мы видим	3	2
134	в действительной	2	2
135	в этой	6	2
136	с тем	8	2
137	больше и	2	2
138	а на	2	2
139	между ними	3	2
140	равно как	2	2
141	и пр	4	2
142	было бы	7	2
143	и к	4	2
144	словом и	3	2
145	и потому	2	2
146	один из	4	2
147	сих пор	2	2
148	мы видели	5	2
149	этом случае	3	2
150	и т.п	21	2
151	не может	12	2
152	здесь не	2	2
153	если не	3	2
154	этом отношении	2	2
155	и вот	3	2
156	в той	5	2
157	лишь в	4	2
158	тем же	3	2
159	человек не	2	2
160	так же	4	2
161	у них	2	2
162	каждый из	2	2
163	но это	2	2
164	и от	7	2
165	мы имеем	2	2
166	не знает	3	2
167	в конце	6	2
168	и это	7	2
169	как это	5	2
