N	2gram	Berdyaev_M_1	Literetu
1	и не	11	22
2	и в	28	16
3	в мире	10	16
4	не только	29	14
5	но и	25	14
6	в этом	20	14
7	а не	25	12
8	то что	5	12
9	может быть	30	12
10	в том	6	12
11	не в	16	10
12	того что	7	9
13	в то	2	9
14	в жизни	3	8
15	том что	3	8
16	не может	28	8
17	в этой	6	8
18	как бы	2	8
19	в своей	15	7
20	себя в	3	7
21	точки зрения	4	7
22	только в	6	7
23	с его	3	6
24	к тому	3	6
25	в его	9	6
26	и его	9	6
27	в себе	7	6
28	о том	2	6
29	это не	5	5
30	что он	10	5
31	в ее	3	5
32	как и	5	5
33	лишь в	6	5
34	вместе с	6	5
35	как в	2	5
36	а в	4	5
37	в основе	2	5
38	то есть	3	5
39	место в	2	4
40	но не	8	4
41	никогда не	14	4
42	до конца	14	4
43	в начале	2	4
44	и для	2	4
45	одним из	2	4
46	отношению к	2	4
47	по отношению	2	4
48	жизни в	2	4
49	входит в	2	4
50	должно быть	3	4
51	одно из	3	4
52	как будто	2	4
53	личности в	2	3
54	прежде всего	10	3
55	и как	2	3
56	о чем	2	3
57	и к	2	3
58	в самом	11	3
59	еще в	2	3
60	жизни и	2	3
61	бы и	3	3
62	человеческого духа	26	3
63	уже не	4	3
64	потому что	16	3
65	по своей	2	3
66	в иных	3	3
67	отношения к	4	3
68	но в	7	3
69	с которой	2	2
70	что в	10	2
71	если бы	2	2
72	быть может	7	2
73	с этой	4	2
74	не как	4	2
75	в конце	7	2
76	к этому	2	2
77	вопрос о	2	2
78	и вместе	4	2
79	ни с	4	2
80	в нем	13	2
81	у нас	5	2
82	него не	2	2
83	в свою	2	2
84	для него	11	2
85	было бы	10	2
86	этот путь	3	2
87	о нем	2	2
88	себя и	3	2
89	один из	4	2
90	что и	4	2
91	все же	2	2
92	отношение к	4	2
93	когда он	3	2
94	с ней	2	2
95	быть не	2	2
96	человека в	13	2
97	и вот	3	2
98	свободы и	10	2
99	того чтобы	2	2
100	для того	2	2
101	и на	6	2
102	и с	3	2
103	тем что	4	2
104	он в	2	2
105	эти слова	2	2
106	он и	2	2
107	xix века	4	2
108	не знает	4	2
109	его в	3	2
110	и потому	10	2
111	в глубине	8	2
112	мира и	5	2
113	русской литературы	5	2
