N	2gram	Voloshinov_1	Psycholo
1	то что	10	32
2	и в	15	31
3	в том	4	30
4	что в	6	23
5	может быть	13	22
6	таким образом	21	20
7	при этом	7	19
8	так как	9	18
9	не может	13	17
10	как и	6	16
11	том что	5	16
12	и не	16	16
13	точки зрения	13	15
14	только в	6	14
15	а не	2	13
16	не только	5	13
17	что и	2	13
18	если мы	5	12
19	мы не	4	12
20	в этом	13	12
21	в самом	6	11
22	могут быть	6	11
23	не в	4	11
24	в области	3	11
25	того что	2	10
26	потому что	4	10
27	по себе	2	9
28	ни в	6	9
29	как в	3	9
30	самом деле	7	9
31	никогда не	7	8
32	вместе с	4	8
33	все это	5	8
34	и что	3	8
35	во всяком	4	8
36	что мы	2	8
37	что он	8	7
38	на основании	2	7
39	и его	15	7
40	того чтобы	2	7
41	сказать что	6	7
42	что это	3	6
43	вовсе не	2	6
44	зависимости от	2	6
45	до конца	5	6
46	было бы	6	6
47	если бы	3	6
48	из этих	4	6
49	всяком случае	3	6
50	отнюдь не	2	6
51	а в	6	6
52	что она	2	6
53	и даже	2	6
54	в психологии	2	6
55	в его	9	6
56	художественной формы	2	5
57	и есть	2	5
58	формы и	2	5
59	и все	4	5
60	не является	3	5
61	в ее	4	5
62	все же	5	5
63	она не	2	5
64	совершенно не	2	5
65	как бы	11	5
66	в зависимости	2	5
67	в целом	2	5
68	в процессе	4	5
69	и для	2	5
70	то же	7	5
71	к психологии	2	5
72	в то	6	5
73	к тому	4	4
74	все время	4	4
75	и другие	2	4
76	прежде всего	11	4
77	тому что	3	4
78	в себе	4	4
79	одна из	3	4
80	мы увидим	4	4
81	у него	3	4
82	со всеми	3	4
83	у нас	3	4
84	и о	3	4
85	объективной психологии	5	4
86	один из	4	4
87	в этих	2	4
88	со стороны	2	4
89	к этому	7	4
90	в совершенно	2	4
91	те же	4	4
92	для всех	2	4
93	и у	6	4
94	в своих	4	4
95	мы можем	12	4
96	в искусстве	3	4
97	между тем	2	4
98	психологии и	2	3
99	совсем не	5	3
100	не могут	3	3
101	как на	3	3
102	его и	2	3
103	в своем	2	3
104	точку зрения	4	3
105	в состоянии	2	3
106	что все	5	3
107	в собственном	2	3
108	а потому	2	3
109	и к	7	3
110	мы знаем	7	3
111	но это	2	3
112	но не	5	3
113	все что	9	3
114	смысле слова	2	3
115	не можем	3	3
116	до сих	3	3
117	в этой	5	3
118	он не	4	3
119	но мы	2	3
120	сих пор	3	3
121	жизни и	5	3
122	в своей	9	3
123	так и	10	3
124	что при	2	3
125	только на	2	3
126	тому чтобы	3	3
127	не было	4	3
128	что оно	2	3
129	от того	3	3
130	и вот	6	3
131	должны быть	3	3
132	и по	5	3
133	той же	2	3
134	роль в	6	3
135	в таком	3	3
136	в обществе	2	3
137	случае в	2	3
138	в одной	2	3
139	и только	4	3
140	с этим	6	3
141	нуждается в	2	3
142	может стать	3	3
143	все то	2	3
144	но в	9	3
145	в основе	3	2
146	не менее	3	2
147	не существует	3	2
148	этих двух	2	2
149	или иное	2	2
150	направлений в	3	2
151	главным образом	4	2
152	психологическая проблема	2	2
153	человека и	6	2
154	в жизни	5	2
155	в основу	2	2
156	не всегда	4	2
157	с ним	12	2
158	на место	3	2
159	объективная психология	5	2
160	тем не	2	2
161	уже не	5	2
162	экспериментальная психология	3	2
163	и потому	8	2
164	себя и	3	2
165	в качестве	2	2
166	тот же	5	2
167	и может	4	2
168	и тот	2	2
169	по поводу	2	2
170	на один	2	2
171	что такое	3	2
172	образы и	2	2
173	к другим	2	2
174	и очень	2	2
175	далеко не	4	2
176	в него	2	2
177	на почве	2	2
178	в нем	4	2
179	мы видели	5	2
180	и психология	2	2
181	отношение к	7	2
182	но и	4	2
183	что же	4	2
184	мысли и	4	2
185	приводит к	2	2
186	как мы	10	2
187	как раз	2	2
188	в нас	2	2
189	и таким	2	2
190	по мнению	6	2
191	этом отношении	2	2
192	таким путем	2	2
193	на самом	2	2
194	в себя	5	2
195	этой области	3	2
196	который стал	2	2
197	именно и	3	2
198	к нему	7	2
199	с точки	10	2
200	то или	2	2
201	увидим что	4	2
202	отметить что	2	2
203	в чем	4	2
204	ничего не	2	2
205	нас в	2	2
206	их в	2	2
207	и с	7	2
208	одно из	3	2
209	в каком	3	2
210	бы и	2	2
211	в сознании	3	2
212	и то	2	2
213	это только	2	2
214	бы в	2	2
215	это новое	2	2
216	будто бы	2	2
217	его в	8	2
218	благодаря тому	2	2
219	таком случае	2	2
220	из этого	2	2
221	только то	3	2
222	в одном	3	2
223	или как	3	2
