N	2gram	Potebnia_M_1	Istorich
1	и т	6	27
2	и в	39	26
3	т д	4	24
4	так же	5	18
5	то что	10	16
6	не только	21	15
7	что в	22	14
8	может быть	27	14
9	но и	20	12
10	связь с	2	12
11	показывает что	3	10
12	так и	13	10
13	таким образом	13	10
14	и его	5	10
15	при помощи	2	10
16	что и	6	9
17	все же	6	9
18	и не	18	9
19	так как	21	9
20	то же	6	8
21	а в	5	8
22	в этих	7	7
23	как и	9	7
24	он не	3	7
25	как в	10	7
26	в этом	15	7
27	таким же	2	6
28	мы видим	4	6
29	еще не	6	6
30	мы видели	4	6
31	вместе с	8	6
32	не может	22	6
33	а не	21	6
34	и то	3	6
35	потому что	52	6
36	мы можем	2	6
37	могут быть	9	6
38	и как	6	5
39	это не	7	5
40	точно так	11	5
41	в одном	8	5
42	но все	2	5
43	но не	8	5
44	и только	2	5
45	в его	5	5
46	то это	5	5
47	как мы	2	5
48	и что	10	5
49	уже не	2	5
50	и по	6	5
51	не в	15	5
52	и с	3	5
53	тем что	9	5
54	мы должны	3	5
55	но в	9	5
56	в человеческом	2	4
57	с другой	7	4
58	вовсе не	5	4
59	вопрос о	4	4
60	все что	2	4
61	в своей	3	4
62	другой стороны	5	4
63	тогда как	2	4
64	того как	6	4
65	его на	2	4
66	и даже	4	4
67	но он	2	4
68	о том	2	4
69	только что	2	3
70	и более	2	3
71	в другой	3	3
72	он должен	2	3
73	из этих	4	3
74	же в	2	3
75	для нас	9	3
76	в том	26	3
77	том что	16	3
78	и других	4	3
79	его к	2	3
80	но это	5	3
81	и при	3	3
82	во всем	4	3
83	при этом	6	3
84	не что	2	3
85	она не	3	3
86	мы увидим	3	3
87	и если	2	3
88	относится к	3	3
89	как бы	6	3
90	на то	2	3
91	на него	3	3
92	только тогда	5	3
93	или же	3	3
94	не мог	3	3
95	не имеет	5	3
96	есть только	11	3
97	или в	2	3
98	то чего	2	3
99	что иное	2	3
100	связи с	3	3
101	что мы	4	3
102	только в	25	3
103	там где	4	3
104	к этой	3	3
105	иное как	2	3
106	не могут	4	2
107	с тем	5	2
108	должна быть	3	2
109	не менее	6	2
110	и есть	2	2
111	никогда не	4	2
112	однако в	4	2
113	в своем	3	2
114	и во	3	2
115	с этим	7	2
116	и все	3	2
117	а как	2	2
118	в некотором	2	2
119	по себе	10	2
120	и тем	3	2
121	человеком и	3	2
122	тем не	6	2
123	этого существа	2	2
124	так что	16	2
125	есть в	2	2
126	в истории	7	2
127	от него	4	2
128	было бы	12	2
129	том как	3	2
130	если бы	14	2
131	между прочим	2	2
132	у нас	2	2
133	видеть в	2	2
134	к ним	2	2
135	хотя и	3	2
136	указывают на	2	2
137	что на	6	2
138	между человеком	2	2
139	не могло	3	2
140	не видно	5	2
141	хотя бы	2	2
142	в нем	20	2
143	не есть	10	2
144	в целом	2	2
145	не по	4	2
146	в пути	2	2
147	от того	4	2
148	и их	3	2
149	что это	3	2
150	в языке	33	2
151	связь между	2	2
152	в других	2	2
153	и наоборот	6	2
154	посредником между	2	2
155	предположение что	2	2
156	этот вопрос	2	2
157	того что	8	2
158	на этот	2	2
159	по его	7	2
160	увидим что	4	2
161	в таких	2	2
162	с этой	2	2
163	сказать что	3	2
164	даже и	2	2
165	известно что	2	2
166	его с	2	2
167	в себе	13	2
168	в этой	3	2
169	могло бы	3	2
170	то мы	2	2
171	так например	3	2
