N	2gram	Tiupa_Disk_2	StatiiOP
1	и в	16	25
2	в этом	16	24
3	у пушкина	2	22
4	в том	8	20
5	что в	5	19
6	что он	2	19
7	может быть	16	19
8	том что	10	15
9	в этой	4	14
10	в его	3	12
11	то что	5	12
12	не только	10	12
13	в этих	3	11
14	прежде всего	7	10
15	и не	15	10
16	но и	11	9
17	все это	2	8
18	в языке	2	8
19	в своих	6	8
20	о том	4	8
21	это не	3	7
22	не может	9	7
23	точки зрения	4	7
24	в то	5	7
25	место в	2	6
26	из этих	3	6
27	не в	3	6
28	только в	3	6
29	как бы	4	6
30	как в	8	6
31	как на	3	6
32	а в	2	6
33	и на	5	6
34	в русской	3	6
35	в области	2	6
36	между тем	2	6
37	то же	6	5
38	в них	3	5
39	потому что	4	5
40	с другой	5	5
41	ни в	7	5
42	такого рода	9	5
43	в котором	3	5
44	на почве	2	5
45	и это	2	5
46	а не	14	5
47	другой стороны	2	5
48	он не	3	5
49	отношения между	2	5
50	так и	9	5
51	мы имеем	2	5
52	но в	11	5
53	этом отношении	4	4
54	состоит в	16	4
55	это в	2	4
56	как и	16	4
57	но это	3	4
58	в качестве	16	4
59	можно сказать	3	4
60	например в	3	4
61	в ней	2	4
62	а также	8	4
63	в своей	6	4
64	в целом	2	4
65	отношение к	2	4
66	не было	3	4
67	с точки	2	4
68	и для	2	4
69	и с	2	4
70	можно назвать	4	4
71	все же	6	4
72	с его	6	3
73	к этому	4	3
74	же время	5	3
75	для него	5	3
76	одной стороны	4	3
77	и наконец	3	3
78	все эти	3	3
79	не является	4	3
80	или из	2	3
81	своего рода	10	3
82	со стороны	10	3
83	уже не	3	3
84	и его	3	3
85	в рассказе	4	3
86	говорить о	2	3
87	в другом	3	3
88	в творчестве	3	3
89	я и	4	3
90	а с	5	2
91	не менее	7	2
92	никогда не	2	2
93	не столько	3	2
94	в рамках	7	2
95	одного из	4	2
96	и ее	3	2
97	или иной	3	2
98	этот человек	2	2
99	такой же	2	2
100	есть в	2	2
101	но не	7	2
102	времени и	2	2
103	того же	2	2
104	еще не	6	2
105	и может	3	2
106	при всей	7	2
107	вместе с	2	2
108	не на	2	2
109	с ее	2	2
110	с одной	4	2
111	той же	2	2
112	в результате	2	2
113	одно из	4	2
114	могут быть	3	2
115	жизни но	3	2
116	разумеется не	4	2
117	то есть	12	2
118	произведения как	2	2
