N	2gram	Voloshinov_1	PoTuStor
1	может быть	13	17
2	и в	15	16
3	и пр	9	12
4	прежде всего	11	9
5	таким образом	21	9
6	в этом	13	9
7	мы можем	12	9
8	и только	4	9
9	совершенно не	2	8
10	в психике	3	8
11	и его	15	8
12	и с	7	8
13	точки зрения	13	8
14	к матери	11	8
15	не может	13	8
16	эдипов комплекс	10	8
17	с его	8	7
18	в сознание	9	7
19	сказать что	6	7
20	фрейд и	9	7
21	не только	5	7
22	в бессознательное	8	6
23	и к	7	6
24	с точки	10	6
25	самом деле	7	6
26	для него	5	6
27	при этом	7	6
28	конечно не	3	6
29	я и	6	6
30	к отцу	15	6
31	отношение к	7	5
32	все эти	9	5
33	до сознания	4	5
34	что такое	3	5
35	бессознательное и	3	5
36	в чем	4	5
37	ни в	6	5
38	ту сторону	3	5
39	по фрейду	8	5
40	нуждается в	2	5
41	сознание и	4	5
42	еще не	7	5
43	в бессознательном	2	5
44	как бы	11	5
45	в него	2	5
46	с самого	7	4
47	самого начала	5	4
48	в нем	4	4
49	по ту	3	4
50	отнюдь не	2	4
51	но и	4	4
52	так и	10	4
53	и желаний	4	4
54	все это	5	4
55	хотя бы	7	4
56	все позволено	4	4
57	законы образования	2	4
58	биологический организм	3	4
59	и все	4	4
60	принципа наслаждения	4	4
61	мысли и	4	4
62	так как	9	4
63	и не	16	4
64	на самом	2	4
65	а потому	2	4
66	как мы	10	4
67	но мы	2	4
68	и ее	3	4
69	можно сказать	4	4
70	и наконец	10	4
71	и даже	2	4
72	с ними	4	4
73	и на	3	4
74	в этой	5	4
75	бессознательного и	3	4
76	с ее	3	4
77	все что	9	4
78	по ранку	4	4
79	субъективной психологии	4	4
80	и может	4	4
81	только в	6	4
82	жизни человека	12	4
83	его в	8	4
84	буржуазной философии	3	4
85	для всех	2	4
86	но в	9	4
87	в его	9	4
88	во время	5	3
89	на две	3	3
90	мы знаем	7	3
91	сексуальное влечение	6	3
92	с сознанием	6	3
93	на этой	2	3
94	в этих	2	3
95	что в	6	3
96	жизни и	5	3
97	и есть	2	3
98	во всех	8	3
99	и др	8	3
100	могут быть	6	3
101	вместе с	4	3
102	сих пор	3	3
103	матери и	2	3
104	чем не	2	3
105	в большинстве	4	3
106	отношения к	2	3
107	в одном	3	3
108	к себе	3	3
109	через сознание	3	3
110	те же	4	3
111	фрейда в	3	3
112	и вот	6	3
113	большинстве случаев	5	3
114	ступенях развития	3	3
115	вытесненного влечения	2	3
116	и она	2	3
117	травмы рождения	4	3
118	ужас рождения	3	3
119	учение о	2	3
120	явное содержание	4	3
121	принцип реальности	2	3
122	в том	4	3
123	у фрейда	4	3
124	чувств и	6	3
125	а в	6	3
126	том что	5	3
127	его ученики	4	3
128	с другими	5	3
129	с их	3	3
130	и оно	3	3
131	ко всякому	2	3
132	то что	10	3
133	возврат в	5	3
134	их в	2	3
135	в основе	3	3
136	на этом	5	3
137	реальности и	2	3
138	две группы	3	3
139	внутриутробного состояния	3	3
140	образы сновидения	3	3
141	только на	2	3
142	и бессознательное	5	3
143	культура и	4	3
144	субъективная психология	2	3
145	представлений и	2	3
146	преодоление травмы	2	3
147	на язык	2	3
148	в области	3	3
149	во всяком	4	3
150	в основном	2	3
151	и потому	8	3
152	до сих	3	3
153	между ними	2	3
154	всяком случае	3	3
155	человеческого поведения	2	2
156	эмоций и	2	2
157	не существует	3	2
158	не стали	2	2
159	все снова	2	2
160	организме и	2	2
161	в голову	3	2
162	не менее	3	2
163	ее в	2	2
164	абстрактный биологический	2	2
165	фрейдизма как	2	2
166	свободного фантазирования	4	2
167	один из	4	2
168	не могут	3	2
169	от матери	2	2
170	и чувств	2	2
171	что и	2	2
172	не нуждается	2	2
173	его все	2	2
174	половой акт	2	2
175	в развитии	4	2
176	на следующих	2	2
177	в душе	13	2
178	не имеющие	3	2
179	сознания и	5	2
180	влечения я	2	2
181	связанных с	4	2
182	другими словами	3	2
183	внешний мир	2	2
184	влечет к	2	2
185	рассеяно по	2	2
186	потому и	3	2
187	пробиться в	2	2
188	никогда не	7	2
189	остальной психологии	2	2
190	между собой	4	2
191	подавленных энергий	2	2
192	для этого	4	2
193	если мы	5	2
194	находится в	3	2
195	эдипова комплекса	12	2
196	скрытым мыслям	2	2
197	оно не	2	2
198	из этих	4	2
199	и таким	2	2
200	сам фрейд	5	2
201	испытание с	2	2
202	громадный запас	2	2
203	и содержание	3	2
204	с этим	6	2
205	в жизни	5	2
206	то же	7	2
207	и через	2	2
208	метод свободного	4	2
209	что оно	2	2
210	к этому	7	2
211	не знает	3	2
212	него только	2	2
213	таким путем	2	2
214	по всему	2	2
215	о психическом	2	2
216	компромиссные образования	4	2
217	образов сна	2	2
218	с помощью	9	2
219	является по	2	2
220	сводится к	3	2
221	что он	8	2
222	мы не	4	2
223	в систему	2	2
224	протяжении всей	5	2
225	их цель	2	2
226	и т.п	2	2
227	сновидения и	2	2
228	что мы	2	2
229	у него	3	2
230	шутки и	2	2
231	в историю	2	2
232	можем сказать	2	2
233	и по	5	2
234	и для	2	2
235	войти в	3	2
236	в этот	4	2
237	психоаналитических сеансов	2	2
238	материнского лона	3	2
239	в постель	2	2
240	как и	6	2
241	они не	2	2
242	о бессознательном	4	2
243	но это	2	2
244	и образы	3	2
245	мы уже	5	2
246	совсем не	5	2
247	знаем что	3	2
248	он не	4	2
249	и этим	3	2
250	есть и	2	2
251	в каком	3	2
252	не можем	3	2
253	фрейд ни	2	2
254	в детской	3	2
255	на протяжении	5	2
256	об его	3	2
257	влечений и	3	2
258	было бы	6	2
259	со всеми	3	2
260	что это	3	2
261	с вытесненным	3	2
262	все то	2	2
263	желаний и	3	2
264	связанные с	2	2
265	чистого познания	2	2
266	оно и	6	2
267	и фрейдисты	2	2
268	в самом	6	2
269	во сне	2	2
270	систему бессознательного	2	2
271	за пределы	2	2
272	в своей	9	2
273	положение зародыша	3	2
274	снов и	2	2
275	только то	3	2
276	и о	3	2
277	всей последующей	2	2
278	к другим	2	2
279	с ним	12	2
280	вытесненных влечений	2	2
281	последующей жизни	2	2
282	в мир	3	2
283	явные образы	3	2
284	организма и	3	2
285	так называемый	4	2
286	исторического и	2	2
287	вытесненным представлением	2	2
288	всей жизни	4	2
289	себя и	3	2
290	цели и	2	2
