N	2gram	Losev_Prob_3	Dialekti
1	не есть	35	54
2	и не	35	27
3	а не	18	26
4	точки зрения	5	25
5	это значит	4	24
6	и в	44	24
7	и т	13	24
8	значит что	7	24
9	не только	14	23
10	есть нечто	8	23
11	т д	13	23
12	что такое	3	21
13	по себе	25	20
14	не может	7	19
15	не просто	23	18
16	ничего не	3	17
17	и есть	5	16
18	и что	7	15
19	что все	2	14
20	в таком	5	14
21	то что	23	14
22	с точки	2	14
23	может быть	28	13
24	таким образом	9	13
25	и даже	14	13
26	в мифе	3	13
27	что он	9	13
28	вовсе не	37	13
29	что это	3	12
30	того что	8	12
31	есть только	4	12
32	есть и	2	12
33	не менее	10	11
34	не имеет	9	11
35	но тогда	3	11
36	что же	8	11
37	тем не	10	10
38	отнюдь не	10	10
39	таком случае	4	10
40	ни в	8	9
41	то это	10	9
42	но и	10	9
43	нет ничего	6	9
44	есть не	5	9
45	прежде всего	3	8
46	так что	12	8
47	и как	3	8
48	это есть	3	8
49	отличается от	4	8
50	что мы	8	8
51	том что	12	8
52	в этом	17	8
53	в виде	6	8
54	если же	3	8
55	что в	8	7
56	никогда не	6	7
57	и нет	2	7
58	но что	2	7
59	в самом	3	7
60	другими словами	6	7
61	что оно	2	7
62	потому что	25	7
63	даже и	16	7
64	в виду	10	7
65	ясно что	6	7
66	это и	7	7
67	как и	10	7
68	нет никакого	4	7
69	только на	5	7
70	как раз	8	7
71	ничем не	2	7
72	иное как	4	6
73	есть то	3	6
74	кроме того	3	6
75	но если	6	6
76	все это	5	6
77	и только	6	6
78	д и	4	6
79	и с	9	6
80	что иное	4	6
81	о том	6	6
82	так как	9	6
83	больше ничего	2	6
84	если бы	3	6
85	и все	3	6
86	не что	4	6
87	об этом	3	6
88	есть именно	5	6
89	что и	9	6
90	даже не	2	6
91	то же	13	6
92	самом деле	3	6
93	можно ли	4	5
94	всегда есть	2	5
95	с этой	3	5
96	в том	21	5
97	но это	8	5
98	хотя и	5	5
99	жизни и	6	5
100	и его	5	5
101	как на	2	5
102	что для	3	5
103	в то	9	5
104	как это	2	5
105	само по	3	5
106	по крайней	5	5
107	и к	6	5
108	одно и	3	5
109	было бы	8	5
110	он не	8	5
111	крайней мере	5	5
112	так и	10	5
113	и тогда	3	5
114	и сама	2	5
115	уже не	7	5
116	и притом	4	5
117	мы не	7	5
118	от всякого	2	5
119	сам по	6	5
120	только в	19	5
121	тому что	4	4
