N	2gram	Bakhtin_Pr_2	Problemy
1	и в	43	35
2	из подполья	2	35
3	как бы	22	31
4	и не	29	27
5	что он	13	24
6	в его	10	21
7	но в	10	19
8	не может	18	18
9	к себе	7	18
10	как и	14	18
11	себе самому	4	18
12	о себе	7	17
13	в нем	12	16
14	то есть	4	16
15	к другому	5	16
16	то же	8	15
17	с самим	8	15
18	и все	6	15
19	но и	14	14
20	для него	8	14
21	может быть	23	14
22	все это	5	14
23	в сущности	9	14
24	и его	8	14
25	в этом	13	14
26	к нему	5	13
27	с другим	2	13
28	что я	6	13
29	он не	9	13
30	внутреннего диалога	5	13
31	у достоевского	14	12
32	прежде всего	10	12
33	и с	5	12
34	и к	3	12
35	в другом	7	12
36	в пределах	16	11
37	в то	7	11
38	слова и	12	11
39	не в	11	10
40	самом деле	5	10
41	же время	5	10
42	не только	11	10
43	то что	7	10
44	рассказа в	3	10
45	в двойнике	2	10
46	внутренний диалог	2	10
47	героя и	5	10
48	в отношении	3	9
49	самим собою	5	9
50	второй голос	11	9
51	ни одного	4	9
52	я не	4	8
53	так и	3	8
54	себя и	3	8
55	второго голоса	7	8
56	мы уже	3	8
57	все же	3	8
58	как мы	10	8
59	и для	3	8
60	своему предмету	4	7
61	он господа	7	7
62	слово о	4	7
63	и сам	7	7
64	я сам	2	7
65	голос голядкина	7	7
66	лишь в	8	7
67	так же	2	7
68	а в	5	7
69	самим собой	3	7
70	и наконец	6	7
71	точки зрения	13	7
72	творчестве достоевского	3	7
73	с ним	3	7
74	с его	4	7
75	вовсе не	5	7
76	еще не	9	7
77	себе и	4	7
78	для себя	2	7
79	отношению к	5	7
80	что же	7	7
81	в виде	3	7
82	отношении к	2	7
83	там где	4	7
84	таким образом	5	7
85	слова в	12	6
86	он сам	3	6
87	что в	4	6
88	в каждом	11	6
89	к тому	4	6
90	чужое слово	45	6
91	яков петрович	8	6
92	но это	4	6
93	и что	5	6
94	голядкина с	6	6
95	у меня	5	6
96	отношение к	2	6
97	в самом	7	6
98	что у	2	6
99	чужого слова	24	6
100	и на	10	6
101	он с	3	6
102	не знает	3	6
103	в одном	12	6
104	но не	5	6
105	самого голядкина	5	6
106	слово с	5	6
107	в слове	5	6
108	по отношению	5	6
109	на меня	2	6
110	чужой голос	5	6
111	только в	4	6
112	внутреннем диалоге	2	5
113	с собою	2	5
114	в конце	2	5
115	рассказчика и	4	5
116	себе самом	3	5
117	в том	6	5
118	да и	5	5
119	так что	5	5
120	я вам	3	5
121	в глаза	2	5
122	диалог с	2	5
123	в рассказ	2	5
124	уже говорили	3	5
125	пределах одного	9	5
126	и даже	3	5
127	голосов в	9	5
128	с ними	2	5
129	в романах	3	5
130	во время	4	5
131	он и	3	5
132	этого слова	2	5
133	даже в	3	5
134	на него	3	5
135	к самому	3	5
136	как в	2	5
137	диалог ивана	2	5
138	внутренней речи	2	5
139	героя в	3	5
140	и то	2	5
141	в себе	5	5
142	и это	4	5
143	но на	2	4
144	ну так	4	4
145	слово героя	3	4
146	никогда не	9	4
147	голоса голядкина	5	4
148	романах достоевского	2	4
149	я для	4	4
150	с другой	4	4
151	та же	2	4
152	в такой	2	4
153	переходим к	3	4
154	или иной	3	4
155	но зато	3	4
156	сливается с	2	4
157	слова о	2	4
158	но все	2	4
159	до конца	4	4
160	друг с	4	4
161	же и	4	4
162	во внутреннем	2	4
163	вот как	4	4
164	я ведь	4	4
165	рядом с	5	4
166	между тем	3	4
167	и так	2	4
168	теперь в	3	4
169	тон и	5	4
170	но он	4	4
171	в эту	3	4
172	той или	3	4
173	к чужому	7	4
174	ведь и	7	4
175	обращен к	3	4
176	его в	3	4
177	так как	4	4
178	бы в	5	4
179	человек и	2	4
180	не принимает	2	4
181	сознания и	3	4
182	у него	6	4
183	как раз	4	4
184	голядкина и	4	4
185	он говорил	2	4
186	в них	4	4
187	это слово	5	4
188	он это	2	4
189	по себе	11	4
190	чужого сознания	2	4
191	от чужого	2	4
192	так чтобы	4	4
193	во всем	3	4
194	по своему	2	4
195	самому голядкину	4	4
196	тот же	3	4
197	ивана карамазова	2	4
198	ты идешь	4	4
199	наконец в	3	4
200	в своей	4	4
201	двух голосов	5	4
202	только на	3	4
203	это он	4	4
204	со смердяковым	2	4
205	другого в	3	4
206	в той	5	4
207	а не	7	4
208	что не	2	4
209	и без	2	4
210	во всяком	2	4
211	говорили что	2	4
212	в стиле	4	4
213	тем что	3	4
214	с другом	4	4
215	что это	2	4
216	в творчестве	2	4
217	все его	2	4
218	же не	4	4
219	а он	3	3
220	уже в	2	3
221	там в	3	3
