N	2gram	Propp_Morf_1	Myslijsy
1	потому что	3	49
2	для нас	2	31
3	и в	13	24
4	может быть	52	23
5	то что	8	20
6	и не	12	19
7	а не	11	18
8	в том	6	18
9	что в	8	16
10	не только	4	15
11	было бы	3	13
12	не в	3	13
13	но не	4	12
14	не может	14	12
15	то же	7	12
16	мы можем	2	12
17	если бы	2	11
18	что мы	2	11
19	что и	7	11
20	мы не	8	11
21	только в	2	11
22	таким образом	21	11
23	как в	3	10
24	тогда как	2	10
25	так как	16	10
26	независимо от	3	9
27	вовсе не	4	9
28	как бы	3	9
29	но и	4	9
30	а в	7	8
31	том что	4	8
32	более или	2	8
33	или менее	2	8
34	в этом	14	8
35	могут быть	16	8
36	не могут	4	7
37	прежде всего	9	7
38	во всяком	2	7
39	всяком случае	2	7
40	во всех	4	7
41	или же	6	7
42	как и	3	7
43	того что	3	7
44	между собою	2	7
45	тем что	4	7
46	с этим	11	7
47	того как	2	7
48	связи с	10	6
49	с другой	8	6
50	и как	5	6
51	тем не	5	6
52	и т	41	6
53	не имеет	2	6
54	на другие	2	6
55	между тем	5	6
56	в то	3	6
57	заметить что	8	6
58	не менее	5	5
59	же в	2	5
60	что они	2	5
61	не от	2	5
62	на то	2	5
63	о том	2	5
64	и их	2	5
65	так и	6	5
66	а и	3	5
67	и наоборот	4	5
68	от того	3	5
69	для того	2	5
70	или не	3	5
71	из них	3	5
72	все же	7	5
73	в которой	3	5
74	во время	6	4
75	в животных	3	4
76	главным образом	4	4
77	что он	4	4
78	уже не	2	4
79	одна из	4	4
80	еще не	3	4
81	время как	3	4
82	в некоторых	3	4
83	и что	2	4
84	тому как	5	4
85	подобно тому	6	4
86	там где	5	4
87	то время	3	4
88	с тем	2	4
89	в других	3	4
90	но в	2	4
91	от другого	2	3
92	на вопрос	2	3
93	так например	3	3
94	это не	6	3
95	оно не	2	3
96	но мы	3	3
97	хотя и	3	3
98	то это	3	3
99	ни было	2	3
100	но это	6	3
101	например в	2	3
102	вслед за	5	3
103	или нет	2	3
104	если в	5	3
105	его в	2	3
106	и тем	2	3
107	не с	2	3
108	в целом	3	3
109	на него	3	3
110	со стороны	3	3
111	что она	2	3
112	есть нечто	3	3
113	только что	2	3
114	что его	2	3
115	т д	39	3
116	если мы	5	3
117	можно заметить	2	3
118	и для	2	3
119	вряд ли	2	3
120	в каком	2	3
121	как например	2	3
122	могла бы	4	3
123	далеко не	5	3
124	в этих	13	3
125	этого не	2	2
126	и затем	4	2
127	и есть	2	2
128	а то	3	2
129	в нашем	3	2
130	в какой	3	2
131	хотя бы	4	2
132	состоит в	2	2
133	к этому	3	2
134	вопрос о	7	2
135	в собственном	3	2
136	с его	2	2
137	животных и	3	2
138	у нас	2	2
139	но все	3	2
140	все эти	2	2
141	которое может	2	2
142	совсем не	3	2
143	так же	3	2
144	знать что	2	2
145	но если	7	2
146	себя и	2	2
147	если это	3	2
148	не все	6	2
149	один из	5	2
150	с теми	4	2
151	можно назвать	3	2
152	где оно	2	2
153	другой стороны	4	2
154	в связи	9	2
155	а а	2	2
156	образом мы	5	2
157	а с	2	2
158	на самом	4	2
159	самом деле	4	2
160	того чтобы	3	2
161	что такое	3	2
162	мы видим	13	2
163	и по	2	2
164	друг друга	3	2
165	как это	3	2
166	или в	4	2
167	по отношению	4	2
168	и здесь	5	2
169	сказать что	2	2
170	тому что	4	2
171	то мы	4	2
172	не на	2	2
173	можно бы	2	2
174	в другом	2	2
175	быть названо	3	2
176	или по	2	2
177	мы должны	3	2
178	на этом	3	2
179	оно может	3	2
180	это было	3	2
181	например с	2	2
