N	2gram	Bakhtin_Fr_5	Problemy
1	и в	45	34
2	и не	15	29
3	как бы	12	27
4	что он	6	23
5	в его	13	22
6	может быть	2	19
7	в нем	10	19
8	не может	5	19
9	и все	7	19
10	как и	10	18
11	но в	14	16
12	все это	7	16
13	и его	13	16
14	в этом	14	16
15	и с	10	15
16	прежде всего	10	15
17	он не	6	15
18	то же	11	14
19	к нему	2	14
20	самом деле	5	13
21	для него	3	13
22	но и	10	12
23	же время	9	12
24	и к	5	12
25	потому что	7	12
26	в то	11	12
27	вовсе не	8	11
28	в сущности	4	11
29	то что	2	11
30	на самом	5	11
31	не только	14	10
32	слова и	2	10
33	в отношении	2	9
34	не в	7	9
35	а не	4	9
36	себя и	2	8
37	в самом	4	8
38	так же	8	8
39	точки зрения	4	8
40	с ним	5	8
41	и слово	2	8
42	и для	3	8
43	в другом	3	8
44	что в	12	7
45	и даже	4	7
46	все же	2	7
47	на него	2	7
48	как мы	8	7
49	там где	3	7
50	в пределах	2	6
51	и на	5	6
52	с его	7	6
53	мы уже	4	6
54	так и	6	6
55	только в	4	6
56	что это	2	5
57	это не	3	5
58	и от	4	5
59	в конце	7	5
60	к тому	2	5
61	и что	2	5
62	того что	3	5
63	дело идет	3	5
64	в целом	2	5
65	таким образом	8	5
66	и вот	3	5
67	не мог	4	5
68	лишь в	2	5
69	а в	4	5
70	и наконец	2	5
71	он и	3	5
72	с тем	2	5
73	в одном	3	5
74	даже в	2	5
75	что и	7	5
76	и у	5	5
77	хотя бы	2	5
78	в чем	2	5
79	но на	3	4
80	что все	2	4
81	он хочет	2	4
82	ни в	3	4
83	из его	2	4
84	но это	5	4
85	на этом	5	4
86	у него	4	4
87	при этом	2	4
88	в общем	4	4
89	все эти	5	4
90	рядом с	2	4
91	в начале	2	4
92	его в	5	4
93	так как	6	4
94	как раз	5	4
95	но не	4	4
96	как в	3	4
97	и прежде	3	4
98	с точки	2	4
99	он в	2	4
100	и это	4	4
101	ничего не	4	4
102	вместе с	3	4
103	не менее	3	3
104	в каждом	2	3
105	словом и	3	3
106	в том	10	3
107	такой же	4	3
108	хотя и	5	3
109	с ее	5	3
110	мы видели	7	3
111	уже говорили	2	3
112	жизни и	8	3
113	в одной	3	3
114	в ней	8	3
115	нуждается в	3	3
116	но он	3	3
117	говорить о	2	3
118	ведь и	3	3
119	как он	3	3
120	человека с	5	3
121	большинстве случаев	2	3
122	бы в	4	3
123	с миром	8	3
124	и во	4	3
125	том что	7	3
126	по своему	4	3
127	между тем	2	3
128	со словом	2	3
129	уверен что	2	3
130	еще в	2	3
131	нет и	2	3
132	в своей	3	3
133	и как	5	3
134	говорили что	2	3
135	это было	4	3
136	он знает	2	2
137	не было	3	2
138	в сторону	2	2
139	вообще не	3	2
140	эти последние	2	2
141	сущности не	2	2
142	переходит в	2	2
143	это в	2	2
144	в большинстве	2	2
145	и если	2	2
146	друг с	2	2
147	например в	5	2
148	в эти	2	2
149	один из	2	2
150	и мысли	2	2
151	в этот	2	2
152	в своем	11	2
153	и только	2	2
154	мысль и	2	2
155	чем не	2	2
156	в заключение	3	2
157	как на	4	2
158	тенденция к	4	2
159	в которых	3	2
160	с этим	4	2
161	о том	4	2
162	почти все	3	2
163	сказать что	4	2
164	нет ни	2	2
165	во время	12	2
166	нисколько не	3	2
167	всех этих	6	2
168	очень важно	2	2
169	в них	6	2
170	он должен	2	2
171	здесь и	5	2
172	конечно в	2	2
173	не хочет	2	2
174	это и	5	2
175	того же	3	2
176	очень часто	4	2
177	и слова	2	2
178	с другом	2	2
179	но именно	2	2
180	было бы	2	2
181	со всеми	5	2
182	раз в	2	2
183	конечно не	2	2
184	во всех	13	2
185	к ней	2	2
186	но этот	3	2
187	благодаря этому	2	2
188	своего рода	4	2
189	когда он	2	2
190	всего этого	3	2
191	так в	2	2
192	в отличие	2	2
193	тому же	4	2
194	жизнь и	2	2
195	и он	3	2
196	той же	4	2
197	и без	2	2
198	и вообще	2	2
199	отличие от	2	2
200	о чем	3	2
