N	2gram	Medvedev_F_2	Psycholo
1	то что	6	32
2	и в	38	31
3	в том	11	30
4	и т	14	26
5	что в	7	23
6	может быть	23	22
7	таким образом	20	20
8	при помощи	2	20
9	при этом	9	19
10	так как	4	18
11	художественного произведения	6	17
12	не может	14	17
13	как и	9	16
14	том что	2	16
15	и не	20	16
16	т п	9	16
17	точки зрения	8	15
18	только в	6	14
19	а не	6	13
20	не только	9	13
21	что и	8	13
22	если мы	5	12
23	мы не	3	12
24	в этом	27	12
25	что искусство	2	11
26	в самом	16	11
27	могут быть	6	11
28	не в	15	11
29	в области	3	11
30	в сущности	4	10
31	художественное произведение	2	10
32	того что	3	10
33	потому что	2	10
34	искусство как	3	9
35	по себе	7	9
36	ни в	2	9
37	как в	4	9
38	самом деле	8	9
39	никогда не	2	8
40	произведение искусства	2	8
41	вместе с	6	8
42	все это	3	8
43	т д	5	8
44	во всяком	5	8
45	что он	5	7
46	и его	21	7
47	того чтобы	3	7
48	сказать что	2	7
49	что это	3	6
50	вовсе не	11	6
51	зависимости от	3	6
52	очевидно что	2	6
53	до конца	2	6
54	было бы	6	6
55	если бы	5	6
56	из этих	3	6
57	всяком случае	5	6
58	отнюдь не	8	6
59	а в	6	6
60	для того	3	6
61	и даже	4	6
62	в его	10	6
63	формы и	2	5
64	и все	3	5
65	не является	3	5
66	в ее	2	5
67	все же	8	5
68	она не	2	5
69	совершенно не	4	5
70	в какой	3	5
71	как бы	4	5
72	в зависимости	3	5
73	в целом	3	5
74	в процессе	9	5
75	другой стороны	4	5
76	и для	5	5
77	то же	6	5
78	с другой	3	5
79	и совершенно	2	5
80	в то	5	5
81	к тому	4	4
82	в которой	2	4
83	в котором	2	4
84	все время	6	4
85	и другие	2	4
86	в виду	2	4
87	прежде всего	15	4
88	тому что	2	4
89	столь же	2	4
90	отличие от	2	4
91	по существу	7	4
92	же как	3	4
93	и о	2	4
94	один из	2	4
95	в этих	2	4
96	со стороны	2	4
97	к этому	4	4
98	совпадает с	2	4
99	в результате	6	4
100	в искусстве	2	4
101	там где	4	4
102	между тем	2	4
103	как это	2	4
104	уже в	2	3
105	совсем не	2	3
106	не могут	7	3
107	с тем	11	3
108	состоит в	2	3
109	та же	2	3
110	представление о	2	3
111	должна быть	5	3
112	и к	4	3
113	что на	2	3
114	мы знаем	3	3
115	себе а	2	3
116	это и	5	3
117	но это	2	3
118	чтобы показать	3	3
119	не будет	2	3
120	но не	2	3
121	например в	3	3
122	в этой	6	3
123	хотя и	3	3
124	в слове	5	3
125	он не	6	3
126	не есть	3	3
127	от всех	2	3
128	жизни и	3	3
129	в своей	7	3
130	так и	8	3
131	разница между	2	3
132	только на	3	3
133	задачи и	3	3
134	тому чтобы	2	3
135	в отличие	2	3
136	не было	6	3
137	что оно	4	3
138	и других	2	3
139	тем же	3	3
140	какой мере	2	3
141	и по	2	3
142	роль в	3	3
143	в таком	2	3
144	в одной	2	3
145	и только	5	3
146	с этим	5	3
147	слова в	3	3
148	в конце	2	3
149	и это	2	3
150	в художественном	2	3
151	что эта	2	3
152	конце концов	2	3
153	но в	4	3
154	т е	26	3
155	в основе	5	2
156	такой же	3	2
157	этих двух	2	2
158	но совершенно	2	2
159	как прием	2	2
160	нельзя судить	2	2
161	независимо от	4	2
162	этом смысле	2	2
163	по этому	2	2
164	главным образом	3	2
165	и как	3	2
166	том случае	2	2
167	и от	2	2
168	в применении	2	2
169	ее и	2	2
170	и теперь	4	2
171	в основу	2	2
172	в такой	2	2
173	с ним	2	2
174	и здесь	3	2
175	а только	2	2
176	уже не	7	2
177	основных понятий	3	2
178	должна была	2	2
179	что они	4	2
180	в качестве	2	2
181	и может	3	2
182	с теми	2	2
183	на один	2	2
184	как таковое	4	2
185	и их	3	2
186	к другим	2	2
187	на почве	9	2
188	даже в	2	2
189	и тем	2	2
190	в нем	13	2
191	мы видели	4	2
192	отношение к	2	2
193	из них	4	2
194	произведение как	2	2
195	но и	13	2
196	что же	5	2
197	приводит к	2	2
198	как мы	7	2
199	как раз	6	2
200	то и	3	2
201	в связи	10	2
202	нигде не	2	2
203	все дело	3	2
204	этом отношении	7	2
205	на самом	3	2
206	потебни и	2	2
207	идет о	2	2
208	применении к	2	2
209	подойти к	2	2
210	тем самым	2	2
211	к нему	3	2
212	есть только	2	2
213	с точки	7	2
214	от него	2	2
215	его не	2	2
216	что для	2	2
217	отметить что	2	2
218	в чем	2	2
219	ничего не	4	2
220	как к	3	2
221	как они	4	2
222	их в	2	2
223	и с	9	2
224	понятий и	3	2
225	как например	2	2
226	но как	2	2
227	и то	2	2
228	бы в	5	2
229	в поэзии	12	2
230	если же	2	2
231	его в	3	2
232	из этого	2	2
233	стал бы	2	2
234	не то	3	2
235	как она	2	2
