N	2gram	Vygotskiy__4	EvropaiC
1	таким образом	13	32
2	в том	21	31
3	и в	33	24
4	том что	22	20
5	все эти	6	19
6	не может	10	18
7	то что	44	17
8	может быть	22	15
9	все же	5	15
10	точки зрения	6	13
11	в своем	7	12
12	до сих	3	12
13	сих пор	3	12
14	самом деле	12	12
15	в этом	28	12
16	все это	13	11
17	с этим	5	11
18	мы знаем	2	10
19	как бы	25	10
20	во всех	2	10
21	так и	3	10
22	на то	10	9
23	при этом	2	9
24	друг с	4	9
25	в результате	2	9
26	как и	5	9
27	с другом	4	9
28	что в	21	9
29	не в	2	8
30	в самом	12	8
31	так же	13	8
32	знаем что	4	8
33	если бы	10	8
34	и все	12	8
35	ясно что	5	8
36	с точки	4	8
37	для этого	8	7
38	к тому	12	7
39	но и	3	7
40	и не	13	7
41	и что	25	7
42	из этих	2	7
43	о том	20	7
44	что он	20	7
45	о которых	2	7
46	по существу	2	7
47	на самом	6	7
48	того чтобы	22	7
49	для того	23	7
50	из этого	5	7
51	все они	2	6
52	с другой	2	6
53	так что	7	6
54	в этой	9	6
55	того что	4	6
56	как на	6	6
57	и на	5	6
58	что касается	2	6
59	так как	12	6
60	с ним	5	6
61	что и	3	6
62	в мире	3	6
63	мы можем	5	6
64	только в	4	6
65	вместе с	8	6
66	именно в	2	5
67	что это	13	5
68	столь же	2	5
69	и от	2	5
70	на все	2	5
71	что все	11	5
72	тому же	3	5
73	у него	6	5
74	в целом	5	5
75	другой стороны	2	5
76	и с	2	5
77	потому что	24	5
78	его в	3	5
79	но в	2	5
80	ничем не	2	5
81	к этому	4	5
82	и к	2	5
83	в то	3	5
84	что при	2	5
85	и если	9	5
86	в его	10	5
87	не только	7	5
88	не будет	4	5
89	и для	3	5
90	но все	2	5
91	между двумя	2	5
92	в себе	6	5
93	как будто	8	5
94	далеко не	3	5
95	в которой	4	5
96	никогда не	5	4
97	та же	3	4
98	в конце	8	4
99	в такой	2	4
100	что его	3	4
101	из них	4	4
102	в их	2	4
103	должно быть	3	4
104	и то	2	4
105	всех этих	3	4
106	связи с	2	4
107	прямой линии	4	4
108	мы должны	6	4
109	мы уже	5	4
110	иначе говоря	2	4
111	он не	11	4
112	конце концов	3	4
113	оказывается что	2	4
114	что эта	6	4
115	совершенно не	4	4
116	то же	9	4
117	а с	2	4
118	и сейчас	3	4
119	если мы	12	4
120	из которых	3	4
121	хотя бы	2	4
122	в таком	4	4
123	в виде	3	4
124	мы будем	5	3
125	же как	3	3
126	с одной	3	3
127	вопрос о	2	3
128	ее и	2	3
129	в тех	2	3
130	к которой	3	3
131	для нас	7	3
132	в нем	7	3
133	целый ряд	5	3
134	что оно	3	3
135	и других	4	3
136	образом в	2	3
137	заключается в	5	3
138	и наконец	2	3
139	а в	4	3
140	это не	6	3
141	что мы	6	3
142	при помощи	4	3
143	и потому	2	3
144	с тем	4	3
145	прежде всего	2	3
146	на нас	4	3
147	в жизни	4	3
148	у нас	4	3
149	во всем	2	3
150	сейчас же	16	3
151	тот же	3	3
152	и может	5	3
153	конечно не	3	3
154	что если	3	3
155	даже в	2	3
156	только что	15	3
157	жизнь и	4	3
158	и это	5	3
159	не то	4	3
160	в сторону	3	2
161	в частности	4	2
162	тому что	6	2
163	что у	4	2
164	о них	2	2
165	с этой	4	2
166	что эти	2	2
167	он все	3	2
168	как мы	4	2
169	сводится к	2	2
170	к такому	2	2
171	совершенно ясно	8	2
172	такой же	2	2
173	что они	6	2
174	на этом	3	2
175	же время	2	2
176	одной стороны	3	2
177	том чтобы	4	2
178	в ней	6	2
179	но если	3	2
180	в виду	2	2
181	всяком случае	3	2
182	в котором	2	2
183	и уже	4	2
184	с ее	3	2
185	бы то	2	2
186	и до	3	2
187	что она	10	2
188	что для	5	2
189	те же	2	2
190	в самой	6	2
191	к таким	2	2
192	в которых	3	2
193	что такой	2	2
194	и так	4	2
195	одно из	2	2
196	говорить о	3	2
197	не было	3	2
198	все то	12	2
199	также и	2	2
200	на нее	2	2
201	во всяком	3	2
202	то есть	13	2
203	в основе	3	2
204	только не	2	2
205	при таком	3	2
206	до тех	2	2
207	из нее	3	2
208	в них	2	2
209	если он	2	2
210	вовсе не	5	2
211	в англию	2	2
212	так чтобы	2	2
213	одна из	4	2
214	но не	3	2
215	она не	3	2
216	было бы	12	2
217	жизни и	4	2
218	и из	3	2
219	никто не	4	2
220	в сущности	6	2
221	только одно	2	2
222	которую он	2	2
223	на него	4	2
224	все дело	2	2
225	почти все	2	2
226	одной и	2	2
227	тем самым	3	2
228	однако мы	2	2
229	которой мы	3	2
230	из этой	3	2
231	этот вопрос	4	2
232	мы все	3	2
233	и ее	2	2
234	этого слова	3	2
235	и только	7	2
