N	3gram	Losev_Prob_2	Myshleni
1	в том что	4	15
2	для того чтобы	2	15
3	с другой стороны	5	9
4	с самого начала	2	8
5	с одной стороны	5	8
6	о том что	14	6
7	заключается в том	2	6
8	не может быть	3	5
9	можно сказать что	3	4
10	до сих пор	4	4
11	на то что	4	3
12	то же самое	5	3
13	можно было бы	2	3
14	во всяком случае	10	3
15	друг от друга	2	3
16	и той же	2	2
17	в данном случае	5	2
18	в самом деле	2	2
19	на первый план	3	2
20	том что в	2	2
21	в то же	4	2
22	и в частности	3	2
23	одной и той	2	2
24	только тогда когда	3	2
25	есть прежде всего	4	2
