N	2gram	Propp_Russ_2	Formalny
1	т е	24	32
2	и в	29	27
3	может быть	13	25
4	не может	5	24
5	таким образом	6	18
6	в этом	11	18
7	а не	4	17
8	и пр	2	15
9	то же	4	15
10	на самом	2	14
11	как и	11	14
12	не в	4	12
13	и от	3	11
14	и т	5	11
15	но и	8	10
16	так как	13	9
17	не только	10	9
18	так же	4	9
19	что в	22	8
20	при этом	6	8
21	как бы	18	8
22	и все	4	8
23	то что	5	8
24	как мы	3	8
25	не менее	2	7
26	в том	22	7
27	все это	10	7
28	потому что	5	7
29	в то	2	7
30	его в	8	7
31	между тем	3	7
32	с тем	6	7
33	для них	2	7
34	совершенно не	2	7
35	там где	2	7
36	с другой	2	6
37	т д	5	6
38	все эти	3	6
39	в своих	2	6
40	но в	5	6
41	еще не	6	6
42	было бы	3	6
43	все же	2	6
44	в своей	2	6
45	и для	2	6
46	в данном	6	6
47	и ее	2	6
48	вместе с	6	6
49	никогда не	2	5
50	совсем не	2	5
51	того чтобы	6	5
52	друг друга	3	5
53	но не	5	5
54	тому как	3	5
55	тем что	3	5
56	связи с	2	5
57	прежде всего	2	4
58	и как	2	4
59	до конца	3	4
60	для того	6	4
61	мы видели	7	4
62	данном случае	7	4
63	о том	9	4
64	как это	4	4
65	между собой	2	4
66	тогда когда	4	4
67	в ее	3	4
68	том что	22	4
69	она не	3	4
70	как в	7	4
71	мы не	6	4
72	связь между	2	4
73	могут быть	2	4
74	подобно тому	3	4
75	из этого	2	4
76	же как	4	3
77	что это	3	3
78	в этих	3	3
79	это не	5	3
80	для нас	6	3
81	того что	3	3
82	одним из	2	3
83	в него	2	3
84	в виду	2	3
85	и что	5	3
86	в которых	4	3
87	и на	6	3
88	их в	4	3
89	и с	10	3
90	жизни в	2	3
91	в них	4	3
92	у нас	4	3
93	во всех	3	3
94	еще в	2	3
95	ее в	8	3
96	а и	2	3
97	уже не	4	3
98	жизнь и	2	3
99	а на	9	2
100	для этого	5	2
101	же деле	2	2
102	главным образом	3	2
103	п в	12	2
104	ее и	2	2
105	в этой	3	2
106	на этом	3	2
107	очевидно что	2	2
108	не можем	2	2
109	но если	3	2
110	в котором	3	2
111	из них	4	2
112	дело не	2	2
113	что она	3	2
114	у них	2	2
115	эта связь	2	2
116	принадлежат к	2	2
117	а иногда	2	2
118	из этих	2	2
119	видели что	4	2
120	из нее	2	2
121	к этому	5	2
122	нет никаких	2	2
123	а к	2	2
124	самом же	2	2
125	так чтобы	2	2
126	одна из	11	2
127	связано с	2	2
128	же а	2	2
129	в целях	2	2
130	или на	8	2
131	должен быть	2	2
132	что и	2	2
133	тем не	2	2
134	так в	2	2
135	в отличие	3	2
136	на земле	5	2
137	это и	2	2
138	в таком	4	2
139	быть только	2	2
140	связаны с	3	2
141	отличие от	3	2
142	в эту	3	2
