N	2gram	Tiupa_Teor_1	Psycholo
1	то что	3	37
2	и в	18	30
3	в том	16	27
4	что в	9	24
5	и что	3	23
6	потому что	3	23
7	том что	9	21
8	таким образом	3	20
9	как бы	5	19
10	если мы	2	16
11	не только	16	16
12	в самом	4	14
13	в этом	8	14
14	так же	2	13
15	как раз	2	13
16	то есть	12	13
17	одной стороны	2	12
18	вместе с	2	12
19	с одной	2	12
20	если бы	3	11
21	может быть	17	11
22	никогда не	4	9
23	с другой	7	9
24	не может	4	9
25	и то	2	9
26	сказать что	3	9
27	тому что	2	8
28	мы имеем	7	8
29	он должен	2	8
30	к тому	2	8
31	не в	7	8
32	а не	9	8
33	при этом	12	8
34	того что	4	8
35	заключается в	2	8
36	могут быть	4	8
37	и это	2	8
38	на деле	2	8
39	этих двух	2	7
40	в нем	4	7
41	и как	2	7
42	но не	9	7
43	то же	7	7
44	точки зрения	9	7
45	героя и	5	7
46	как это	8	7
47	в основе	3	7
48	в своем	4	6
49	что она	2	6
50	произведение искусства	5	6
51	именно в	3	6
52	как и	4	6
53	в искусстве	6	6
54	и тем	3	6
55	и для	2	6
56	но и	9	6
57	и не	13	6
58	говорит что	2	6
59	и его	8	6
60	или в	3	6
61	и здесь	2	6
62	как будто	2	6
63	только не	2	5
64	в целом	3	5
65	и потому	2	5
66	в этой	3	5
67	еще не	4	5
68	один из	2	5
69	другой стороны	5	5
70	а с	3	5
71	сводится к	5	5
72	в себе	9	5
73	но в	9	5
74	только в	6	5
75	в стихе	2	4
76	казалось бы	2	4
77	в частности	16	4
78	прежде всего	2	4
79	у нас	2	4
80	и к	3	4
81	в своей	6	4
82	в его	6	4
83	искусства как	2	4
84	в них	2	4
85	как говорит	3	4
86	а в	13	4
87	могли бы	2	4
88	в конце	2	4
89	в виду	5	4
90	чем это	2	3
91	не могут	2	3
92	и составляет	3	3
93	и другие	2	3
94	была бы	3	3
95	это не	2	3
96	из этих	3	3
97	состоит в	17	3
98	вовсе не	3	3
99	художественного произведения	4	3
100	об этом	2	3
101	в свою	3	3
102	для него	2	3
103	имеет место	2	3
104	он не	3	3
105	в ее	5	3
106	что и	2	3
107	ни в	2	3
108	данном случае	5	3
109	так и	10	3
110	со стороны	2	3
111	как в	5	3
112	в их	2	3
113	так в	4	3
114	времени и	2	3
115	в той	2	3
116	и о	4	3
117	но он	3	3
118	в данном	8	3
119	в другом	3	3
120	в этих	3	3
121	в которой	2	3
122	эстетический объект	3	3
123	в состав	6	3
124	перед нами	2	2
125	в отношении	3	2
126	с его	5	2
127	в душе	8	2
128	искусства в	2	2
129	между собой	3	2
130	не является	4	2
131	в противоположность	2	2
132	в одном	2	2
133	этом смысле	2	2
134	видим в	2	2
135	или иной	4	2
136	можно сказать	3	2
137	в романе	3	2
138	и того	3	2
139	всякий раз	2	2
140	того же	3	2
141	одного и	3	2
142	в воображении	3	2
143	однако эта	2	2
144	по преимуществу	4	2
145	в качестве	24	2
146	мог бы	3	2
147	не с	3	2
148	быть и	2	2
149	отношения к	2	2
150	в форме	2	2
151	все это	2	2
152	отличается от	2	2
153	по отношению	4	2
154	в отличие	6	2
155	в себя	3	2
156	и вот	3	2
157	для читателя	2	2
158	приводит к	5	2
159	с точки	3	2
160	и даже	2	2
161	между ними	4	2
162	отличие от	6	2
163	в нашем	4	2
164	в то	6	2
165	не знает	3	2
166	в рассказе	2	2
167	произведения искусства	2	2
168	все эти	2	2
169	дело в	2	2
170	но она	2	2
171	в катарсисе	2	2
