N	3gram	Bakhtin_Pr_5	formyVre
1	то же время	10	9
2	как мы уже	2	8
3	в то же	10	6
4	и в то	2	5
5	вполне понятно что	2	4
6	к себе самому	13	4
7	одно и то	3	3
8	мы уже говорили	5	3
9	и то же	3	3
10	с самим собою	7	3
11	по отношению к	6	3
12	не может быть	3	3
13	с самого начала	8	2
14	друг на друга	2	2
15	той или иной	4	2
16	с точки зрения	2	2
17	друг к другу	3	2
18	в его целом	2	2
19	в отличие от	2	2
20	и для себя	3	2
21	как раз и	2	2
22	с самим собой	7	2
23	к тому же	3	2
24	и прежде всего	4	2
25	в том что	2	2
26	но все же	2	2
