N	2gram	Vygotskiy__3	Stilisti
1	и в	25	42
2	как бы	10	27
3	не только	6	27
4	прежде всего	4	22
5	и т.д	5	20
6	внутренней речи	19	18
7	но и	4	15
8	то же	2	15
9	и не	10	14
10	может быть	13	12
11	не может	6	12
12	точки зрения	6	11
13	как и	15	11
14	мы уже	5	11
15	и как	5	10
16	что мы	7	10
17	мы должны	6	10
18	отнюдь не	4	10
19	как мы	8	10
20	в этом	14	10
21	при этом	5	9
22	в то	4	9
23	то что	15	9
24	для того	7	9
25	мы не	9	9
26	все же	6	8
27	таким образом	17	8
28	с тем	16	8
29	речевого общения	4	8
30	тем самым	2	8
31	в себе	2	8
32	и это	4	8
33	никогда не	4	7
34	зависимости от	6	7
35	и от	2	7
36	речевое общение	3	7
37	и на	6	7
38	потому что	6	7
39	так как	12	7
40	с его	2	7
41	в зависимости	5	7
42	слов и	5	7
43	было бы	10	7
44	того чтобы	8	7
45	и его	2	7
46	мы можем	7	7
47	только в	10	7
48	или иной	3	6
49	мы будем	2	6
50	не в	6	6
51	в этой	5	6
52	в свою	3	6
53	на его	2	6
54	в нем	2	6
55	в процессе	27	6
56	так и	5	6
57	речи и	8	6
58	в области	7	6
59	слова в	2	5
60	уже в	7	5
61	независимо от	4	5
62	тому что	2	5
63	и той	2	5
64	не является	8	5
65	мы видели	6	5
66	и их	3	5
67	с помощью	42	5
68	а в	4	5
69	в живом	3	5
70	того или	2	5
71	как это	7	5
72	или иного	2	5
73	мы никогда	2	5
74	в его	15	5
75	вместе с	14	5
76	той же	4	5
77	слова и	6	5
78	самого начала	6	4
79	все время	2	4
80	что это	5	4
81	мы называем	2	4
82	к тому	4	4
83	с самого	6	4
84	но все	2	4
85	связаны с	3	4
86	свою очередь	2	4
87	в качестве	12	4
88	в самом	3	4
89	той или	2	4
90	один из	6	4
91	все это	6	4
92	того что	10	4
93	речь и	4	4
94	так же	17	4
95	о том	5	4
96	его в	3	4
97	бы в	2	4
98	если бы	5	4
99	внутренняя речь	5	4
100	внешней речи	6	4
101	были бы	3	4
102	и к	5	4
103	мы видим	3	4
104	мы увидим	4	4
105	а с	3	4
106	если мы	3	4
107	уже не	2	4
108	тем же	4	4
109	можно было	6	4
110	и то	2	4
111	перед нами	10	3
112	главным образом	2	3
113	для нас	2	3
114	здесь мы	2	3
115	связь и	2	3
116	и эта	2	3
117	не мог	4	3
118	хотя и	2	3
119	в котором	3	3
120	в целом	13	3
121	из них	4	3
122	от того	4	3
123	заключает в	2	3
124	что оно	4	3
125	их в	3	3
126	сказать что	4	3
127	и здесь	2	3
128	в начале	2	3
129	ни на	2	3
130	видели что	3	3
131	что слова	2	3
132	и все	4	3
133	в одном	2	3
134	этого слова	4	3
135	об этом	2	3
136	том что	20	3
137	в тех	2	3
138	еще не	4	3
139	мы в	2	3
140	что и	10	3
141	не будет	2	3
142	связь между	4	3
143	и слово	3	3
144	между ними	3	3
145	и для	2	3
146	связи с	9	3
147	место в	2	2
148	мы имели	4	2
149	в частности	4	2
150	в какой	4	2
151	человека и	5	2
152	и речь	4	2
153	как уже	6	2
154	в мире	2	2
155	слова мы	2	2
156	в том	23	2
157	развития в	2	2
158	но это	5	2
159	находит свое	2	2
160	значением слова	3	2
161	для него	5	2
162	и сам	3	2
163	между говорящими	2	2
164	с развитием	2	2
165	в него	3	2
166	что перед	4	2
167	в этих	2	2
168	в связи	6	2
169	в отношении	6	2
170	этом отношении	3	2
171	все эти	7	2
172	у человека	2	2
173	который мы	2	2
174	должно быть	2	2
175	в которых	3	2
176	каждый из	2	2
177	в своих	2	2
178	по своей	7	2
179	что эти	3	2
180	мы имеем	4	2
181	к которому	3	2
182	в жизни	3	2
183	в основе	16	2
184	речи но	2	2
185	смысле этого	4	2
186	однако в	2	2
187	между собой	13	2
188	с этим	4	2
189	к этому	3	2
190	связанные с	2	2
191	ясно что	2	2
192	что он	6	2
193	на первый	2	2
194	только потому	2	2
195	речи не	2	2
196	представляет собой	6	2
197	но не	6	2
198	по своему	11	2
199	ни один	4	2
200	тот же	2	2
201	мы говорили	4	2
202	которые являются	2	2
203	оно является	3	2
204	и потому	2	2
205	перед ним	3	2
206	не есть	3	2
207	слова не	2	2
208	зрения на	2	2
209	в своей	2	2
210	с ней	3	2
211	этот процесс	3	2
212	связь с	3	2
213	как в	9	2
214	этой второй	3	2
215	одной и	2	2
216	из которых	5	2
217	с ним	4	2
218	или в	2	2
219	этот вопрос	3	2
220	между двумя	2	2
221	тем что	8	2
222	в каком	2	2
223	определенное значение	2	2
224	тем и	4	2
225	которые в	3	2
226	как с	4	2
