N	2gram	Voloshinov_1	Marksizm
1	может быть	17	28
2	и пр	12	25
3	и в	16	19
4	как бы	5	19
5	и не	4	19
6	не может	8	18
7	точки зрения	8	17
8	то же	2	16
9	и его	8	16
10	как мы	4	15
11	в этом	9	15
12	таким образом	9	14
13	не только	7	13
14	с точки	6	13
15	в нем	4	11
16	в пределах	2	10
17	но и	4	10
18	том что	3	10
19	так и	4	10
20	и т.п	2	10
21	для него	6	9
22	при этом	6	9
23	в основе	3	9
24	как и	2	9
25	самом деле	6	9
26	отнюдь не	4	8
27	с его	7	8
28	только в	4	8
29	никогда не	2	7
30	в том	3	7
31	его в	4	7
32	но в	4	7
33	прежде всего	9	7
34	на самом	4	7
35	и для	2	7
36	ни в	5	6
37	и как	3	6
38	в самом	2	6
39	и значение	3	6
40	с помощью	2	6
41	ни было	2	6
42	и все	4	6
43	мы уже	2	6
44	во всех	3	6
45	если мы	2	6
46	хотя бы	4	6
47	мы можем	9	6
48	самого начала	4	5
49	в большинстве	3	5
50	на этой	3	5
51	так же	2	5
52	и на	4	5
53	большинстве случаев	3	5
54	к этому	2	5
55	того же	2	5
56	совершенно не	8	5
57	в его	4	5
58	с самого	4	5
59	в душе	2	4
60	то что	3	4
61	и их	4	4
62	пр и	3	4
63	с ними	4	4
64	сказать что	7	4
65	что он	2	4
66	было бы	2	4
67	конечно не	6	4
68	в основном	3	4
69	только на	3	4
70	и ее	4	4
71	не существует	2	3
72	учение о	3	3
73	в этих	3	3
74	в этой	4	3
75	за пределы	2	3
76	если б	3	3
77	в каком	2	3
78	а в	3	3
79	с этим	2	3
80	что оно	2	3
81	все эти	5	3
82	но ведь	2	3
83	о том	2	3
84	так как	4	3
85	и лишь	2	3
86	сознания и	2	3
87	до сих	3	3
88	еще не	5	3
89	он не	2	3
90	что и	2	3
91	не есть	2	3
92	не будет	2	3
93	в своей	2	3
94	мысли и	4	3
95	на основе	2	3
96	с другими	3	3
97	во всяком	3	3
98	могут быть	3	3
99	и это	6	3
100	сих пор	3	3
101	что в	3	2
102	что это	2	2
103	не знает	2	2
104	мы знаем	3	2
105	т.е не	2	2
106	всяком случае	3	2
107	другими словами	2	2
108	жизни и	3	2
109	отношения к	3	2
110	они не	2	2
111	и даже	4	2
112	можем сказать	2	2
113	и с	8	2
114	по крайней	3	2
115	но как	2	2
116	в начале	2	2
117	все то	2	2
118	мы полагаем	3	2
119	у него	2	2
120	в жизни	2	2
121	они-то и	2	2
122	на границе	2	2
123	и о	2	2
124	и потому	3	2
125	крайней мере	3	2
126	нем нет	2	2
127	не на	2	2
128	сводится к	2	2
129	что не	2	2
130	между ними	3	2
131	мы не	2	2
132	на протяжении	2	2
133	вместе с	3	2
