N	2gram	Voloshinov_1	Problema
1	и в	19	44
2	вовсе не	5	37
3	и не	26	35
4	не есть	3	35
5	может быть	26	28
6	по себе	4	25
7	не просто	2	23
8	то что	8	23
9	в том	6	21
10	только в	9	19
11	а не	7	18
12	в этом	16	17
13	сказать что	4	16
14	если мы	11	16
15	и даже	2	14
16	не только	8	14
17	не в	5	13
18	то же	7	13
19	всякий знак	3	12
20	но в	7	12
21	том что	3	12
22	не является	4	11
23	не менее	4	10
24	но и	8	10
25	в виду	2	10
26	отнюдь не	6	10
27	у нас	2	10
28	как и	12	10
29	тем не	2	10
30	так и	11	10
31	и от	3	9
32	в нем	10	9
33	не имеет	3	9
34	и с	2	9
35	же самое	3	9
36	как бы	15	9
37	так как	2	9
38	что он	2	9
39	художественный образ	2	9
40	в то	3	9
41	в его	6	9
42	что и	2	9
43	в данном	4	9
44	во всяком	5	9
45	и это	3	9
46	таким образом	17	9
47	сама по	2	8
48	что в	4	8
49	или иной	3	8
50	ни в	2	8
51	того что	3	8
52	было бы	4	8
53	он не	3	8
54	что же	4	8
55	как раз	2	8
56	как мы	13	8
57	в себе	2	8
58	связи с	11	8
59	и вообще	2	8
60	с другой	5	7
61	не может	24	7
62	в связи	7	7
63	все эти	7	7
64	мы должны	3	7
65	это и	3	7
66	и потому	5	7
67	на самом	3	7
68	мы не	6	7
69	ничего общего	5	7
70	никогда не	2	6
71	то ни	8	6
72	можно сказать	3	6
73	но если	2	6
74	всяком случае	2	6
75	другими словами	2	6
76	жизни и	2	6
77	и только	2	6
78	нет ничего	3	6
79	имеет значение	2	6
80	ясно что	5	6
81	и к	3	6
82	о том	2	6
83	все же	8	6
84	мы можем	2	6
85	не было	3	5
86	в нашем	2	5
87	в конце	5	5
88	и есть	3	5
89	в ней	4	5
90	другой стороны	6	5
91	все это	3	5
92	в своем	2	5
93	а в	4	5
94	точки зрения	34	5
95	и здесь	6	5
96	этом случае	3	5
97	в таком	2	5
98	еще не	4	5
99	за пределы	5	5
100	в своей	3	5
101	как в	4	5
102	так же	7	5
103	только на	4	5
104	и его	19	5
105	этого слова	2	5
106	тому что	2	4
107	при этом	8	4
108	не имеют	3	4
109	совершенно не	3	4
110	языка и	13	4
111	знака и	5	4
112	же деле	2	4
113	же и	2	4
114	чем же	4	4
115	и является	2	4
116	таком случае	2	4
117	на первый	2	4
118	самом же	2	4
119	бы то	8	4
120	мы уже	2	4
121	в ее	7	4
122	только при	3	4
123	на этот	3	4
124	в чем	2	4
125	или в	2	4
126	можно было	2	4
127	тем что	2	4
128	в каком	3	4
129	знак в	3	4
130	он является	3	3
131	же как	2	3
132	формы и	3	3
133	прежде всего	13	3
134	к тому	2	3
135	ни было	10	3
136	и как	3	3
137	но все	3	3
138	для него	9	3
139	кроме того	6	3
140	знака с	2	3
141	в самом	10	3
142	с этой	2	3
143	это является	2	3
144	его в	3	3
145	конце концов	3	3
146	ни к	2	3
147	если бы	2	3
148	в условиях	4	3
149	знак как	3	3
150	то в	2	3
151	в качестве	2	3
152	здесь в	3	3
153	там и	2	3
154	она не	2	3
155	ни о	2	3
156	общего с	3	3
157	быть и	3	3
158	из этого	2	3
159	знак и	5	3
160	и все	5	3
161	самом деле	10	3
162	что такое	2	3
163	хотя бы	5	3
164	отличие от	5	3
165	с другими	3	3
166	этот вопрос	5	3
167	образ и	2	3
168	которой она	2	3
169	имеет свою	3	3
170	и ее	3	3
171	как оно	2	3
172	слова и	3	3
173	ничего не	6	3
174	именно в	5	2
175	в частности	2	2
176	в отношении	4	2
177	того же	6	2
178	не столько	4	2
179	что все	2	2
180	именно здесь	2	2
181	до сих	8	2
182	является не	6	2
183	и следовательно	3	2
184	в контексте	8	2
185	в котором	3	2
186	с ее	2	2
187	из них	3	2
188	мы скажем	2	2
189	от того	4	2
190	от знака	2	2
191	это так	2	2
192	друг друга	8	2
193	что слово	4	2
194	в результате	9	2
195	ведь в	2	2
196	в основе	2	2
197	к другой	3	2
198	с этим	4	2
199	в начале	5	2
200	настоящее время	6	2
201	бы в	2	2
202	является в	3	2
203	а как	3	2
204	и более	2	2
205	для них	2	2
206	знака к	5	2
207	и во	2	2
208	и знак	2	2
209	быть в	2	2
210	она может	3	2
211	и при	3	2
212	от него	2	2
213	но именно	3	2
214	действительности но	3	2
215	деле если	2	2
216	мы говорили	3	2
217	во всех	7	2
218	в слове	10	2
219	в настоящее	6	2
220	не будем	4	2
221	в процессе	14	2
222	сих пор	8	2
223	слова как	7	2
224	в отличие	5	2
225	и сама	2	2
226	к проблеме	2	2
227	из которых	2	2
228	эта последняя	3	2
229	и для	11	2
230	с точки	20	2
231	первый план	2	2
232	могут быть	2	2
233	как она	2	2
234	в другом	2	2
235	данного знака	2	2
236	жизни но	2	2
237	в которой	3	2
238	из него	2	2
