N	2gram	Bakhtin_Pr_5	Problemy
1	из подполья	35	36
2	и в	35	34
3	и не	27	29
4	как бы	31	27
5	что он	24	23
6	в его	21	22
7	к другому	16	20
8	может быть	14	19
9	в нем	16	19
10	не может	18	19
11	и все	15	19
12	о себе	17	18
13	как и	18	18
14	себе самому	18	18
15	к себе	18	17
16	но в	19	16
17	все это	14	16
18	и его	14	16
19	в этом	14	16
20	и с	12	15
21	внутреннего диалога	13	15
22	прежде всего	12	15
23	что я	13	15
24	он не	13	15
25	то же	15	14
26	с самим	15	14
27	к нему	13	14
28	самом деле	10	13
29	для него	14	13
30	человека из	13	13
31	у достоевского	12	13
32	но и	14	12
33	же время	10	12
34	по замыслу	11	12
35	с лазейкой	12	12
36	и к	12	12
37	потому что	8	12
38	в то	11	12
39	себя самого	7	11
40	вовсе не	7	11
41	в сущности	14	11
42	то что	10	11
43	на самом	9	11
44	внутренний диалог	10	11
45	с другим	13	11
46	а я	10	10
47	не только	10	10
48	слова и	11	10
49	в отношении	9	9
50	не в	10	9
51	самим собою	9	9
52	а не	4	9
53	героя и	10	9
54	самого начала	8	8
55	никогда не	4	8
56	себя и	8	8
57	с самого	8	8
58	в самом	6	8
59	о мире	8	8
60	так же	7	8
61	в речах	6	8
62	точки зрения	7	8
63	с ним	7	8
64	рассказа в	10	8
65	что же	7	8
66	и слово	8	8
67	в двойнике	10	8
68	и для	8	8
69	в другом	12	8
70	слова в	6	7
71	замыслу достоевского	7	7
72	я не	8	7
73	что в	6	7
74	к герою	8	7
75	слово о	7	7
76	не ты	8	7
77	я сам	7	7
78	знает и	5	7
79	и даже	5	7
80	настасьи филипповны	7	7
81	человек из	7	7
82	отношении к	7	7
83	этого слова	5	7
84	все же	8	7
85	на него	5	7
86	с которым	4	7
87	как мы	8	7
88	что не	4	7
89	как будто	4	7
90	там где	7	7
91	своему предмету	7	6
92	с собою	5	6
93	я все	5	6
94	что они	6	6
95	в пределах	11	6
96	которым он	4	6
97	от себя	5	6
98	у меня	6	6
99	я вас	5	6
100	отношение к	6	6
101	стремится к	6	6
102	что у	6	6
103	не знает	6	6
104	самим собой	7	6
105	и на	6	6
106	с ними	5	6
107	слово с	6	6
108	с его	7	6
109	от него	6	6
110	мы уже	8	6
111	для себя	7	6
112	отношению к	7	6
113	так и	8	6
114	в плане	6	6
115	в себе	5	6
116	не хочу	4	6
117	только в	6	6
118	он сам	6	5
119	все время	4	5
120	что это	4	5
121	ну так	4	5
122	я теперь	5	5
123	это я	3	5
124	это не	3	5
125	и от	3	5
126	в конце	5	5
127	себе самом	5	5
128	к тому	6	5
129	так что	5	5
130	но все	4	5
131	я вам	5	5
132	и что	6	5
133	того что	3	5
134	и сам	7	5
135	дело идет	3	5
136	я ведь	4	5
137	всяком случае	4	5
138	себе и	7	5
139	вы думаете	4	5
140	в целом	3	5
141	из них	3	5
142	во внутренний	5	5
143	по отношению	6	5
144	таким образом	7	5
145	самому и	5	5
146	на них	7	5
147	и вот	4	5
148	не мог	3	5
149	лишь в	7	5
150	а в	7	5
151	чужого слова	6	5
152	в голосе	4	5
153	и так	4	5
154	и наконец	7	5
155	нему и	4	5
156	он и	5	5
157	творчестве достоевского	7	5
158	мы должны	3	5
159	в диалоге	3	5
160	когда я	5	5
161	что ты	4	5
162	с тем	3	5
163	это слово	4	5
164	в одном	6	5
165	на протяжении	5	5
166	второй голос	9	5
167	даже в	5	5
168	что и	3	5
169	и своему	6	5
170	двух голосов	4	5
171	диалог ивана	5	5
172	обращаться к	5	5
173	к своему	5	5
174	героя в	5	5
175	и у	4	5
176	другого человека	3	5
177	ни одного	9	5
178	хотя бы	2	5
179	в исповеди	5	5
180	в слове	6	5
181	во всяком	4	5
182	в чем	4	5
183	настасья филипповна	5	5
184	на вопрос	2	4
185	и вдруг	3	4
186	но на	4	4
187	слово героя	4	4
188	ни был	2	4
189	его исповеди	3	4
190	друг другу	4	4
191	зубной боли	4	4
192	герой из	4	4
193	то ни	3	4
194	с другой	4	4
195	его внутренней	4	4
196	что все	2	4
197	он хочет	4	4
198	переходим к	4	4
199	протяжении всего	4	4
200	ни было	3	4
201	ни в	2	4
202	да и	5	4
203	слова о	4	4
204	из его	2	4
205	но это	6	4
206	его мысль	4	4
207	а впрочем	4	4
208	я человек	4	4
209	на этом	2	4
210	все и	4	4
211	у него	4	4
212	он боится	4	4
213	при этом	2	4
214	и кажется	2	4
215	на его	4	4
216	в общем	3	4
217	не принимает	4	4
218	его отношение	4	4
219	не о	4	4
220	его с	5	4
221	отношением к	3	4
222	бы то	3	4
223	другого как	2	4
224	внутреннему диалогу	3	4
225	как к	5	4
226	бы он	2	4
227	человека как	2	4
228	все эти	3	4
229	смерти отца	2	4
230	над собой	4	4
231	рядом с	4	4
232	его слово	4	4
233	в диалогах	4	4
234	даже и	3	4
235	ли я	4	4
236	для достоевского	2	4
237	к чужому	4	4
238	но как	4	4
239	в начале	3	4
240	его в	4	4
241	дурной бесконечности	3	4
242	так как	4	4
243	слово без	4	4
244	как раз	4	4
245	он говорил	4	4
246	бы его	3	4
247	он как	4	4
248	он с	6	4
249	и голос	5	4
250	этом смысле	3	4
251	меня не	4	4
252	и утверждения	4	4
253	мы остановимся	3	4
254	тебе это	4	4
255	свое слово	4	4
256	но не	6	4
257	еще не	7	4
258	как другой	4	4
259	с алешей	3	4
260	с гимнами	3	4
261	полемика с	4	4
262	с таким	2	4
263	героев достоевского	3	4
264	последнее слово	4	4
265	о другом	4	4
266	внутренней речи	5	4
267	думаете что	3	4
268	бы и	2	4
269	как в	5	4
270	только на	4	4
271	и прежде	4	4
272	со смердяковым	4	4
273	стиль и	4	4
274	все равно	2	4
275	диалога с	3	4
276	пробиться к	4	4
277	в мире	4	4
278	с точки	2	4
279	с другими	2	4
280	тем что	4	4
281	он в	4	4
282	в виде	7	4
283	на меня	6	4
