N	2gram	Vygotskiy__1	slovoVRo
1	и в	23	41
2	могут быть	3	19
3	во всех	3	17
4	но и	14	16
5	и не	9	16
6	точки зрения	26	16
7	не только	16	16
8	а не	3	15
9	то же	8	14
10	может быть	14	14
11	не может	12	14
12	и его	6	14
13	и на	8	14
14	в то	7	14
15	в сущности	6	13
16	в его	14	13
17	слова и	5	13
18	же время	2	12
19	как бы	11	12
20	в этом	17	12
21	так и	5	11
22	таким образом	26	9
23	все эти	4	9
24	может не	3	8
25	прежде всего	10	8
26	но в	5	8
27	как в	4	8
28	как мы	5	8
29	с точки	18	8
30	не в	4	7
31	и следовательно	3	7
32	вовсе не	3	7
33	в своей	4	7
34	все же	3	7
35	в слове	2	7
36	во всяком	3	7
37	в отношении	10	6
38	при этом	4	6
39	и даже	2	6
40	а в	2	6
41	в них	2	6
42	слова как	2	6
43	только в	6	6
44	с другой	10	5
45	в самом	7	5
46	всяком случае	3	5
47	все это	6	5
48	в основе	8	5
49	и к	4	5
50	с другими	2	5
51	он в	3	5
52	перед нами	5	4
53	и от	3	4
54	одной стороны	9	4
55	один из	2	4
56	в их	3	4
57	за пределы	2	4
58	с одной	8	4
59	лишь в	6	4
60	и наконец	2	4
61	и с	9	4
62	в которой	3	4
63	и все	5	4
64	с его	4	4
65	всех этих	2	4
66	лежит в	2	4
67	как и	14	4
68	в смысле	2	4
69	том же	2	4
70	и потому	2	4
71	в процессе	8	4
72	другой стороны	9	4
73	речи в	14	4
74	там где	2	4
75	ничего не	3	4
76	все время	6	3
77	никогда не	2	3
78	точку зрения	2	3
79	хотя бы	4	3
80	из этих	3	3
81	к тому	4	3
82	словом и	2	3
83	в том	24	3
84	в свою	4	3
85	для него	2	3
86	в зависимости	2	3
87	данном случае	2	3
88	в своем	3	3
89	именно в	6	3
90	и других	3	3
91	того что	15	3
92	речь и	2	3
93	как такового	2	3
94	в результате	4	3
95	о том	6	3
96	в первом	2	3
97	так как	7	3
98	по всей	2	3
99	с этим	6	3
100	не могло	3	3
101	в себе	6	3
102	с этой	6	3
103	по существу	4	3
104	зависимости от	2	3
105	в качестве	9	3
106	она не	3	3
107	было бы	4	3
108	он не	5	3
109	внутренней речи	9	3
110	из этого	5	3
111	бы и	2	3
112	почти всегда	2	3
113	в данном	2	3
114	и ее	7	3
115	свою очередь	3	2
116	связана с	2	2
117	же как	6	2
118	в частности	2	2
119	известном смысле	2	2
120	тому что	5	2
121	столь же	6	2
122	или даже	2	2
123	одного из	3	2
124	что все	4	2
125	на все	3	2
126	можно сказать	5	2
127	в известной	2	2
128	мы и	3	2
129	что они	3	2
130	на этом	2	2
131	смысле слова	3	2
132	друг с	4	2
133	и той	2	2
134	для того	15	2
135	хотя и	2	2
136	между ними	2	2
137	был бы	2	2
138	и тем	6	2
139	в целом	20	2
140	в этих	2	2
141	друг другу	3	2
142	уже не	2	2
143	между этими	6	2
144	должно быть	2	2
145	так же	16	2
146	и те	2	2
147	время как	4	2
148	сказать что	11	2
149	потому что	6	2
150	между тем	9	2
151	не является	9	2
152	в известном	2	2
153	в котором	4	2
154	он может	2	2
155	между собой	5	2
156	в одном	4	2
157	к этому	4	2
158	и эти	2	2
159	том что	21	2
160	не с	2	2
161	мы видим	4	2
162	но не	4	2
163	чем он	2	2
164	то время	5	2
165	одно и	2	2
166	до сих	4	2
167	наконец в	2	2
168	основное содержание	2	2
169	речи но	3	2
170	даже в	2	2
171	сих пор	4	2
172	и другим	2	2
173	с ней	2	2
174	в ее	2	2
175	и речи	38	2
176	как раз	4	2
177	в самых	3	2
178	в контекст	2	2
179	нами в	2	2
180	а с	4	2
181	если мы	2	2
182	и слово	2	2
183	речь в	2	2
184	той же	2	2
185	мы не	7	2
186	можно было	3	2
187	и то	3	2
188	различные формы	2	2
189	от этого	2	2
190	в виде	2	2
191	тем и	3	2
192	в другом	7	2
193	связи с	3	2
194	с другом	4	2
195	слова так	2	2
