N	2gram	Tiupa_Lite_1	Myshleni
1	и в	8	25
2	мышления и	2	23
3	в том	16	23
4	том что	14	20
5	что в	3	17
6	таким образом	3	17
7	в основе	3	16
8	как и	6	15
9	то что	10	15
10	в его	7	15
11	в этом	12	14
12	может быть	13	13
13	в целом	8	13
14	в качестве	17	12
15	как бы	7	10
16	и не	12	10
17	того что	6	10
18	было бы	2	10
19	только в	8	10
20	связи с	6	9
21	как в	5	9
22	не является	2	8
23	тем что	2	8
24	уже в	5	7
25	столь же	4	7
26	все эти	2	7
27	как это	8	7
28	по своей	3	7
29	в области	3	7
30	не менее	7	6
31	с другой	3	6
32	не в	8	6
33	один из	3	6
34	не может	5	6
35	в связи	4	6
36	потому что	3	6
37	что он	5	6
38	в силу	4	6
39	представляет собой	4	6
40	но не	4	6
41	того же	2	6
42	не только	24	6
43	все же	4	6
44	в отличие	5	6
45	точки зрения	6	6
46	можно было	2	6
47	отличие от	5	6
48	так и	4	5
49	тем не	2	5
50	для него	2	5
51	одной стороны	2	5
52	при этом	19	5
53	одним из	5	5
54	с одной	2	5
55	отношения между	2	5
56	человека и	2	5
57	о том	2	5
58	могут быть	2	5
59	в этой	4	5
60	в частности	15	4
61	никогда не	4	4
62	в своем	11	4
63	из этих	2	4
64	прежде всего	11	4
65	к тому	2	4
66	не мог	3	4
67	всяком случае	2	4
68	отнюдь не	2	4
69	из них	4	4
70	но и	17	4
71	не столько	5	4
72	то и	2	4
73	друг друга	4	4
74	а в	3	4
75	в то	5	4
76	которая не	2	4
77	и того	2	4
78	еще не	4	4
79	приводит к	3	4
80	тем же	3	4
81	той же	3	4
82	во всяком	3	4
83	с этой	5	3
84	в себя	2	3
85	на этом	2	3
86	и сам	6	3
87	в самом	3	3
88	на том	2	3
89	по отношению	3	3
90	этом отношении	2	3
91	между тем	2	3
92	его в	3	3
93	как он	2	3
94	в случае	4	3
95	по этому	2	3
96	не как	4	3
97	в жизни	6	3
98	состоит в	11	3
99	или иной	2	3
100	не есть	2	3
101	то же	5	2
102	все они	2	2
103	одного из	3	2
104	этой точки	3	2
105	новых и	2	2
106	в нашей	2	2
107	такого рода	10	2
108	все более	2	2
109	в сфере	3	2
110	в нем	2	2
111	для этого	4	2
112	и только	2	2
113	на себя	2	2
114	в своих	4	2
115	с его	5	2
116	однако в	2	2
117	же в	5	2
118	одна из	3	2
119	с их	3	2
120	мы в	2	2
121	а также	5	2
122	еще в	4	2
123	отношению к	2	2
124	в мире	2	2
125	в своей	4	2
126	другого в	3	2
127	из того	2	2
128	уже не	7	2
129	тем самым	5	2
130	и его	4	2
131	или иначе	9	2
132	тому как	2	2
133	и то	2	2
134	в себе	7	2
135	направленной на	2	2
136	а как	2	2
