N	2gram	Tiupa_Hudo_2	Psycholo
1	и в	28	38
2	то что	6	35
3	все время	3	30
4	в том	15	25
5	в самом	5	25
6	самом деле	3	21
7	что в	5	20
8	может быть	8	19
9	что она	7	16
10	точки зрения	2	16
11	в ней	3	15
12	если бы	6	14
13	том что	19	14
14	как бы	5	14
15	и т	4	14
16	потому что	2	14
17	в этой	5	13
18	в этом	13	13
19	было бы	3	12
20	не только	11	12
21	не в	13	12
22	что он	8	11
23	что это	5	10
24	то же	6	10
25	же самое	3	10
26	и не	18	10
27	и все	7	10
28	о которых	2	9
29	с точки	2	9
30	в двух	2	9
31	того чтобы	4	9
32	все же	2	8
33	перед нами	11	8
34	в одном	3	8
35	вовсе не	2	8
36	для нас	3	8
37	как и	11	8
38	как раз	4	8
39	для того	4	8
40	и то	2	8
41	и это	3	8
42	с другой	3	7
43	в ее	18	7
44	а не	14	7
45	не может	4	7
46	что у	3	7
47	как мы	2	7
48	а в	6	7
49	между тем	8	7
50	мы уже	3	7
51	из них	2	6
52	к тому	7	6
53	до сих	2	6
54	она не	5	6
55	один из	2	6
56	в котором	6	6
57	тому что	4	6
58	он не	4	6
59	с одной	3	6
60	как это	7	6
61	и его	5	6
62	и на	3	6
63	о том	12	6
64	я не	7	5
65	казалось бы	6	5
66	в своем	5	5
67	на этом	2	5
68	с такой	2	5
69	одной стороны	3	5
70	несмотря на	3	5
71	в своей	6	5
72	вместе с	2	5
73	но и	9	5
74	сих пор	2	5
75	т п	2	5
76	или в	3	5
77	в другом	2	5
78	в его	11	5
79	никогда не	5	4
80	что они	4	4
81	при этом	11	4
82	рассказ и	2	4
83	и для	2	4
84	в нем	3	4
85	что и	4	4
86	раз в	3	4
87	как в	5	4
88	т д	2	4
89	у всех	3	4
90	когда в	3	4
91	сказать что	2	4
92	у него	5	4
93	только в	4	4
94	как будто	4	4
95	одна из	2	4
96	в себе	9	4
97	как только	3	3
98	место в	2	3
99	как на	2	3
100	в них	3	3
101	только для	2	3
102	та же	2	3
103	из этих	2	3
104	что все	3	3
105	со всей	2	3
106	и к	2	3
107	она в	2	3
108	она может	2	3
109	наряду с	5	3
110	и о	4	3
111	в основе	2	3
112	все это	3	3
113	то и	4	3
114	и только	2	3
115	бы не	3	3
116	что не	2	3
117	по его	3	3
118	всякий раз	3	3
119	того как	2	3
120	тем что	6	3
121	состоит в	7	3
122	в то	6	3
123	могла бы	2	3
124	его в	2	3
125	здесь не	2	3
126	едва ли	3	3
127	но в	2	3
128	это был	2	2
129	в данном	2	2
130	и другие	5	2
131	была бы	3	2
132	в этих	3	2
133	отнюдь не	2	2
134	все они	3	2
135	хотя бы	2	2
136	столь же	3	2
137	противоречие между	2	2
138	и ее	3	2
139	как же	2	2
140	уже не	10	2
141	своей жизни	4	2
142	мы читаем	2	2
143	не могла	5	2
144	для него	5	2
145	от своего	2	2
146	том как	2	2
147	со своей	2	2
148	противоречие с	3	2
149	по преимуществу	3	2
150	к ней	2	2
151	все те	2	2
152	и уже	4	2
153	с ее	5	2
154	дело не	2	2
155	данном случае	2	2
156	со стороны	3	2
157	говорит о	4	2
158	что же	2	2
159	внимание на	3	2
160	не могу	3	2
161	так же	3	2
162	в виде	2	2
163	а с	3	2
164	еще и	2	2
165	не более	2	2
166	той же	2	2
167	в качестве	4	2
168	автора и	2	2
169	характера а	2	2
170	одно из	5	2
171	к себе	3	2
172	что даже	2	2
173	однако и	2	2
174	с ним	7	2
175	ничего не	5	2
176	рассказа и	2	2
