N	2gram	Propp_Isto_6	Myslijsy
1	потому что	13	46
2	в том	12	32
3	и в	26	30
4	может быть	11	28
5	то же	5	23
6	не только	10	21
7	только в	5	21
8	для нас	2	20
9	но и	9	19
10	том что	10	18
11	то что	6	18
12	того что	2	18
13	что в	12	17
14	не есть	2	17
15	в себе	3	16
16	не в	3	15
17	и не	10	15
18	а не	2	15
19	таким образом	12	14
20	что и	4	13
21	так как	18	13
22	точно так	2	12
23	вместе с	8	12
24	а в	3	12
25	если бы	3	12
26	так и	5	11
27	что оно	4	11
28	как и	5	10
29	как в	6	10
30	и что	5	10
31	в этом	12	10
32	в то	5	10
33	из этих	4	9
34	было бы	2	9
35	в нем	8	9
36	мы не	6	9
37	от того	3	8
38	в ней	5	8
39	что не	2	8
40	только что	2	8
41	что мы	2	8
42	и то	3	8
43	с другой	10	7
44	вовсе не	2	7
45	к тому	2	7
46	как мы	4	7
47	так что	3	7
48	с тем	4	7
49	но не	2	7
50	с одной	7	7
51	тем самым	2	7
52	тем что	5	7
53	зависит от	4	6
54	что он	9	6
55	но это	4	6
56	с этим	2	6
57	например в	7	6
58	то это	5	6
59	то и	2	6
60	не может	6	6
61	там же	3	6
62	уже не	7	6
63	не имеет	2	6
64	с ним	8	6
65	независимо от	3	5
66	в них	3	5
67	и как	2	5
68	в своем	2	5
69	еще не	9	5
70	и тем	4	5
71	отношению к	2	5
72	по отношению	2	5
73	как на	3	5
74	сказать что	3	5
75	и т	10	5
76	что это	2	4
77	и от	3	4
78	мы видели	11	4
79	все что	4	4
80	то время	3	4
81	в его	5	4
82	относится к	2	4
83	один из	3	4
84	другой стороны	8	4
85	и его	7	4
86	или же	2	4
87	он не	2	4
88	не было	3	4
89	и по	4	4
90	того как	3	4
91	быть только	2	4
92	мы должны	2	4
93	далеко не	3	4
94	и это	8	4
95	есть еще	2	3
96	могут быть	3	3
97	прежде всего	4	3
98	в образе	10	3
99	к этому	3	3
100	связь с	11	3
101	не будет	5	3
102	в последнем	2	3
103	мы можем	7	3
104	что при	2	3
105	до сих	4	3
106	можно сказать	2	3
107	одной стороны	7	3
108	при этом	3	3
109	что она	3	3
110	как бы	4	3
111	никто не	2	3
112	образом и	2	3
113	на него	2	3
114	со стороны	3	3
115	т д	8	3
116	в одно	2	3
117	представления и	2	3
118	дает нам	2	3
119	так же	2	3
120	или в	3	3
121	и на	12	3
122	самого себя	2	3
123	его в	5	3
124	там где	5	3
125	том как	3	3
126	сих пор	4	3
127	перед нами	2	2
128	но все	2	2
129	от нее	2	2
130	его с	3	2
131	так например	3	2
132	та же	3	2
133	или другое	2	2
134	в одном	3	2
135	нам кажется	2	2
136	не всегда	4	2
137	показывает что	3	2
138	на то	2	2
139	на котором	3	2
140	мы видим	5	2
141	в этой	2	2
142	что они	2	2
143	от него	3	2
144	но как	4	2
145	у него	7	2
146	она не	3	2
147	на его	4	2
148	мы уже	6	2
149	в свое	2	2
150	даже в	2	2
151	но мы	2	2
152	все же	8	2
153	жизни и	2	2
154	то или	2	2
155	в своей	3	2
156	и до	2	2
157	что же	2	2
158	в форме	2	2
159	целый ряд	2	2
160	так в	6	2
161	так у	3	2
162	тогда как	2	2
163	в других	4	2
164	в виде	6	2
165	а с	2	2
166	к своему	3	2
167	когда в	2	2
168	и наконец	3	2
169	в которых	2	2
170	с этой	2	2
171	их в	3	2
172	ни в	2	2
173	от этого	3	2
174	людей и	2	2
175	то он	2	2
176	о том	7	2
177	когда мы	2	2
178	нет ни	2	2
179	и с	6	2
180	из него	2	2
